ID,Benchmark,?Solved,Counterexample,Bound,Time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,AST size,nodes changed
26,spider_bak-company_office-0003.txt,False,,3,60.009969,,,,,,,
27,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [471, 'usa482', 'usa482', 482, 482, 'usa482']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [473, None, 'usa476', None, 478, 479, 480, 'usa481']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2,3.789626,4.0,1.0,0.0,[1],[282],460.0,[100]
28,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [447, 'usa459', 'usa459', 459, 459, 'usa459'], [446, 'usa459', 'usa459', 459, 459, 'usa459']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [448, 'usa459', 'usa459', 'usa452', None, 454, 455, 'usa456'], [449, None, None, 'usa459', 459, 459, 459, 'usa459']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [446, 449, 459]]}",2,5.599862,4.0,1.0,0.0,[1],[272],440.0,[100]
29,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [444, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa'], [445, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [447, 'usa', 'usa456', None, 451, None, None, None], [446, None, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 1007672236424794103, 'usa']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [444, 446, 1007672236424794103], [444, 447, 1007672236424794103]]}",2,5.649163,4.0,1.0,0.0,[1],[272],441.0,[100]
30,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [486, 'usa492', 'usa492', 492, 492, 'usa492'], [485, 'usa492', 'usa492', 492, 492, 'usa492']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [487, None, 'usa491', 'usa493', 494, 495, 496, 'usa497'], [488, None, 'usa491', 'usa499', 500, 501, 502, 'usa503']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [485, 488, 492]]}",2,4.593744,4.0,1.0,0.0,[1],[288],480.0,[100]
31,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [444, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa'], [445, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [446, None, 'usa450', 'usa451', 452, 453, 454, 'usa455'], [447, 'usa', 'usa456', 'usa457', None, 459, None, None]], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [444, 447, 1007672236424794103], [445, 446, 1007672236424794103]]}",2,3.406468,4.0,1.0,0.0,[1],[275],442.0,[100]
32,spider_bak-company_office-0003.txt,False,,3,60.303644,,,,,,,
33,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [420, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa'], [419, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [421, 'usa', 'usa431', 'usa425', None, None, None, None], [422, 'usa', None, 'usa', 1007672236424794103, 1007672236424794103, 1007672236424794103, 'usa']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2,6.317631,4.0,1.0,0.0,[1],[265],423.0,[100]
34,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [461, 'usa465', 'usa465', 465, 465, 'usa465'], [460, 'usa465', 'usa465', 465, 465, 'usa465']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [459, None, 'usa464', 'usa466', None, 468, 469, 'usa470'], [458, 'usa476', 'usa', 'usa471', None, 473, None, None]], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2,5.903653,4.0,1.0,0.0,[1],[281],462.0,[100]
35,spider_bak-company_office-0003.txt,False,,3,60.012732,,,,,,,
36,spider_bak-company_office-0003.txt,False,,3,60.154359,,,,,,,
37,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [504, 'usa515', 'usa515', 515, 515, 'usa515'], [503, 'usa515', 'usa515', 515, 515, 'usa515']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [505, 'usa509', 'usa509', 'usa510', 511, 512, 513, 'usa514'], [506, 'usa515', 'usa515', 'usa516', 517, None, 519, 'usa520']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [503, 505, 515]]}",2,7.289775,4.0,1.0,0.0,[1],[300],496.0,[100]
38,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [440, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa'], [439, 'usa', 'usa', 1007672236424794103, 1007672236424794103, 'usa']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [438, 'usa445', None, 'usa446', 447, None, None, 'usa450'], [437, 'usa', 'usa456', None, None, None, None, None]], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [440, 437, 1007672236424794103]]}",2,4.940619,4.0,1.0,0.0,[1],[276],437.0,[100]
39,spider_bak-company_office-0003.txt,False,,3,60.084021,,,,,,,
40,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [478, 'usa482', 'usa482', 482, 482, 'usa482']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [476, 'usa482', 'usa482', 'usa483', 484, None, 486, 'usa487']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2,5.351833,4.0,1.0,0.0,[1],[292],477.0,[100]
41,spider_bak-customers_and_addresses-0020.txt,False,,3,60.007358,,,,,,,
42,spider_bak-ship_1-0008.txt,False,,3,60.148471,,,,,,,
43,spider-scientist_1-0003.txt,True,"{'scientists': [['ssn', 'name'], [382, '2'], [385, '2']], 'projects': [['code', 'name', 'hours'], ['384', '2', 2], ['383', '2', 2]], 'assignedto': [['scientist', 'project'], [385, '384'], [385, '383']]}",2,3.247302,4.0,1.0,0.0,[2],[222],343.0,[101]
44,spider-scientist_1-0003.txt,True,"{'scientists': [['ssn', 'name']], 'projects': [['code', 'name', 'hours']], 'assignedto': [['scientist', 'project']]}",2,7.33968,4.0,1.0,0.0,[2],[256],419.0,[101]
45,spider-scientist_1-0003.txt,True,"{'scientists': [['ssn', 'name']], 'projects': [['code', 'name', 'hours']], 'assignedto': [['scientist', 'project']]}",2,3.087115,4.0,1.0,0.0,[2],[258],412.0,[101]
46,spider-mountain_photos-0013.txt,True,"{'mountain': [['id', 'name', 'height', 'prominence', 'range', 'country'], [727, 'ethiopia734', None, 736, 'ethiopia737', 'ethiopia738']], 'camera_lens': [['id', 'brand', 'name', 'focal_length_mm', 'max_aperture'], [726, 'ethiopia727', 'ethiopia727', 727, 727]], 'photos': [['id', 'mountain_id', 'camera_lens_id', 'color', 'name'], [724, 727, 726, 'ethiopia732', 'ethiopia733']]}",2,6.671234,4.0,1.0,0.0,[1],[292],469.0,[100]
47,spider-mountain_photos-0013.txt,True,"{'mountain': [['id', 'name', 'height', 'prominence', 'range', 'country'], [854, 'ethiopia741', 742, 743, 'ethiopia744', 'ethiopia'], [733, None, 750, None, None, None]], 'camera_lens': [['id', 'brand', 'name', 'focal_length_mm', 'max_aperture'], [731, 'ethiopia733', 'ethiopia733', 733, 733], [732, 'ethiopia733', 'ethiopia733', 733, 733]], 'photos': [['id', 'mountain_id', 'camera_lens_id', 'color', 'name'], [735, 733, None, None, None], [734, 733, None, None, 'ethiopia748']]}",2,9.963829,4.0,1.0,0.0,[1],[294],475.0,[100]
48,spider-mountain_photos-0013.txt,False,,3,60.022634,,,,,,,
49,spider-customers_and_products_contacts-0008.txt,False,,3,60.394916,,,,,,,
50,spider-theme_gallery-0004.txt,True,"{'artist': [['artist_id', 'name', 'country', 'year_join', 'age'], [493, None, 'united states', 501, 505], [494, None, 'united states502', 505, 503]], 'exhibition': [['exhibition_id', 'artist_id', 'year', 'theme', 'ticket_price'], [497, 494, 505, 'united states505', 505]], 'exhibition_record': [['exhibition_id', 'date', 'attendance']]}",2,9.059119,4.0,1.0,0.0,[1],[281],465.0,[100]
51,spider_bak-mountain_photos-0002.txt,False,,3,60.234737,,,,,,,
52,spider-match_season-0008.txt,True,"{'country': [['country_id', 'country_name', 'capital', 'official_native_language'], [390, '1', '1', '1'], [391, '1', '1', '1']], 'team': [['team_id', 'name'], [394, '1'], [437, '1']], 'match_season': [['season', 'team', 'country', 'player', 'position', 'draft_pick_number', 'draft_class', 'college'], [389, 437, None, '1', '1', 1, '1', '1'], [388, None, 391, '1', '1', 1, '1', '1']], 'player': [['player_id', 'team', 'player', 'years_played', 'total_wl', 'singles_wl', 'doubles_wl'], [392, 437, '1', '1', '1', '1', '1']]}",2,6.658449,4.0,1.0,0.0,[2],[258],416.0,[101]
53,db2csv-dog_kennels-0039_dev.txt,False,,3,60.114997,,,,,,,
54,db2csv-poker_player-0017_dev.txt,False,,3,61.90108,,,,,,,
55,db2csv-poker_player-0017_dev.txt,False,,3,60.010748,,,,,,,
56,db2csv-poker_player-0017_dev.txt,False,,3,61.265509,,,,,,,
57,db2csv-poker_player-0017_dev.txt,False,,3,61.481093,,,,,,,
58,db2csv-poker_player-0017_dev.txt,False,,3,60.184712,,,,,,,
59,db2csv-poker_player-0017_dev.txt,False,,3,60.331246,,,,,,,
60,spider-news_report-0010.txt,False,,3,60.017921,,,,,,,
61,db2csv-dog_kennels-0029_dev.txt,False,,3,61.386535,,,,,,,
62,spider_bak-county_public_safety-0002.txt,False,,3,60.008831,,,,,,,
63,spider_bak-company_office-0002.txt,False,,3,61.301445,,,,,,,
64,spider_bak-book_2-0003.txt,False,,3,60.009273,,,,,,,
65,spider_bak-body_builder-0008.txt,False,,3,61.630631,,,,,,,
66,spider_bak-body_builder-0008.txt,False,,2,60.62671,,,,,,,
67,spider_bak-body_builder-0020.txt,True,"{'body_builder': [['body_builder_id', 'people_id', 'snatch', 'clean_jerk', 'total']], 'people': [['people_id', 'name', 'height', 'weight', 'birth_date', 'birth_place']]}",2,4.064715,4.0,1.0,0.0,[2],[251],421.0,[101]
68,spider-entrepreneur-0006.txt,False,,3,62.552868,,,,,,,
69,spider-entrepreneur-0006.txt,False,,3,60.871767,,,,,,,
70,spider-entrepreneur-0006.txt,False,,3,61.19733,,,,,,,
71,spider-body_builder-0007.txt,False,,3,60.271236,,,,,,,
72,spider-body_builder-0007.txt,False,,3,61.535369,,,,,,,
73,spider-body_builder-0007.txt,False,,3,60.826977,,,,,,,
74,spider-entrepreneur-0012.txt,False,,3,60.020647,,,,,,,
75,spider-entrepreneur-0012.txt,False,,3,60.086676,,,,,,,
76,spider-entrepreneur-0012.txt,False,,3,61.077461,,,,,,,
77,spider-entrepreneur-0012.txt,False,,3,61.760933,,,,,,,
78,spider-entrepreneur-0012.txt,False,,3,60.799493,,,,,,,
79,spider-entrepreneur-0012.txt,False,,3,60.745116,,,,,,,
80,spider-body_builder-0013.txt,False,,3,60.965435,,,,,,,
81,spider-body_builder-0013.txt,False,,3,66.170389,,,,,,,
82,spider-body_builder-0013.txt,False,,3,60.553641,,,,,,,
83,spider-body_builder-0013.txt,False,,3,61.385335,,,,,,,
84,spider-body_builder-0013.txt,False,,3,61.135864,,,,,,,
85,spider-body_builder-0013.txt,False,,3,61.33398,,,,,,,
86,spider-tracking_grants_for_research-0031.txt,False,,3,61.835927,,,,,,,
87,spider_bak-sports_competition-0014.txt,False,,3,66.082913,,,,,,,
88,spider_bak-climbing-0002.txt,False,,3,61.816245,,,,,,,
89,spider-products_for_hire-0007.txt,False,,3,63.805543,,,,,,,
90,spider-customer_deliveries-0005.txt,False,,3,60.015309,,,,,,,
91,spider-flight_company-0011.txt,False,,3,62.690627,,,,,,,
92,spider-flight_company-0011.txt,False,,3,61.210769,,,,,,,
93,spider-flight_company-0011.txt,False,,3,60.495892,,,,,,,
94,spider-flight_company-0011.txt,False,,3,61.775757,,,,,,,
95,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [827, 'united states828', None, 'united states828', 'united states828', 'united states834'], [828, None, 'united states', None, None, None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding']], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [826, None, 828, None, 'united states836', 'billund airport837', None, 839]]}",2,8.133617,4.0,1.0,0.0,[3],[309],518.0,[102]
96,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [817, 'billund airport825', 'united states', 'united states826', 'billund airport827', None], [816, None, 'united states', None, None, None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [819, 'billund airport837', 'billund airport837', 'billund airport837', 'billund airport837', 837]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [820, 819, 817, 'united states828', 'billund airport829', 'billund airport837', None, None]]}",2,6.146447,4.0,1.0,0.0,[1],[311],531.0,[100]
97,spider-flight_company-0011.txt,False,,3,60.14728,,,,,,,
98,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [810, None, None, None, None, None], [830, None, None, None, None, None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding']], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [813, None, 830, None, None, 'united states829', None, None], [812, None, None, None, None, None, None, None]]}",2,5.377434,4.0,1.0,0.0,[3],[323],518.0,[102]
99,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [749, 'united states750', 'billund airport761', 'united states750', 'united states750', 'united states762'], [750, None, 'united states770', 'billund airport771', None, 'billund airport773']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding']], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [752, None, None, 'united states750', 'united states750', None, 750, 750], [751, None, 750, None, 'billund airport765', None, 767, 768]]}",2,5.869238,4.0,1.0,0.0,[1],[299],487.0,[100]
100,spider-flight_company-0011.txt,False,,3,60.083748,,,,,,,
101,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [777, None, 'united states', None, None, 'united states789'], [776, 'united states777', None, 'united states777', 'united states777', 'united states789']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding']], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [778, None, 777, None, 'united states791', 'billund airport792', None, None]]}",2,5.331463,4.0,1.0,0.0,[3],[298],486.0,[102]
102,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [769, None, 'united states', None, None, 'billund airport790'], [770, 'united states785', 'billund airport786', 'united states787', 'billund airport788', None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [773, 'united states791', 'united states791', 'united states791', 'united states791', 791]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [771, 773, 770, 'united states781', 'billund airport782', 'united states791', None, 784]]}",2,4.536435,4.0,1.0,0.0,[1],[300],499.0,[100]
103,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [774, 'billund airport795', 'united states780', 'billund airport795', 'billund airport795', 'billund airport781'], [795, 'united states790', 'billund airport797', 'billund airport791', 'united states792', 'united states796']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [772, 'billund airport795', 'billund airport795', 'billund airport795', 'billund airport795', 795], [773, 'billund airport795', 'billund airport795', 'billund airport795', 'billund airport795', 795]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [771, 772, 795, None, 'billund airport783', 'billund airport793', None, None], [770, None, 795, None, None, 'united states794', None, 789]]}",2,9.582846,4.0,1.0,0.0,[1],[318],530.0,[100]
104,spider-flight_company-0011.txt,False,,3,60.010797,,,,,,,
105,spider-flight_company-0011.txt,False,,3,60.135513,,,,,,,
106,spider-flight_company-0011.txt,False,,3,60.014293,,,,,,,
107,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [823, None, 'united states', None, None, 'billund airport843']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding']], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [827, None, None, None, None, None, None, 838], [826, None, 823, None, 'united states840', 'billund airport845', None, 842]]}",2,6.224046,4.0,1.0,0.0,[1],[313],535.0,[100]
108,spider-flight_company-0011.txt,False,,3,60.127601,,,,,,,
109,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [767, 'billund airport783', None, None, None, 'billund airport']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [769, 'united states780', 'united states780', 'united states780', 'united states780', 780]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [772, 769, None, 'united states778', None, 'united states780', None, None], [771, None, 767, 'united states786', None, 'united states780', 788, 789]]}",2,13.352403,4.0,1.0,0.0,[3],[308],489.0,[102]
110,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [770, 'billund airport779', 'united states', 'united states780', None, 'united states778'], [769, None, 'united states', 'billund airport783', None, 'united states778']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [773, 'billund airport787', 'billund airport787', 'billund airport787', 'billund airport787', 787]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [772, 773, None, None, None, None, 788, None]]}",2,8.746373,4.0,1.0,0.0,[3],[305],491.0,[102]
111,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [763, 'billund airport775', 'united states', None, None, None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [765, 'united states784', 'united states784', 'united states784', 'united states784', 784], [764, 'united states784', 'united states784', 'united states784', 'united states784', 784]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [762, None, None, None, None, 'united states784', None, None], [761, 764, 763, 'united states778', 'billund airport779', 'billund airport785', 780, 781]]}",2,6.998828,4.0,1.0,0.0,[1],[307],504.0,[100]
112,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [762, None, 'united states', None, 'billund airport773', None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [764, 'united states778', 'united states778', 'united states778', 'united states778', 778]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [765, 764, None, None, 'billund airport775', 'united states778', None, 777]]}",2,9.535279,4.0,1.0,0.0,[1],[325],535.0,[100]
113,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [793, None, 'billund airport801', None, None, 'billund airport']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [794, 'billund airport809', 'billund airport809', 'billund airport809', 'billund airport809', 809]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [796, 794, 793, 'billund airport805', 'united states806', None, 807, 808]]}",2,10.727855,4.0,1.0,0.0,[3],[296],488.0,[102]
114,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [788, 'united states794', 'united states', 'billund airport795', None, 'billund airport801']], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [789, 'united states802', 'united states802', 'united states802', 'united states802', 802]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [787, 789, 788, 'billund airport797', 'united states798', 'united states802', None, 800]]}",2,8.323301,4.0,1.0,0.0,[1],[298],501.0,[100]
115,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [807, None, 'billund airport809', None, None, None], [787, 'united states802', 'united states', 'billund airport803', None, None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding'], [789, 'united states806', 'united states806', 'united states806', 'united states806', 806]], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [790, 789, 807, 'united states798', None, 'united states806', None, 801]]}",2,12.428344,4.0,1.0,0.0,[1],[316],532.0,[100]
116,spider-flight_company-0011.txt,False,,3,60.009188,,,,,,,
117,spider-flight_company-0011.txt,True,"{'airport': [['id', 'city', 'country', 'iata', 'icao', 'name'], [793, None, 'billund airport800', 'united states801', 'billund airport802', 'billund airport'], [792, 'united states809', 'billund airport804', 'united states809', 'united states809', None]], 'operate_company': [['id', 'name', 'type', 'principal_activities', 'incorporated_in', 'group_equity_shareholding']], 'flight': [['id', 'company_id', 'airport_id', 'vehicle_flight_number', 'date', 'pilot', 'velocity', 'altitude'], [794, None, None, 'united states805', None, None, None, None]]}",2,6.797756,4.0,1.0,0.0,[1],[322],534.0,[100]
