ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
619,40,False,,0.059804,False,,2.0,1.0,1.0,7.0,1.0,[0.007671]
619,41,False,,0.060811,False,,2.0,1.0,1.0,6.0,1.0,[0.007026]
619,42,False,,0.060606,False,,2.0,1.0,1.0,6.0,1.0,[0.007848]
619,43,False,,0.053731,False,,2.0,1.0,1.0,6.0,1.0,[0.006794]
619,44,False,"{'mynumbers': [['num'], [None], [237], [None]]}",0.039615,False,,2.0,0.0,,,,"[0.007863, 0.01039]"
619,45,False,,0.073585,False,,2.0,1.0,1.0,6.0,1.0,[0.007313]
619,46,False,,0.062848,False,,2.0,1.0,1.0,6.0,1.0,[0.008684]
619,47,False,,0.069579,False,,2.0,1.0,1.0,7.0,1.0,[0.008743]
619,48,,,,False,,,,,,,
619,49,,,,False,,,,,,,
619,50,False,,0.060317,False,,2.0,1.0,1.0,6.0,1.0,[0.007471]
619,51,False,,0.065773,False,,2.0,1.0,1.0,7.0,1.0,[0.0086]
619,52,False,"{'mynumbers': [['num'], [None], [-410]]}",0.038519,False,,2.0,0.0,,,,"[0.007341, 0.009626]"
619,53,,,,False,,,,,,,
619,54,False,,0.057451,False,0.250738,2.0,1.0,1.0,6.0,1.0,[0.007644]
619,55,False,,0.0615,False,,2.0,1.0,1.0,6.0,1.0,[0.007988]
619,56,False,,0.050822,False,,2.0,1.0,1.0,6.0,1.0,[0.007669]
619,57,False,,0.170437,False,,2.0,1.0,1.0,7.0,1.0,[0.006979]
619,58,False,,0.057048,False,,2.0,1.0,1.0,6.0,1.0,[0.008004]
619,59,False,,0.053593,False,,2.0,1.0,1.0,6.0,1.0,[0.007954]
619,60,False,,0.06995,False,,2.0,1.0,1.0,7.0,1.0,[0.007136]
619,61,False,,0.064122,False,,2.0,1.0,1.0,6.0,1.0,[0.008145]
619,62,,,,False,,,,,,,
619,63,False,,0.065479,False,,2.0,1.0,1.0,7.0,1.0,[0.007708]
619,64,False,,0.064145,False,,2.0,1.0,1.0,7.0,1.0,[0.007512]
619,65,False,,0.067964,False,,2.0,1.0,1.0,7.0,1.0,[0.007209]
619,66,,,,False,,,,,,,
619,67,False,,0.063913,False,,2.0,1.0,1.0,7.0,1.0,[0.00939]
619,68,False,,0.059147,False,,2.0,1.0,1.0,6.0,1.0,[0.00736]
619,69,False,"{'mynumbers': [['num'], [-411], [-410]]}",0.053305,False,,2.0,0.0,,,,"[0.011184, 0.010702]"
619,70,,,,False,,,,,,,
619,71,,,,False,,,,,,,
619,72,False,,0.058702,False,,2.0,1.0,1.0,6.0,1.0,[0.008034]
619,73,False,,0.057915,False,,2.0,1.0,1.0,7.0,1.0,[0.007229]
619,74,False,"{'mynumbers': [['num'], [6], [-413], [6]]}",0.046588,False,,2.0,0.0,,,,"[0.008166, 0.011923]"
619,75,False,,0.059744,False,,2.0,1.0,1.0,6.0,1.0,[0.007273]
619,76,False,"{'mynumbers': [['num'], [6], [6], [None]]}",0.063079,False,0.25406,3.0,1.0,0.0,1.0,0.2,"[0.007732, 0.011273]"
619,77,False,"{'mynumbers': [['num'], [-160], [-160], [None]]}",0.072084,False,,3.0,1.0,0.0,1.0,0.2,"[0.008363, 0.011021]"
619,78,True,"{'mynumbers': [['num'], [0], [None], [-6813]]}",0.04398,False,,2.0,0.0,,,,"[0.007708, 0.011464]"
619,79,True,"{'mynumbers': [['num'], [0], [6], [6]]}",0.050207,False,,2.0,0.0,,,,"[0.008612, 0.019482]"
619,80,,,,False,,,,,,,
619,81,,,,False,,,,,,,
619,82,,,,False,,,,,,,
619,83,False,,0.10375,False,,2.0,1.0,1.0,8.0,1.0,[0.009104]
619,84,False,,0.07151,False,,2.0,1.0,1.0,6.0,1.0,[0.009349]
619,85,False,,0.074713,False,,2.0,1.0,1.0,6.0,1.0,[0.00918]
619,86,False,,0.058417,False,,2.0,1.0,1.0,6.0,1.0,[0.008256]
619,87,,,,False,,,,,,,
619,88,False,,0.063812,False,,2.0,1.0,1.0,6.0,1.0,[0.007751]
619,89,False,,0.062947,False,,2.0,1.0,1.0,6.0,1.0,[0.007282]
619,90,False,,0.058992,False,,2.0,1.0,1.0,6.0,1.0,[0.007414]
619,91,False,,0.061563,False,,2.0,1.0,1.0,6.0,1.0,[0.007071]
619,92,False,,0.061389,False,,2.0,1.0,1.0,7.0,1.0,[0.008268]
619,93,False,,0.070328,False,,2.0,1.0,1.0,7.0,1.0,[0.007253]
619,94,False,,0.055205,False,,2.0,1.0,1.0,6.0,1.0,[0.007193]
619,95,False,,0.065874,False,,2.0,1.0,1.0,6.0,1.0,[0.007507]
619,96,False,,0.057902,False,,2.0,1.0,1.0,6.0,1.0,[0.007373]
619,97,False,,0.059931,False,,2.0,1.0,1.0,6.0,1.0,[0.008045]
619,98,False,,0.089708,False,,2.0,1.0,1.0,7.0,1.0,[0.007543]
619,99,False,,0.068418,False,,2.0,1.0,1.0,6.0,1.0,[0.009341]
619,100,False,,0.072926,False,,2.0,1.0,1.0,7.0,1.0,[0.007625]
619,101,False,"{'mynumbers': [['num'], [None], [2771], [-2]]}",0.045433,False,,2.0,0.0,,,,"[0.008777, 0.012986]"
619,102,False,,0.064565,False,,2.0,1.0,1.0,7.0,1.0,[0.008589]
619,103,False,,0.077413,False,,2.0,1.0,1.0,6.0,1.0,[0.007927]
619,104,False,,0.056164,False,,2.0,1.0,1.0,6.0,1.0,[0.008535]
619,105,False,,0.055172,False,,2.0,1.0,1.0,6.0,1.0,[0.007436]
619,106,False,,0.051629,False,,2.0,1.0,1.0,6.0,1.0,[0.007147]
619,107,False,,0.050684,False,,2.0,1.0,1.0,6.0,1.0,[0.007484]
619,108,False,,0.051283,False,,2.0,1.0,1.0,6.0,1.0,[0.006906]
619,109,False,,0.047973,False,,2.0,1.0,1.0,6.0,1.0,[0.007048]
619,110,False,,0.062978,False,,2.0,1.0,1.0,6.0,1.0,[0.007572]
619,111,False,,0.054363,False,,2.0,1.0,1.0,6.0,1.0,[0.00707]
619,112,False,,0.167829,False,,2.0,1.0,1.0,6.0,1.0,[0.0073]
619,113,False,,0.057679,False,,2.0,1.0,1.0,6.0,1.0,[0.007396]
619,114,False,,0.056283,False,,2.0,1.0,1.0,6.0,1.0,[0.007154]
619,115,False,,0.070739,False,,2.0,1.0,1.0,7.0,1.0,[0.009282]
619,116,False,,0.060674,False,,2.0,1.0,1.0,6.0,1.0,[0.007298]
619,117,False,,0.060286,False,,2.0,1.0,1.0,7.0,1.0,[0.006772]
619,118,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.031401,False,,2.0,0.0,,,,"[0.006972, 0.008771]"
619,119,False,,0.058772,False,0.242317,2.0,1.0,1.0,6.0,1.0,[0.008527]
619,120,False,,0.061561,False,,2.0,1.0,1.0,6.0,1.0,[0.007602]
619,121,,,,False,,,,,,,
619,122,,,,False,,,,,,,
619,123,False,,0.066767,False,,2.0,1.0,1.0,7.0,1.0,[0.007256]
619,124,False,,0.071757,False,,2.0,1.0,1.0,7.0,1.0,[0.009751]
619,125,False,,0.065706,False,,2.0,1.0,1.0,6.0,1.0,[0.007302]
619,126,False,,0.055727,False,,2.0,1.0,1.0,6.0,1.0,[0.007447]
619,127,False,,0.060696,False,,2.0,1.0,1.0,6.0,1.0,[0.0076]
619,128,False,,0.065643,False,,2.0,1.0,1.0,6.0,1.0,[0.007946]
619,129,False,,0.05616,False,,2.0,1.0,1.0,6.0,1.0,[0.007169]
619,130,False,,0.057459,False,,2.0,1.0,1.0,6.0,1.0,[0.006967]
619,131,False,,0.06578,False,,2.0,1.0,1.0,6.0,1.0,[0.007175]
619,132,False,,0.064469,False,,2.0,1.0,1.0,6.0,1.0,[0.007826]
619,133,False,,0.065368,False,,2.0,1.0,1.0,6.0,1.0,[0.008855]
619,134,False,,0.064063,False,,2.0,1.0,1.0,6.0,1.0,[0.007463]
619,135,False,,0.065413,False,,2.0,1.0,1.0,6.0,1.0,[0.009096]
619,136,False,,0.077989,False,,2.0,1.0,1.0,6.0,1.0,[0.010549]
619,137,False,,0.083803,False,,2.0,1.0,1.0,7.0,1.0,[0.008086]
619,138,False,,0.053902,False,,2.0,1.0,1.0,6.0,1.0,[0.006603]
619,139,False,,0.068591,False,,2.0,1.0,1.0,7.0,1.0,[0.007714]
619,140,False,,0.057897,False,,2.0,1.0,1.0,6.0,1.0,[0.007099]
619,141,False,,0.062283,False,,2.0,1.0,1.0,6.0,1.0,[0.008631]
619,142,False,,0.055117,False,,2.0,1.0,1.0,6.0,1.0,[0.007306]
619,143,False,,0.067673,False,,2.0,1.0,1.0,6.0,1.0,[0.008579]
619,144,False,,0.071397,False,,2.0,1.0,1.0,7.0,1.0,[0.006865]
619,145,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.032845,False,,2.0,0.0,,,,"[0.00733, 0.008618]"
619,146,False,,0.202257,False,,2.0,1.0,1.0,7.0,1.0,[0.006911]
619,147,False,,0.057576,False,,2.0,1.0,1.0,7.0,1.0,[0.007499]
619,148,,,,False,,,,,,,
619,149,False,,0.074265,False,,2.0,1.0,1.0,9.0,1.0,[0.007634]
619,150,True,"{'mynumbers': [['num'], [None], [None], [-6529]]}",0.050749,False,,2.0,0.0,,,,"[0.0082, 0.01147]"
619,151,False,,0.064639,False,,2.0,1.0,1.0,6.0,1.0,[0.009783]
619,152,False,,0.061108,False,,2.0,1.0,1.0,6.0,1.0,[0.00813]
619,153,False,,0.070896,False,,2.0,1.0,1.0,6.0,1.0,[0.008178]
619,154,False,,0.071659,False,,2.0,1.0,1.0,6.0,1.0,[0.009664]
619,155,False,,0.056518,False,,2.0,1.0,1.0,6.0,1.0,[0.008707]
619,156,False,,0.053484,False,,2.0,1.0,1.0,6.0,1.0,[0.008288]
619,157,False,,0.048702,False,,2.0,1.0,1.0,6.0,1.0,[0.00794]
619,158,False,"{'mynumbers': [['num'], [6], [237], [6]]}",0.031554,False,,2.0,0.0,,,,"[0.006286, 0.00873]"
619,159,False,,0.046625,False,,2.0,1.0,1.0,6.0,1.0,[0.00668]
619,160,False,,0.045622,False,,2.0,1.0,1.0,6.0,1.0,[0.007139]
619,161,False,,0.045039,False,,2.0,1.0,1.0,7.0,1.0,[0.006168]
619,162,False,,0.042872,False,,2.0,1.0,1.0,6.0,1.0,[0.006631]
619,163,False,,0.041188,False,,2.0,1.0,1.0,6.0,1.0,[0.006443]
619,164,False,,0.044758,False,,2.0,1.0,1.0,7.0,1.0,[0.00636]
619,165,False,,0.056822,False,,2.0,1.0,1.0,6.0,1.0,[0.008083]
619,166,False,,0.052801,False,,2.0,1.0,1.0,6.0,1.0,[0.007308]
619,167,False,,0.065599,False,,2.0,1.0,1.0,6.0,1.0,[0.008039]
619,168,False,,0.070919,False,,2.0,1.0,1.0,6.0,1.0,[0.008127]
619,169,False,,0.063043,False,,2.0,1.0,1.0,7.0,1.0,[0.007995]
619,170,False,,0.055647,False,,2.0,1.0,1.0,6.0,1.0,[0.007539]
619,171,,,,False,,,,,,,
619,172,,,,False,,,,,,,
619,173,False,,0.05853,False,,2.0,1.0,1.0,7.0,1.0,[0.007095]
619,174,False,,0.065463,False,,2.0,1.0,1.0,6.0,1.0,[0.00865]
619,175,False,,0.065516,False,,2.0,1.0,1.0,8.0,1.0,[0.007546]
619,176,,,,False,,,,,,,
619,177,False,,0.058393,False,,2.0,1.0,1.0,7.0,1.0,[0.007491]
619,178,,,,False,,,,,,,
619,179,False,,0.066544,False,,2.0,1.0,1.0,7.0,1.0,[0.007734]
619,180,False,,0.053616,False,,2.0,1.0,1.0,6.0,1.0,[0.006823]
619,181,False,"{'mynumbers': [['num'], [505], [264], [505]]}",0.040697,False,,2.0,0.0,,,,"[0.007677, 0.011944]"
619,182,False,,0.066201,False,,2.0,1.0,1.0,7.0,1.0,[0.007014]
619,183,,,,False,,,,,,,
619,184,False,,0.095045,False,,2.0,1.0,1.0,9.0,1.0,[0.007648]
619,185,False,,0.064031,False,,2.0,1.0,1.0,6.0,1.0,[0.008456]
619,186,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.041772,False,,2.0,0.0,,,,"[0.008109, 0.010321]"
619,187,False,,0.057013,False,,2.0,1.0,1.0,6.0,1.0,[0.007492]
619,188,False,,0.069068,False,0.239478,2.0,1.0,1.0,6.0,1.0,[0.00764]
619,189,False,,0.070986,False,0.247341,2.0,1.0,1.0,6.0,1.0,[0.007616]
619,190,False,,0.062962,False,0.2390709999999999,2.0,1.0,1.0,6.0,1.0,[0.007151]
619,191,,,,False,,,,,,,
619,192,,,,False,,,,,,,
619,193,False,,0.062977,False,0.258645,2.0,1.0,1.0,6.0,1.0,[0.008984]
619,194,False,,0.070113,False,0.237817,2.0,1.0,1.0,6.0,1.0,[0.008709]
619,195,False,,0.188425,False,0.239375,2.0,1.0,1.0,6.0,1.0,[0.007722]
619,196,False,"{'mynumbers': [['num'], [-160], [-160], [None]]}",0.066371,False,0.251981,3.0,1.0,0.0,1.0,0.2,"[0.008218, 0.009034]"
619,197,False,,0.062589,False,0.24369,2.0,1.0,1.0,6.0,1.0,[0.007601]
619,198,False,,0.063105,False,0.238471,2.0,1.0,1.0,6.0,1.0,[0.007393]
619,199,False,,0.058508,False,0.2420749999999999,2.0,1.0,1.0,6.0,1.0,[0.008553]
619,200,False,,0.177436,False,0.240283,2.0,1.0,1.0,6.0,1.0,[0.006785]
619,201,False,,0.063417,False,0.242237,2.0,1.0,1.0,6.0,1.0,[0.007506]
619,202,,,,False,,,,,,,
619,203,,,,False,,,,,,,
619,204,False,,0.052851,False,0.245389,2.0,1.0,1.0,6.0,1.0,[0.006794]
619,205,False,,0.062544,False,0.244755,2.0,1.0,1.0,6.0,1.0,[0.00762]
619,206,,,,False,,,,,,,
619,207,False,,0.060257,False,0.239839,2.0,1.0,1.0,6.0,1.0,[0.008431]
619,208,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.038612,False,,2.0,0.0,,,,"[0.007895, 0.011428]"
619,209,,,,False,,,,,,,
619,210,False,,0.070287,False,0.240452,2.0,1.0,1.0,6.0,1.0,[0.009355]
619,211,False,,0.069488,False,0.23947,2.0,1.0,1.0,6.0,1.0,[0.008097]
619,212,False,,0.067607,False,0.2468209999999999,2.0,1.0,1.0,6.0,1.0,[0.007363]
619,213,False,,0.064597,False,0.246241,2.0,1.0,1.0,6.0,1.0,[0.008746]
619,214,False,"{'mynumbers': [['num'], [-411], [-410]]}",0.037042,False,,2.0,0.0,,,,"[0.006877, 0.008063]"
619,215,False,,0.06462,False,0.251648,2.0,1.0,1.0,6.0,1.0,[0.011198]
619,216,False,,0.060566,False,0.248178,2.0,1.0,1.0,7.0,1.0,[0.006716]
619,217,False,,0.058183,False,0.253393,2.0,1.0,1.0,6.0,1.0,[0.007174]
619,218,False,,0.05729,False,0.248183,2.0,1.0,1.0,6.0,1.0,[0.006892]
619,219,,,,False,0.301954,,,,,,
619,220,,,,False,,,,,,,
619,221,,,,False,,,,,,,
619,222,False,,0.055491,False,0.255031,2.0,1.0,1.0,7.0,1.0,[0.007565]
619,223,False,,0.067456,False,0.259055,2.0,1.0,1.0,6.0,1.0,[0.008536]
619,224,False,,0.066789,False,0.244488,2.0,1.0,1.0,7.0,1.0,[0.00816]
619,225,False,,0.064561,False,0.245759,2.0,1.0,1.0,6.0,1.0,[0.007206]
619,226,False,,0.06188,False,0.253482,2.0,1.0,1.0,6.0,1.0,[0.008247]
619,227,False,,0.070492,False,0.246805,2.0,1.0,1.0,7.0,1.0,[0.007596]
619,228,False,,0.057572,False,0.252729,2.0,1.0,1.0,7.0,1.0,[0.006751]
619,229,,,,False,,,,,,,
619,230,False,,0.068139,False,0.235257,2.0,1.0,1.0,6.0,1.0,[0.007661]
619,231,True,"{'mynumbers': [['num'], [6], [6], [-9245]]}",0.039823,True,0.212792,2.0,0.0,,,,"[0.007223, 0.011029]"
619,232,False,,0.0645,False,0.247637,2.0,1.0,1.0,6.0,1.0,[0.007161]
619,233,False,,0.069254,False,0.243099,2.0,1.0,1.0,6.0,1.0,[0.009665]
619,234,False,,0.058766,False,0.261246,2.0,1.0,1.0,6.0,1.0,[0.00772]
619,235,,,,False,,,,,,,
619,236,False,"{'mynumbers': [['num'], [None], [5793], [5792]]}",0.050252,False,0.243349,2.0,0.0,,,,"[0.007643, 0.01544]"
619,237,False,,0.067847,False,0.240197,2.0,1.0,1.0,6.0,1.0,[0.008513]
619,238,False,"{'mynumbers': [['num'], [6], [6], [None]]}",0.066799,False,0.235443,3.0,1.0,0.0,1.0,0.2,"[0.008195, 0.010755]"
619,239,False,,0.06899,False,0.2364699999999999,2.0,1.0,1.0,6.0,1.0,[0.007799]
619,240,False,"{'mynumbers': [['num'], [-1429], [None], [-1667]]}",0.041116,False,0.247227,2.0,0.0,,,,"[0.007327, 0.010323]"
619,241,False,,0.067829,False,0.241257,2.0,1.0,1.0,7.0,1.0,[0.007032]
619,242,False,,0.055857,False,0.242699,2.0,1.0,1.0,6.0,1.0,[0.007656]
619,243,False,,0.073531,False,0.23768,2.0,1.0,1.0,7.0,1.0,[0.008097]
619,244,False,,0.061028,False,0.2468179999999999,2.0,1.0,1.0,6.0,1.0,[0.00783]
619,245,False,,0.068827,False,0.24221,2.0,1.0,1.0,6.0,1.0,[0.007525]
619,246,False,,0.060377,False,0.238481,2.0,1.0,1.0,6.0,1.0,[0.007729]
619,247,False,"{'mynumbers': [['num'], [-160], [-160], [None]]}",0.08192,False,0.238678,3.0,1.0,0.0,1.0,0.2,"[0.011776, 0.010547]"
619,248,False,,0.061522,False,0.2320269999999999,2.0,1.0,1.0,6.0,1.0,[0.007422]
619,249,,,,False,,,,,,,
619,250,False,,0.077371,False,0.2366359999999999,2.0,1.0,1.0,6.0,1.0,[0.008197]
619,251,False,,0.062141,False,0.238757,2.0,1.0,1.0,7.0,1.0,[0.00731]
619,252,False,,0.064718,False,0.241479,2.0,1.0,1.0,6.0,1.0,[0.008806]
619,253,,,,False,,,,,,,
619,254,False,,0.059,False,0.239196,2.0,1.0,1.0,7.0,1.0,[0.006912]
619,255,False,,0.064876,False,0.244053,2.0,1.0,1.0,6.0,1.0,[0.007361]
619,256,False,,0.060777,False,0.240222,2.0,1.0,1.0,6.0,1.0,[0.010182]
619,257,False,,0.055196,False,0.2402119999999999,2.0,1.0,1.0,6.0,1.0,[0.007626]
619,258,False,,0.049574,False,0.239923,2.0,1.0,1.0,6.0,1.0,[0.007009]
619,259,,,,False,,,,,,,
619,260,False,"{'mynumbers': [['num'], [-160], [-159], [None]]}",0.049695,False,0.631765,2.0,0.0,,,,"[0.008537, 0.01771]"
619,261,,,,False,,,,,,,
619,262,,,,False,,,,,,,
619,263,False,,0.063687,False,0.254018,2.0,1.0,1.0,9.0,1.0,[0.006995]
619,264,False,,0.062656,False,0.242191,2.0,1.0,1.0,7.0,1.0,[0.008247]
619,265,False,,0.065272,False,0.248232,2.0,1.0,1.0,8.0,1.0,[0.007063]
619,266,False,,0.073821,False,0.2412349999999999,2.0,1.0,1.0,6.0,1.0,[0.009381]
619,267,False,,0.071661,False,0.2591179999999999,2.0,1.0,1.0,9.0,1.0,[0.009453]
619,268,,,,False,,,,,,,
619,269,False,,0.060665,False,0.239929,2.0,1.0,1.0,6.0,1.0,[0.009927]
619,270,False,,0.060136,False,0.239943,2.0,1.0,1.0,6.0,1.0,[0.007319]
619,271,False,,0.089839,False,0.348787,2.0,1.0,1.0,8.0,1.0,[0.008555]
619,272,True,"{'mynumbers': [['num'], [None], [None], [-6529]]}",0.04471,True,0.247368,2.0,0.0,,,,"[0.00718, 0.011455]"
619,273,False,,0.054592,False,0.2419369999999999,2.0,1.0,1.0,6.0,1.0,[0.006928]
619,274,,,,False,,,,,,,
619,275,False,,0.062897,False,0.25416,2.0,1.0,1.0,6.0,1.0,[0.007194]
619,276,,,,False,0.282337,,,,,,
619,277,False,,0.174233,False,0.246993,2.0,1.0,1.0,6.0,1.0,[0.00827]
619,278,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.042334,False,,2.0,0.0,,,,"[0.00742, 0.010064]"
619,279,False,,0.057523,False,0.270398,2.0,1.0,1.0,6.0,1.0,[0.007161]
619,280,False,,0.07435,False,0.25153,2.0,1.0,1.0,6.0,1.0,[0.008946]
619,281,False,"{'mynumbers': [['num'], [6], [6], [None]]}",0.058201,False,0.25406,3.0,1.0,0.0,1.0,0.2,"[0.007371, 0.009593]"
619,282,False,,0.176595,False,0.260021,2.0,1.0,1.0,6.0,1.0,[0.007189]
619,283,False,,0.060084,False,0.252659,2.0,1.0,1.0,6.0,1.0,[0.007157]
619,284,False,,0.037289,False,0.254005,1.0,1.0,1.0,2.0,1.0,[]
619,285,False,,0.057139,False,0.268041,2.0,1.0,1.0,6.0,1.0,[0.007196]
619,286,,,,False,,,,,,,
619,287,False,,0.058034,False,0.2467559999999999,2.0,1.0,1.0,6.0,1.0,[0.007263]
619,288,False,,0.075008,False,0.250754,2.0,1.0,1.0,7.0,1.0,[0.007456]
619,289,,,,False,,,,,,,
619,290,False,,0.057506,False,0.247082,2.0,1.0,1.0,6.0,1.0,[0.007569]
619,291,False,,0.055839,False,0.254248,2.0,1.0,1.0,6.0,1.0,[0.00756]
619,292,False,,0.064124,False,0.246721,2.0,1.0,1.0,7.0,1.0,[0.007976]
619,293,False,"{'mynumbers': [['num'], [4136], [4135]]}",0.039847,False,,2.0,0.0,,,,"[0.008273, 0.009233]"
619,294,False,"{'mynumbers': [['num'], [-4187], [None]]}",0.037783,False,,2.0,0.0,,,,"[0.007196, 0.010511]"
619,295,False,,0.062444,False,0.250661,2.0,1.0,1.0,6.0,1.0,[0.007776]
619,296,False,,0.069148,False,0.237819,2.0,1.0,1.0,6.0,1.0,[0.007897]
619,297,False,,0.060714,False,0.241428,2.0,1.0,1.0,6.0,1.0,[0.007604]
619,298,False,,0.059389,False,0.24065,2.0,1.0,1.0,6.0,1.0,[0.007299]
619,299,,,,False,0.325204,,,,,,
619,300,False,"{'mynumbers': [['num'], [237], [-413], [-414]]}",0.04269,False,,2.0,0.0,,,,"[0.007641, 0.010506]"
619,301,False,,0.07598,False,0.236222,2.0,1.0,1.0,6.0,1.0,[0.009883]
619,302,False,,0.082072,False,0.2412059999999999,2.0,1.0,1.0,6.0,1.0,[0.010706]
619,303,,,,False,,,,,,,
619,304,,,,False,,,,,,,
619,305,False,,0.057354,False,0.246136,2.0,1.0,1.0,6.0,1.0,[0.007438]
619,306,False,,0.064665,False,0.240431,2.0,1.0,1.0,6.0,1.0,[0.008158]
619,307,False,,0.061627,False,0.248039,2.0,1.0,1.0,6.0,1.0,[0.007408]
619,308,False,,0.060238,False,0.244231,2.0,1.0,1.0,6.0,1.0,[0.007686]
619,309,False,,0.065773,False,0.240894,2.0,1.0,1.0,7.0,1.0,[0.008031]
619,310,False,,0.063042,False,0.244391,2.0,1.0,1.0,6.0,1.0,[0.007693]
619,311,False,,0.1788,False,0.249719,2.0,1.0,1.0,6.0,1.0,[0.007097]
619,312,True,"{'mynumbers': [['num'], [-410], [-410], [0]]}",0.048935,True,0.208832,2.0,0.0,,,,"[0.008551, 0.011721]"
619,313,False,,0.058928,False,0.251263,2.0,1.0,1.0,6.0,1.0,[0.007338]
619,314,,,,False,,,,,,,
619,315,False,,0.057317,False,0.241489,2.0,1.0,1.0,7.0,1.0,[0.007401]
619,316,False,,0.074787,False,0.24053,2.0,1.0,1.0,6.0,1.0,[0.008548]
619,317,False,,0.077965,False,0.247411,2.0,1.0,1.0,7.0,1.0,[0.008471]
619,318,False,,0.065609,False,0.255569,2.0,1.0,1.0,6.0,1.0,[0.007883]
619,319,False,,0.065627,False,0.241916,2.0,1.0,1.0,6.0,1.0,[0.008767]
619,320,False,,0.058604,False,0.245713,2.0,1.0,1.0,6.0,1.0,[0.007192]
619,321,False,"{'mynumbers': [['num'], [None], [-410]]}",0.049427,False,,2.0,0.0,,,,"[0.01099, 0.008307]"
619,322,False,,0.055726,False,0.241951,2.0,1.0,1.0,6.0,1.0,[0.006654]
619,323,False,"{'mynumbers': [['num'], [0], [237], [None]]}",0.04312,False,0.246637,2.0,0.0,,,,"[0.007208, 0.013246]"
619,324,False,,0.053147,False,0.242931,2.0,1.0,1.0,7.0,1.0,[0.00769]
619,325,False,,0.026352,False,0.2416829999999999,1.0,1.0,1.0,2.0,1.0,[]
619,326,,,,False,0.236418,,,,,,
619,327,,,,False,,,,,,,
