ID,Benchmark,?Solved,Time
48,spider_bak-company_office-0003.txt,False,3.542063
49,spider_bak-company_office-0003.txt,False,3.507938
50,spider_bak-company_office-0003.txt,False,3.576935
51,spider_bak-company_office-0003.txt,False,3.342932
52,spider_bak-company_office-0003.txt,False,3.676909
53,spider_bak-company_office-0003.txt,False,4.402633
54,spider_bak-company_office-0003.txt,False,3.97981
55,spider_bak-company_office-0003.txt,False,3.947971
56,spider_bak-music_4-0025.txt,False,4.615533
57,spider_bak-music_4-0025.txt,False,3.590122
58,spider_bak-music_4-0025.txt,False,4.127758
59,spider_bak-customers_and_addresses-0020.txt,False,6.954661
60,spider_bak-customers_and_addresses-0020.txt,False,7.969604
61,spider_bak-customers_and_addresses-0020.txt,False,7.851512
62,spider_bak-ship_1-0008.txt,False,3.056586
63,spider-scientist_1-0003.txt,False,3.756872
64,spider-scientist_1-0003.txt,True,3.602095
65,spider-scientist_1-0003.txt,True,4.09032
66,spider-scientist_1-0003.txt,True,4.208592
67,spider-scientist_1-0003.txt,True,3.620701
68,spider-scientist_1-0003.txt,False,3.077336
69,spider-mountain_photos-0013.txt,True,3.567743
70,spider-mountain_photos-0013.txt,True,3.130445
71,spider-mountain_photos-0013.txt,False,4.319394
72,spider-customers_and_products_contacts-0008.txt,False,6.429342
73,spider-customers_and_products_contacts-0008.txt,False,5.833204
74,spider-customers_and_products_contacts-0008.txt,False,6.954217
75,spider-theme_gallery-0004.txt,False,3.44808
76,spider-theme_gallery-0004.txt,False,3.007529
77,spider-theme_gallery-0004.txt,False,2.992793
78,spider_bak-mountain_photos-0002.txt,False,3.012027
79,spider-match_season-0008.txt,True,3.478311
80,spider-tracking_share_transactions-0016.txt,True,4.590776
81,db2csv-dog_kennels-0039_dev.txt,False,4.994149
82,db2csv-poker_player-0017_dev.txt,False,2.600261
83,db2csv-poker_player-0017_dev.txt,False,2.627555
84,db2csv-poker_player-0017_dev.txt,False,2.39734
85,db2csv-poker_player-0017_dev.txt,False,2.41007
86,db2csv-poker_player-0017_dev.txt,False,3.513372
87,db2csv-poker_player-0017_dev.txt,False,3.132433
88,db2csv-poker_player-0017_dev.txt,False,2.906529
89,db2csv-poker_player-0017_dev.txt,False,2.372487
90,db2csv-poker_player-0017_dev.txt,False,2.684833
91,db2csv-poker_player-0017_dev.txt,False,2.318274
92,spider-news_report-0010.txt,False,2.793263
93,spider-news_report-0010.txt,False,3.047108
94,spider-news_report-0010.txt,False,3.058602
95,db2csv-dog_kennels-0029_dev.txt,False,4.953849
96,db2csv-dog_kennels-0029_dev.txt,False,4.869351
97,db2csv-dog_kennels-0029_dev.txt,False,5.157923
98,spider_bak-county_public_safety-0002.txt,False,2.496707
99,spider-gas_company-0022.txt,False,2.770401
100,spider_bak-company_office-0002.txt,False,2.86326
101,spider_bak-music_4-0018.txt,False,2.795048
102,spider_bak-book_2-0003.txt,False,2.781894
103,spider_bak-body_builder-0008.txt,False,2.502559
104,spider_bak-body_builder-0008.txt,False,2.537139
105,spider_bak-body_builder-0008.txt,False,2.431005
106,spider_bak-body_builder-0008.txt,False,2.541625
107,spider_bak-body_builder-0008.txt,False,2.752705
108,spider_bak-body_builder-0008.txt,False,4.538506
109,spider_bak-body_builder-0020.txt,False,2.871256
110,spider_bak-body_builder-0020.txt,True,2.908146
111,spider_bak-body_builder-0020.txt,True,2.457226
112,spider_bak-body_builder-0020.txt,True,2.441676
113,spider_bak-body_builder-0020.txt,True,2.406587
114,spider_bak-body_builder-0020.txt,True,2.561147
115,spider_bak-body_builder-0020.txt,True,2.466611
116,spider_bak-body_builder-0020.txt,False,2.588052
117,spider_bak-body_builder-0020.txt,False,2.403025
118,spider_bak-body_builder-0020.txt,False,2.308791
119,spider-entrepreneur-0006.txt,False,2.397715
120,spider-entrepreneur-0006.txt,False,2.380884
121,spider-entrepreneur-0006.txt,False,2.401323
122,spider-body_builder-0007.txt,False,2.733301
123,spider-body_builder-0007.txt,False,2.37164
124,spider-body_builder-0007.txt,False,2.48179
125,spider-entrepreneur-0012.txt,False,2.570829
126,spider-entrepreneur-0012.txt,False,3.800627
127,spider-entrepreneur-0012.txt,False,3.172706
128,spider-entrepreneur-0012.txt,False,4.06922
129,spider-entrepreneur-0012.txt,False,2.455793
130,spider-entrepreneur-0012.txt,False,3.266506
131,spider-entrepreneur-0012.txt,False,2.738685
132,spider-entrepreneur-0012.txt,False,2.449665
133,spider-entrepreneur-0012.txt,False,2.382125
134,spider-entrepreneur-0012.txt,False,2.363835
135,spider-body_builder-0013.txt,False,2.34188
136,spider-body_builder-0013.txt,False,2.551316
137,spider-body_builder-0013.txt,False,2.410236
138,spider-body_builder-0013.txt,False,2.392093
139,spider-body_builder-0013.txt,False,2.438894
140,spider-body_builder-0013.txt,False,2.441331
141,spider-body_builder-0013.txt,False,2.341421
142,spider-body_builder-0013.txt,False,2.513718
143,spider-body_builder-0013.txt,False,2.376846
144,spider-body_builder-0013.txt,False,2.536272
145,spider-tracking_grants_for_research-0031.txt,False,9.477493
146,spider_bak-sports_competition-0014.txt,False,4.593857
147,spider_bak-sports_competition-0014.txt,False,4.866635
148,spider_bak-sports_competition-0014.txt,False,4.850295
149,spider-college_2-0015.txt,True,6.445854
150,spider_bak-climbing-0002.txt,False,2.775721
151,spider-soccer_2-0009.txt,True,3.681733
152,spider-products_for_hire-0007.txt,False,5.526371
153,spider-customer_deliveries-0005.txt,False,7.856954
154,spider-flight_company-0011.txt,False,2.828488
155,spider-flight_company-0011.txt,False,3.188265
156,spider-flight_company-0011.txt,False,3.227969
157,spider-flight_company-0011.txt,False,2.989015
158,spider-flight_company-0011.txt,False,3.234596
159,spider-flight_company-0011.txt,False,3.3981
160,spider-flight_company-0011.txt,False,3.168257
161,spider-flight_company-0011.txt,False,3.119234
162,spider-flight_company-0011.txt,False,3.344455
163,spider-flight_company-0011.txt,False,3.232654
164,spider-flight_company-0011.txt,False,3.006121
165,spider-flight_company-0011.txt,False,2.96804
166,spider-flight_company-0011.txt,False,3.286136
167,spider-flight_company-0011.txt,False,3.228476
168,spider-flight_company-0011.txt,False,3.997282
169,spider-flight_company-0011.txt,False,3.56651
170,spider-flight_company-0011.txt,False,3.20741
171,spider-flight_company-0011.txt,False,2.876568
172,spider-flight_company-0011.txt,False,3.052704
173,spider-flight_company-0011.txt,False,2.977827
174,spider-flight_company-0011.txt,False,3.067834
175,spider-flight_company-0011.txt,False,2.939928
176,spider-flight_company-0011.txt,False,2.822581
177,spider-flight_company-0011.txt,False,2.935558
178,spider-flight_company-0011.txt,False,3.282546
179,spider-flight_company-0011.txt,False,3.123121
180,spider-flight_company-0011.txt,False,3.088232
181,spider-flight_company-0011.txt,False,3.198017
182,spider-flight_company-0005.txt,True,3.368434
183,spider-flight_company-0005.txt,True,3.059525
184,spider-flight_company-0005.txt,False,3.335264
185,spider_bak-student_assessment-0020.txt,False,6.789123
186,spider_bak-student_assessment-0020.txt,False,6.229801
187,spider_bak-student_assessment-0020.txt,False,7.899509
188,spider_bak-student_assessment-0020.txt,False,7.102869
189,spider_bak-student_assessment-0020.txt,False,8.45868
190,spider_bak-student_assessment-0020.txt,False,7.700534
191,spider_bak-student_assessment-0020.txt,False,6.365994
192,spider_bak-student_assessment-0020.txt,False,6.909976
193,spider_bak-student_assessment-0020.txt,False,6.233823
194,spider_bak-student_assessment-0020.txt,False,6.401316
195,spider_bak-student_assessment-0020.txt,False,6.192396
196,spider_bak-student_assessment-0020.txt,False,6.214997
197,spider_bak-student_assessment-0020.txt,False,6.515921
198,spider_bak-student_assessment-0020.txt,False,7.054999
199,spider_bak-student_assessment-0020.txt,False,7.881017
200,spider_bak-student_assessment-0020.txt,False,7.406698
201,spider_bak-student_assessment-0020.txt,False,8.648444
202,spider_bak-student_assessment-0020.txt,False,7.613633
203,spider_bak-student_assessment-0020.txt,False,6.562337
204,spider_bak-student_assessment-0020.txt,False,7.464773
205,spider_bak-student_assessment-0020.txt,False,8.013534
206,spider_bak-movie_1-0040.txt,False,4.484559
207,spider_bak-movie_1-0040.txt,False,3.591563
208,spider_bak-movie_1-0040.txt,False,4.061179
209,spider_bak-movie_1-0040.txt,False,4.012766
210,spider_bak-movie_1-0040.txt,False,4.366352
211,spider_bak-movie_1-0040.txt,False,4.018672
212,spider-customer_deliveries-0011.txt,False,9.361654
213,spider-customer_deliveries-0011.txt,False,9.515216
214,spider-customer_deliveries-0011.txt,False,8.253541
215,spider_bak-party_host-0002.txt,False,3.046686
216,spider-candidate_poll-0009.txt,False,3.005732
217,spider_bak-coffee_shop-0004.txt,False,3.989366
218,spider-farm-0010.txt,False,3.416625
219,spider-farm-0010.txt,False,3.488205
220,spider-farm-0010.txt,False,3.61844
221,spider-apartment_rentals-0040.txt,False,4.244334
222,spider-epinions_1-0011.txt,False,3.46587
223,spider-epinions_1-0011.txt,False,4.625865
224,spider-epinions_1-0011.txt,False,3.651204
225,spider-farm-0004.txt,False,3.578656
226,spider_bak-decoration_competition-0009.txt,False,2.719332
227,spider_bak-decoration_competition-0009.txt,False,3.381378
228,spider_bak-decoration_competition-0009.txt,False,3.486615
229,spider_bak-solvency_ii-0010.txt,False,7.58038
230,spider_bak-epinions_1-0008.txt,True,3.604739
231,db2csv-singer-0004_dev.txt,False,2.635951
232,spider_bak-browser_web-0018.txt,False,3.154563
233,spider-manufactory_1-0021.txt,False,2.719709
234,spider-manufactory_1-0021.txt,False,2.531636
235,spider-manufactory_1-0021.txt,False,2.638344
236,spider_bak-department_store-0003.txt,True,10.054275
237,spider_bak-journal_committee-0017.txt,True,3.810585
238,spider_bak-journal_committee-0017.txt,False,2.770134
239,spider_bak-journal_committee-0017.txt,True,2.758684
240,spider_bak-manufactory_1-0014.txt,False,2.28441
241,spider_bak-small_bank_1-0021.txt,False,3.738782
242,spider_bak-shop_membership-0008.txt,True,3.620089
243,db2csv-car_1-0051_dev.txt,True,4.056905
244,spider-flight_company-0007.txt,False,2.844378
245,spider-flight_company-0007.txt,False,2.739994
246,spider-flight_company-0007.txt,False,2.969372
247,spider-flight_company-0007.txt,False,4.735176
248,spider-flight_company-0007.txt,False,3.672022
249,spider-flight_company-0007.txt,False,3.818105
250,spider-flight_company-0007.txt,False,3.320576
251,spider-flight_company-0007.txt,False,2.875066
252,spider-flight_company-0007.txt,False,3.766816
253,spider-flight_company-0007.txt,False,3.707785
254,spider-flight_company-0007.txt,False,3.132453
255,spider-flight_company-0007.txt,False,3.307843
256,spider-flight_company-0007.txt,False,3.068892
257,spider-flight_company-0007.txt,False,3.248605
258,spider-flight_company-0007.txt,False,3.441664
259,spider-flight_company-0007.txt,False,3.269038
260,spider-flight_company-0007.txt,False,3.260849
261,spider-flight_company-0007.txt,False,3.362166
262,spider-flight_company-0007.txt,False,3.259967
263,spider-flight_company-0007.txt,False,5.11694
264,spider-flight_company-0007.txt,False,3.709755
265,spider-college_1-0044.txt,False,4.926716
266,spider-tracking_grants_for_research-0027.txt,False,6.789498
267,spider_bak-loan_1-0002.txt,False,2.776255
268,spider_bak-gymnast-0003.txt,False,2.784565
269,spider_bak-college_2-0009.txt,True,10.759551
270,spider-body_builder-0011.txt,False,3.216776
271,spider-body_builder-0011.txt,False,2.943171
272,spider-body_builder-0011.txt,False,2.745582
273,spider-body_builder-0011.txt,False,2.711538
274,spider-body_builder-0011.txt,False,3.138861
275,spider-body_builder-0011.txt,False,2.588367
276,spider_bak-scientist_1-0023.txt,False,3.146756
277,spider_bak-medicine_enzyme_interaction-0020.txt,True,3.347351
278,spider-dorm_1-0035.txt,False,4.707899
279,scythe-top_rated_posts-019.txt,False,2.56748
280,spider_bak-entertainment_awards-0005.txt,False,2.756471
281,spider_bak-soccer_2-0008.txt,True,3.204051
282,spider_bak-perpetrator-0002.txt,False,2.430169
283,spider-gas_company-0008.txt,False,2.739654
284,spider_bak-cre_Docs_and_Epenses-0023.txt,False,4.976449
285,spider-voter_2-0006.txt,False,2.507097
286,spider_bak-gas_company-0003.txt,False,3.240247
287,spider_bak-gas_company-0003.txt,False,3.593928
288,spider_bak-gas_company-0003.txt,False,4.079974
289,spider_bak-gas_company-0003.txt,False,3.088794
290,spider_bak-gas_company-0003.txt,False,3.084409
291,spider_bak-gas_company-0003.txt,False,3.250328
292,spider_bak-gas_company-0003.txt,False,3.190083
293,spider_bak-gas_company-0003.txt,False,3.515456
294,spider_bak-gas_company-0003.txt,False,3.247975
295,spider_bak-gas_company-0003.txt,False,3.404406
296,spider_bak-gas_company-0003.txt,False,3.288918
297,spider_bak-gas_company-0003.txt,False,3.43894
298,spider_bak-gas_company-0003.txt,False,3.291824
299,spider_bak-gas_company-0003.txt,False,3.158889
300,spider_bak-gas_company-0003.txt,False,3.192046
301,spider_bak-flight_company-0008.txt,False,3.146287
302,spider_bak-flight_company-0008.txt,False,3.300414
303,spider_bak-flight_company-0008.txt,False,2.897545
304,spider_bak-flight_company-0008.txt,False,3.232965
305,spider_bak-flight_company-0008.txt,False,2.995695
306,spider-match_season-0022.txt,False,3.268807
307,spider_bak-architecture-0012.txt,False,3.447554
308,spider_bak-game_1-0036.txt,False,3.119498
309,db2csv-tvshow-0008_dev.txt,False,2.764834
310,spider-mountain_photos-0005.txt,True,2.772038
311,spider-mountain_photos-0005.txt,True,2.76593
312,spider-mountain_photos-0011.txt,True,2.991297
313,spider_bak-architecture-0007.txt,False,2.79476
314,spider_bak-architecture-0007.txt,False,3.02243
315,spider_bak-architecture-0007.txt,False,2.833108
316,spider_bak-architecture-0007.txt,False,2.739475
317,spider_bak-architecture-0007.txt,False,3.37254
318,spider_bak-architecture-0007.txt,False,3.127292
319,spider_bak-architecture-0007.txt,False,2.744261
320,spider_bak-architecture-0007.txt,False,2.725458
321,spider_bak-architecture-0007.txt,False,2.73167
322,spider_bak-architecture-0007.txt,False,2.904374
323,spider_bak-architecture-0007.txt,False,2.706749
324,spider_bak-architecture-0007.txt,False,2.873028
325,spider_bak-architecture-0007.txt,False,2.683005
326,spider_bak-architecture-0007.txt,False,2.690599
327,spider_bak-architecture-0007.txt,False,2.936364
328,spider_bak-architecture-0007.txt,False,2.912476
329,spider_bak-architecture-0007.txt,False,2.805445
330,spider_bak-architecture-0007.txt,False,2.989516
331,spider_bak-architecture-0007.txt,False,2.951128
332,spider_bak-architecture-0007.txt,False,3.03305
333,spider_bak-architecture-0007.txt,False,3.146765
334,spider_bak-tracking_share_transactions-0016.txt,True,4.713841
335,spider_bak-music_1-0005.txt,False,3.269702
336,spider_bak-music_1-0005.txt,False,3.486655
337,spider_bak-music_1-0005.txt,False,3.712733
338,spider-icfp_1-0033.txt,False,3.25207
339,spider_bak-gas_company-0002.txt,False,2.763882
340,spider-gas_company-0021.txt,False,2.792088
341,spider-allergy_1-0002.txt,True,2.770368
342,db2csv-dog_kennels-0042_dev.txt,False,8.359883
343,spider_bak-entertainment_awards-0010.txt,False,3.301223
344,db2csv-dog_kennels-0052_dev.txt,True,6.423122
345,spider-climbing-0002.txt,False,2.734071
346,spider_bak-soccer_2-0009.txt,True,3.493788
347,spider_bak-tracking_software_problems-0016.txt,False,5.590054
348,db2csv-student_transcripts_tracking-0014_dev.txt,True,6.678697
349,spider_bak-insurance_and_eClaims-0019.txt,True,4.773046
350,spider-products_gen_characteristics-0013.txt,False,4.342736
351,spider-products_gen_characteristics-0013.txt,False,3.891397
352,spider-products_gen_characteristics-0013.txt,False,3.987233
353,spider-manufacturer-0014.txt,False,3.146615
354,spider-manufacturer-0014.txt,False,3.319695
355,spider-manufacturer-0014.txt,False,3.699614
356,spider_bak-candidate_poll-0005.txt,False,2.865899
357,spider_bak-candidate_poll-0005.txt,False,3.10693
358,spider_bak-candidate_poll-0005.txt,False,3.330171
359,spider_bak-farm-0008.txt,False,4.636994
360,spider-entrepreneur-0005.txt,False,3.10551
361,spider_bak-college_2-0008.txt,True,8.722858
362,spider-tracking_grants_for_research-0026.txt,False,8.359342
363,spider-tracking_grants_for_research-0026.txt,False,10.334245
364,spider-tracking_grants_for_research-0026.txt,False,9.230548
365,spider_bak-loan_1-0003.txt,False,3.558378
366,spider_bak-loan_1-0003.txt,True,3.072426
367,spider_bak-loan_1-0003.txt,True,3.683169
368,spider_bak-loan_1-0003.txt,True,3.490887
369,spider_bak-loan_1-0003.txt,True,3.30235
370,spider_bak-loan_1-0003.txt,False,3.296094
371,spider_bak-loan_1-0003.txt,True,3.146985
372,spider_bak-loan_1-0003.txt,True,3.314834
373,spider_bak-loan_1-0003.txt,True,3.021451
374,spider_bak-loan_1-0003.txt,True,3.038573
375,spider_bak-loan_1-0003.txt,False,3.248434
376,spider_bak-loan_1-0003.txt,False,2.841594
377,spider_bak-loan_1-0003.txt,False,3.095369
378,spider_bak-loan_1-0003.txt,False,3.165685
379,spider_bak-loan_1-0003.txt,True,2.780676
380,spider_bak-loan_1-0003.txt,False,2.892419
381,spider_bak-loan_1-0003.txt,False,3.041541
382,spider_bak-loan_1-0003.txt,True,3.551648
383,spider_bak-loan_1-0003.txt,False,2.935571
384,spider_bak-loan_1-0003.txt,True,2.801744
385,spider_bak-loan_1-0003.txt,True,2.797145
386,spider_bak-hospital_1-0050.txt,False,10.095805
387,spider_bak-hospital_1-0050.txt,False,9.153863
388,spider_bak-hospital_1-0050.txt,False,8.993678
389,spider_bak-gymnast-0016.txt,False,2.672623
390,spider_bak-gymnast-0016.txt,False,2.537648
391,spider_bak-gymnast-0016.txt,False,3.003154
392,spider-college_2-0016.txt,False,6.187378
393,db2csv-dog_kennels-0030_dev.txt,False,5.1031
394,spider-products_for_hire-0010.txt,False,5.7818
395,spider_bak-school_finance-0004.txt,False,3.006478
396,spider_bak-school_finance-0004.txt,False,3.327659
397,spider_bak-school_finance-0004.txt,False,3.157876
398,spider_bak-school_finance-0004.txt,False,3.324962
399,spider-browser_web-0006.txt,False,3.240347
400,spider-browser_web-0006.txt,False,3.873411
401,spider-browser_web-0006.txt,False,3.209584
402,spider-browser_web-0006.txt,False,2.820497
403,spider-browser_web-0006.txt,False,2.67922
404,spider-browser_web-0006.txt,False,2.904347
405,spider-browser_web-0006.txt,False,3.116261
406,spider-browser_web-0006.txt,False,4.514208
407,spider-browser_web-0006.txt,False,3.383814
408,spider-browser_web-0006.txt,False,3.071173
409,spider_bak-shop_membership-0009.txt,False,3.484758
410,spider_bak-shop_membership-0009.txt,False,3.286046
411,spider_bak-shop_membership-0009.txt,False,3.477854
412,spider-musical-0009.txt,False,2.511834
413,spider-musical-0009.txt,False,2.770672
414,spider-musical-0009.txt,False,2.515853
415,spider-manufactory_1-0020.txt,False,2.624348
416,spider-manufactory_1-0020.txt,False,3.215594
417,spider-manufactory_1-0020.txt,False,2.458335
418,spider-manufactory_1-0020.txt,False,2.543062
419,spider-manufactory_1-0020.txt,False,2.503739
420,spider-manufactory_1-0020.txt,False,2.378726
421,spider-manufactory_1-0020.txt,False,2.421802
422,spider-manufactory_1-0020.txt,False,3.050551
423,spider-manufactory_1-0020.txt,False,2.425544
424,spider_bak-journal_committee-0002.txt,False,2.676298
425,spider-customers_and_addresses-0020.txt,False,4.010977
426,spider_bak-small_bank_1-0008.txt,False,2.735943
427,spider_bak-coffee_shop-0007.txt,False,3.592448
428,spider-farm-0007.txt,True,4.371754
429,spider_bak-epinions_1-0021.txt,False,3.331402
430,spider_bak-epinions_1-0021.txt,False,3.940713
431,spider_bak-epinions_1-0021.txt,False,3.471418
432,db2csv-concert_singer-0003_dev.txt,False,3.84357
433,spider-farm-0013.txt,False,3.311315
434,spider-farm-0013.txt,False,3.832532
435,spider-farm-0013.txt,False,3.62816
436,spider-farm-0013.txt,False,4.129347
437,spider-farm-0013.txt,False,3.753888
438,spider-farm-0013.txt,False,3.648009
439,spider_bak-coffee_shop-0003.txt,False,3.308779
440,spider_bak-coffee_shop-0003.txt,False,3.925122
441,spider_bak-coffee_shop-0003.txt,False,3.659518
442,spider_bak-coffee_shop-0003.txt,False,3.248471
443,spider_bak-coffee_shop-0003.txt,False,3.431974
444,spider_bak-coffee_shop-0003.txt,False,4.345723
445,spider_bak-epinions_1-0025.txt,False,3.62882
446,spider_bak-epinions_1-0025.txt,False,3.919322
447,spider_bak-epinions_1-0025.txt,False,3.715473
448,spider-farm-0003.txt,False,3.763054
449,spider-farm-0003.txt,False,3.899227
450,spider-farm-0003.txt,False,3.480026
451,spider-farm-0003.txt,False,3.985416
452,spider-farm-0003.txt,False,3.608414
453,spider-farm-0003.txt,False,4.578884
454,spider-farm-0003.txt,False,3.358528
455,spider-farm-0003.txt,False,3.373194
456,spider-farm-0003.txt,False,4.661876
457,spider-farm-0003.txt,False,3.813803
458,spider-farm-0003.txt,False,4.173054
459,spider-farm-0003.txt,False,4.353079
460,spider-farm-0003.txt,False,3.955261
461,spider-farm-0003.txt,False,3.534499
462,spider-farm-0003.txt,False,3.302505
463,spider-farm-0003.txt,False,3.459005
464,spider-farm-0003.txt,False,3.756546
465,spider-farm-0003.txt,False,3.36132
466,spider-farm-0003.txt,False,3.614933
467,spider-farm-0003.txt,False,5.062609
468,spider-farm-0003.txt,False,3.469177
469,spider-shop_membership-0009.txt,False,4.353605
470,spider-shop_membership-0009.txt,False,3.750557
471,spider-shop_membership-0009.txt,False,4.486695
472,spider-manufactory_1-0018.txt,False,3.18357
473,spider-manufactory_1-0018.txt,False,4.114999
474,spider-manufactory_1-0018.txt,False,3.42665
475,spider-manufactory_1-0018.txt,False,3.890247
476,spider-manufactory_1-0018.txt,False,3.14999
477,spider-manufactory_1-0018.txt,False,3.244134
478,spider_bak-climbing-0011.txt,False,2.602525
479,spider_bak-climbing-0011.txt,False,2.682797
480,spider_bak-climbing-0011.txt,False,3.67765
481,spider_bak-climbing-0005.txt,True,3.148774
482,db2csv-orchestra-0025_dev.txt,False,4.262768
483,db2csv-orchestra-0025_dev.txt,False,4.350704
484,db2csv-orchestra-0025_dev.txt,False,6.110888
485,db2csv-orchestra-0025_dev.txt,False,4.345165
486,db2csv-orchestra-0025_dev.txt,False,4.375858
487,db2csv-orchestra-0025_dev.txt,False,4.067012
488,spider-soccer_2-0026.txt,False,3.071588
489,spider-soccer_2-0026.txt,False,3.180396
490,spider-soccer_2-0026.txt,False,3.867458
491,spider-browser_web-0002.txt,False,3.583949
492,spider-flight_company-0002.txt,False,3.639182
493,spider-flight_company-0002.txt,False,3.273369
494,spider-flight_company-0002.txt,False,3.808092
495,spider_bak-college_1-0077.txt,False,5.625469
496,spider_bak-college_1-0077.txt,False,5.361862
497,spider_bak-college_1-0077.txt,False,5.759084
498,spider_bak-college_1-0077.txt,False,6.604504
499,spider_bak-college_1-0077.txt,False,5.373061
500,spider_bak-college_1-0077.txt,False,5.474439
501,spider_bak-college_1-0077.txt,False,8.824602
502,spider_bak-college_1-0077.txt,False,6.172172
503,spider_bak-college_1-0077.txt,False,5.29721
504,spider_bak-college_1-0077.txt,False,4.887086
505,spider_bak-college_1-0077.txt,False,5.24443
506,spider_bak-college_1-0077.txt,False,5.515801
507,spider_bak-college_1-0077.txt,False,7.358819
508,spider_bak-college_1-0077.txt,False,5.892347
509,spider_bak-college_1-0077.txt,False,5.983346
510,spider_bak-college_1-0077.txt,False,7.362628
511,spider_bak-college_1-0077.txt,False,7.353173
512,spider_bak-college_1-0077.txt,False,4.870379
513,spider_bak-college_1-0077.txt,False,4.190376
514,spider_bak-college_1-0077.txt,False,4.347731
515,spider_bak-college_1-0077.txt,False,4.253831
516,spider-soccer_2-0032.txt,False,3.787677
517,spider-soccer_2-0032.txt,False,3.034102
518,spider-soccer_2-0032.txt,False,2.593572
519,spider-soccer_2-0032.txt,False,3.11446
520,spider-soccer_2-0032.txt,False,3.793901
521,spider-soccer_2-0032.txt,False,3.547488
522,spider-soccer_2-0032.txt,False,3.155651
523,spider-soccer_2-0032.txt,False,3.279836
524,spider-soccer_2-0032.txt,False,3.009437
525,spider-soccer_2-0032.txt,False,3.548335
526,spider-soccer_2-0032.txt,False,4.02018
527,spider-soccer_2-0032.txt,False,2.99575
528,spider-soccer_2-0032.txt,False,3.145642
529,spider-soccer_2-0032.txt,False,2.932919
530,spider-soccer_2-0032.txt,False,3.350703
531,spider-soccer_2-0032.txt,False,3.476312
532,spider-soccer_2-0032.txt,False,4.680728
533,spider-soccer_2-0032.txt,False,3.234131
534,spider-soccer_2-0032.txt,False,3.275856
535,spider-soccer_2-0032.txt,False,3.174976
536,spider-soccer_2-0032.txt,False,3.217685
537,spider_bak-college_3-0030.txt,False,5.273
538,spider_bak-college_3-0030.txt,False,5.141641
539,spider_bak-college_3-0030.txt,False,5.376941
540,db2csv-battle_death-0008_dev.txt,False,3.293148
541,db2csv-battle_death-0008_dev.txt,False,3.350548
542,db2csv-battle_death-0008_dev.txt,False,3.445419
543,spider_bak-loan_1-0013.txt,True,3.393568
544,spider_bak-gymnast-0006.txt,False,3.278758
545,spider-college_1-0055.txt,False,5.936226
546,spider-college_1-0055.txt,False,6.650815
547,spider-college_1-0055.txt,False,6.304375
548,spider_bak-customers_campaigns_ecommerce-0003.txt,False,6.062414
549,spider_bak-candidate_poll-0015.txt,False,2.642758
550,spider_bak-candidate_poll-0015.txt,False,2.414677
551,spider_bak-candidate_poll-0015.txt,False,2.424114
