ID,Benchmark,?Solved,Time
72,spider-body_builder-0007.txt,False,3.190854
73,spider-body_builder-0007.txt,False,4.149423
74,spider-entrepreneur-0012.txt,False,3.654025
75,spider-entrepreneur-0012.txt,False,2.65899
76,spider-entrepreneur-0012.txt,False,3.302134
77,spider-entrepreneur-0012.txt,False,3.298467
78,spider-entrepreneur-0012.txt,False,2.900435
79,spider-entrepreneur-0012.txt,False,2.724301
80,spider-body_builder-0013.txt,False,3.38229
81,spider-body_builder-0013.txt,False,2.650467
82,spider-body_builder-0013.txt,False,3.114414
83,spider-body_builder-0013.txt,False,3.991629
84,spider-body_builder-0013.txt,False,2.710041
85,spider-body_builder-0013.txt,False,3.272913
86,spider-tracking_grants_for_research-0031.txt,False,10.340519
87,spider_bak-sports_competition-0014.txt,False,4.778162
88,spider_bak-climbing-0002.txt,False,2.963801
89,spider-products_for_hire-0007.txt,False,4.907513
90,spider-customer_deliveries-0005.txt,False,8.463484
91,spider-flight_company-0011.txt,False,3.985522
92,spider-flight_company-0011.txt,False,3.645146
93,spider-flight_company-0011.txt,False,3.731469
94,spider-flight_company-0011.txt,False,3.268841
95,spider-flight_company-0011.txt,False,3.929595
96,spider-flight_company-0011.txt,False,4.376517
97,spider-flight_company-0011.txt,False,4.496518
98,spider-flight_company-0011.txt,False,3.66098
99,spider-flight_company-0011.txt,False,4.416816
100,spider-flight_company-0011.txt,False,5.377129
101,spider-flight_company-0011.txt,False,3.869592
102,spider-flight_company-0011.txt,False,3.701813
103,spider-flight_company-0011.txt,False,3.355413
104,spider-flight_company-0011.txt,False,3.516831
105,spider-flight_company-0011.txt,False,3.775398
106,spider-flight_company-0011.txt,False,3.51478
107,spider-flight_company-0011.txt,False,3.383843
108,spider-flight_company-0011.txt,False,3.450026
109,spider-flight_company-0011.txt,False,3.069527
110,spider-flight_company-0011.txt,False,3.434841
111,spider-flight_company-0011.txt,False,3.581983
112,spider-flight_company-0011.txt,False,3.301936
113,spider-flight_company-0011.txt,False,3.503833
114,spider-flight_company-0011.txt,False,3.774191
115,spider-flight_company-0011.txt,False,3.396806
116,spider-flight_company-0011.txt,False,3.712473
117,spider-flight_company-0011.txt,False,3.266819
118,spider-flight_company-0011.txt,False,3.57105
119,spider-flight_company-0005.txt,True,3.55252
120,spider_bak-student_assessment-0020.txt,False,7.347767
121,spider_bak-student_assessment-0020.txt,False,7.01435
122,spider_bak-student_assessment-0020.txt,False,8.994692
123,spider_bak-student_assessment-0020.txt,False,6.594219
124,spider_bak-student_assessment-0020.txt,False,6.046816
125,spider_bak-student_assessment-0020.txt,False,5.816302
126,spider_bak-student_assessment-0020.txt,False,5.967205
127,spider_bak-student_assessment-0020.txt,False,7.618473
128,spider_bak-student_assessment-0020.txt,False,6.049338
129,spider_bak-student_assessment-0020.txt,False,7.539637
130,spider_bak-student_assessment-0020.txt,False,12.579408
131,spider_bak-student_assessment-0020.txt,False,16.958312
132,spider_bak-student_assessment-0020.txt,False,19.316307
133,spider_bak-student_assessment-0020.txt,False,18.278452
134,spider_bak-movie_1-0040.txt,False,13.061573
135,spider_bak-movie_1-0040.txt,False,8.505802
136,spider-customer_deliveries-0011.txt,False,20.070978
137,spider_bak-party_host-0002.txt,False,8.289118
138,spider-candidate_poll-0009.txt,False,7.420097
139,spider-farm-0010.txt,False,12.579774
140,spider-farm-0010.txt,False,12.854738
141,spider-farm-0010.txt,False,11.04195
142,spider-epinions_1-0011.txt,False,8.603644
143,spider-epinions_1-0011.txt,False,7.660143
144,spider-farm-0004.txt,False,7.213811
145,spider_bak-decoration_competition-0009.txt,False,12.537556
146,spider_bak-decoration_competition-0009.txt,False,11.060598
147,spider_bak-decoration_competition-0009.txt,False,6.907068
148,spider_bak-solvency_ii-0010.txt,False,16.709858
149,db2csv-singer-0004_dev.txt,False,7.218141
150,spider_bak-browser_web-0018.txt,False,7.273705
151,spider-manufactory_1-0021.txt,False,10.620635
152,spider_bak-journal_committee-0017.txt,True,12.757156
153,spider_bak-manufactory_1-0014.txt,False,5.943861
154,spider_bak-shop_membership-0008.txt,True,12.659425
155,db2csv-car_1-0051_dev.txt,True,10.270845
156,spider-flight_company-0007.txt,False,6.893694
157,spider-flight_company-0007.txt,False,9.297461
158,spider-flight_company-0007.txt,False,9.54997
159,spider-flight_company-0007.txt,False,9.453333
160,spider-flight_company-0007.txt,False,7.815402
161,spider-flight_company-0007.txt,False,6.47295
162,spider-flight_company-0007.txt,False,8.047416
163,spider-flight_company-0007.txt,False,7.189937
164,spider-flight_company-0007.txt,False,9.836452
165,spider-flight_company-0007.txt,False,20.142821
166,spider-flight_company-0007.txt,False,11.495915
167,spider-flight_company-0007.txt,False,7.681322
168,spider-flight_company-0007.txt,False,8.560323
169,spider-flight_company-0007.txt,False,5.535219
170,spider-flight_company-0007.txt,False,8.37135
171,spider-college_1-0044.txt,False,12.287179
172,spider-tracking_grants_for_research-0027.txt,False,17.938564
173,spider_bak-loan_1-0002.txt,False,7.724137
174,spider_bak-gymnast-0003.txt,False,6.127857
175,spider_bak-college_2-0009.txt,True,24.004017
176,spider-body_builder-0011.txt,False,9.092326
177,spider-body_builder-0011.txt,False,5.727755
178,spider-dorm_1-0035.txt,False,11.219208
179,spider_bak-entertainment_awards-0005.txt,False,6.473617
180,spider_bak-soccer_2-0008.txt,True,7.658788
181,spider_bak-perpetrator-0002.txt,False,7.941611
182,spider-gas_company-0008.txt,False,8.647553
183,spider-voter_2-0006.txt,False,5.575423
184,spider_bak-gas_company-0003.txt,False,6.965085
185,spider_bak-gas_company-0003.txt,False,10.802471
186,spider_bak-gas_company-0003.txt,False,11.817802
187,spider_bak-gas_company-0003.txt,False,10.473072
188,spider_bak-gas_company-0003.txt,False,9.307288
189,spider_bak-gas_company-0003.txt,False,9.771001
190,spider_bak-flight_company-0008.txt,False,9.353918
191,spider_bak-flight_company-0008.txt,False,8.46601
192,spider_bak-flight_company-0008.txt,False,7.679918
193,spider_bak-flight_company-0008.txt,False,9.202912
194,spider_bak-flight_company-0008.txt,False,8.545146
195,spider-match_season-0022.txt,False,8.303723
196,spider_bak-architecture-0012.txt,False,7.848218
197,db2csv-tvshow-0008_dev.txt,False,6.583476
198,spider-mountain_photos-0005.txt,True,5.445714
199,spider-mountain_photos-0005.txt,True,9.056247
200,spider-mountain_photos-0011.txt,True,10.132281
201,spider_bak-architecture-0007.txt,False,10.298334
202,spider_bak-architecture-0007.txt,False,9.443969
203,spider_bak-architecture-0007.txt,False,8.12933
204,spider_bak-architecture-0007.txt,False,6.47795
205,spider_bak-architecture-0007.txt,False,6.466645
206,spider_bak-architecture-0007.txt,False,7.767652
207,spider_bak-architecture-0007.txt,False,8.253254
208,spider_bak-architecture-0007.txt,False,15.637948
209,spider_bak-architecture-0007.txt,False,9.866439
210,spider_bak-architecture-0007.txt,False,11.099607
211,spider_bak-architecture-0007.txt,False,8.099903
212,spider_bak-architecture-0007.txt,False,7.743207
213,spider_bak-architecture-0007.txt,False,10.493087
214,spider_bak-architecture-0007.txt,False,9.515687
215,spider_bak-architecture-0007.txt,False,7.10142
216,spider_bak-tracking_share_transactions-0016.txt,True,12.51954
217,spider_bak-music_1-0005.txt,False,9.914952
218,spider_bak-gas_company-0002.txt,False,6.514899
219,spider-gas_company-0021.txt,False,8.742343
220,spider-allergy_1-0002.txt,True,8.258821
221,db2csv-dog_kennels-0042_dev.txt,False,15.423886
222,spider_bak-entertainment_awards-0010.txt,False,11.612522
223,spider-climbing-0002.txt,False,9.094874
224,spider_bak-soccer_2-0009.txt,True,6.855635
225,spider_bak-tracking_software_problems-0016.txt,False,9.659789
226,spider_bak-insurance_and_eClaims-0019.txt,True,12.991013
227,spider-products_gen_characteristics-0013.txt,False,9.48463
228,spider-products_gen_characteristics-0013.txt,False,14.522706
229,spider-manufacturer-0014.txt,False,9.687561
230,spider-manufacturer-0014.txt,False,9.291399
231,spider-manufacturer-0014.txt,False,7.704051
232,spider_bak-candidate_poll-0005.txt,False,10.003811
233,spider_bak-farm-0008.txt,False,8.86328
234,spider-entrepreneur-0005.txt,False,5.151327
235,spider_bak-college_2-0008.txt,True,33.460005
236,spider-tracking_grants_for_research-0026.txt,False,22.068791
237,spider-tracking_grants_for_research-0026.txt,False,28.8835
238,spider_bak-loan_1-0003.txt,False,12.017419
239,spider_bak-loan_1-0003.txt,True,13.769598
240,spider_bak-loan_1-0003.txt,True,7.734854
241,spider_bak-loan_1-0003.txt,True,8.927775
242,spider_bak-loan_1-0003.txt,True,8.50282
243,spider_bak-loan_1-0003.txt,True,6.437796
244,spider_bak-loan_1-0003.txt,True,6.033126
245,spider_bak-loan_1-0003.txt,False,8.790809
246,spider_bak-loan_1-0003.txt,False,10.310613
247,spider_bak-loan_1-0003.txt,False,7.308899
248,spider_bak-hospital_1-0050.txt,False,29.716236
249,spider_bak-gymnast-0016.txt,False,6.228151
250,spider_bak-gymnast-0016.txt,False,4.614704
251,spider_bak-gymnast-0016.txt,False,6.707812
252,spider_bak-school_finance-0004.txt,False,8.122264
253,spider-browser_web-0006.txt,False,10.1038
254,spider-browser_web-0006.txt,False,10.844235
255,spider-browser_web-0006.txt,False,8.182103
256,spider-browser_web-0006.txt,False,6.810276
257,spider-browser_web-0006.txt,False,7.363247
258,spider-browser_web-0006.txt,False,8.731612
259,spider_bak-shop_membership-0009.txt,False,9.947424
260,spider-musical-0009.txt,False,9.130663
261,spider-musical-0009.txt,False,10.177687
262,spider_bak-journal_committee-0002.txt,False,12.450358
263,spider-customers_and_addresses-0020.txt,False,7.727444
264,spider_bak-coffee_shop-0007.txt,False,9.870792
265,spider-farm-0007.txt,True,8.044576
266,db2csv-concert_singer-0003_dev.txt,False,6.475358
267,spider-farm-0013.txt,False,7.313516
268,spider-farm-0013.txt,False,7.645303
269,spider-farm-0003.txt,False,9.142339
270,spider-farm-0003.txt,False,9.15657
271,spider-farm-0003.txt,False,15.010292
272,spider-farm-0003.txt,False,11.005962
273,spider-farm-0003.txt,False,12.627516
274,spider-farm-0003.txt,False,15.667281
275,spider-farm-0003.txt,False,11.701209
276,spider-farm-0003.txt,False,10.200849
277,spider-farm-0003.txt,False,9.929246
278,spider-farm-0003.txt,False,12.055605
279,spider-farm-0003.txt,False,10.518352
280,spider-farm-0003.txt,False,13.998477
281,spider-farm-0003.txt,False,14.129996
282,spider-farm-0003.txt,False,11.255971
283,spider-farm-0003.txt,False,9.990483
284,spider-shop_membership-0009.txt,False,8.472984
285,spider-manufactory_1-0018.txt,False,9.270467
286,spider-manufactory_1-0018.txt,False,7.154811
287,spider-manufactory_1-0018.txt,False,5.225095
288,spider_bak-climbing-0011.txt,False,5.254578
289,spider_bak-climbing-0011.txt,False,5.085047
290,spider_bak-climbing-0011.txt,False,8.121723
291,db2csv-orchestra-0025_dev.txt,False,12.388159
292,db2csv-orchestra-0025_dev.txt,False,10.379152
293,spider-soccer_2-0026.txt,False,9.152713
294,spider-browser_web-0002.txt,False,10.314995
295,spider-flight_company-0002.txt,False,11.442362
296,spider_bak-college_1-0077.txt,False,10.657909
297,spider_bak-college_1-0077.txt,False,11.015157
298,spider_bak-college_1-0077.txt,False,10.559332
299,spider_bak-college_1-0077.txt,False,14.555311
300,spider_bak-college_1-0077.txt,False,14.013895
301,spider_bak-college_1-0077.txt,False,11.116492
302,spider_bak-college_1-0077.txt,False,13.393174
303,spider_bak-college_1-0077.txt,False,13.234154
304,spider_bak-college_1-0077.txt,False,12.082421
305,spider_bak-college_1-0077.txt,False,8.82022
306,spider_bak-college_1-0077.txt,False,12.351068
307,spider_bak-college_1-0077.txt,False,15.697567
308,spider-soccer_2-0032.txt,False,9.59458
309,spider-soccer_2-0032.txt,False,5.382997
310,spider-soccer_2-0032.txt,False,3.22827
311,spider-soccer_2-0032.txt,False,3.185074
312,spider-soccer_2-0032.txt,False,3.095048
313,spider-soccer_2-0032.txt,False,2.985292
314,spider-soccer_2-0032.txt,False,2.946244
315,spider-soccer_2-0032.txt,False,3.193114
316,spider-soccer_2-0032.txt,False,3.181563
317,spider-soccer_2-0032.txt,False,2.970556
318,spider-soccer_2-0032.txt,False,2.981444
319,spider-soccer_2-0032.txt,False,3.070149
320,spider-soccer_2-0032.txt,False,3.021317
321,spider_bak-college_3-0030.txt,False,5.076627
322,db2csv-battle_death-0008_dev.txt,False,3.140945
323,db2csv-battle_death-0008_dev.txt,False,3.024236
324,db2csv-battle_death-0008_dev.txt,False,3.047822
325,spider_bak-loan_1-0013.txt,True,2.879456
326,spider_bak-gymnast-0006.txt,False,2.624666
327,spider-college_1-0055.txt,False,4.544691
328,spider_bak-customers_and_addresses-0026.txt,False,4.489993
329,spider_bak-soccer_2-0031.txt,False,2.938461
330,spider-gas_company-0019.txt,False,3.11517
331,spider-gas_company-0019.txt,False,3.3058
332,spider-gas_company-0019.txt,False,3.12464
333,spider-gas_company-0019.txt,False,3.133081
334,spider-gas_company-0019.txt,False,2.980343
335,spider-gas_company-0019.txt,False,2.968066
336,spider-gas_company-0019.txt,False,3.572757
337,spider-gas_company-0019.txt,False,3.241966
338,spider-gas_company-0019.txt,False,3.064642
339,spider-gas_company-0019.txt,False,3.590551
340,spider_bak-book_2-0010.txt,False,3.488141
341,spider_bak-book_2-0010.txt,False,5.447804
342,spider_bak-book_2-0010.txt,False,3.422754
343,spider_bak-debate-0004.txt,False,4.124534
344,spider_bak-soccer_2-0019.txt,False,3.793926
345,spider_bak-soccer_2-0019.txt,False,3.757697
346,spider_bak-soccer_2-0019.txt,False,3.173748
347,spider_bak-county_public_safety-0005.txt,False,2.979048
348,spider-perpetrator-0018.txt,False,3.099511
349,spider_bak-mountain_photos-0011.txt,True,3.352556
350,spider_bak-mountain_photos-0005.txt,True,3.040612
351,spider_bak-mountain_photos-0005.txt,True,2.976496
352,spider_bak-mountain_photos-0005.txt,True,2.951602
353,spider_bak-mountain_photos-0005.txt,False,2.837014
354,spider_bak-mountain_photos-0005.txt,True,4.575513
355,spider_bak-game_1-0033.txt,True,3.914501
356,spider-cre_Docs_and_Epenses-0005.txt,False,4.981024
357,spider-scientist_1-0004.txt,False,2.964579
358,spider-scientist_1-0004.txt,True,3.094972
359,spider-scientist_1-0004.txt,True,3.251113
360,spider-theme_gallery-0002.txt,False,2.948685
361,spider-small_bank_1-0016.txt,False,3.000394
362,spider-small_bank_1-0016.txt,False,3.098159
363,spider-small_bank_1-0016.txt,False,3.345031
364,spider-small_bank_1-0016.txt,False,3.554927
365,spider-small_bank_1-0016.txt,False,3.436841
366,spider-small_bank_1-0016.txt,False,3.171768
367,spider_bak-riding_club-0002.txt,False,3.781225
368,spider_bak-flight_4-0006.txt,False,3.200579
369,spider-news_report-0002.txt,False,2.962163
370,scythe-top_rated_posts-009.txt,False,2.246325
371,spider_bak-debate-0005.txt,False,3.299883
372,spider-allergy_1-0013.txt,True,3.110179
373,spider-gas_company-0018.txt,False,3.519066
374,spider_bak-book_2-0011.txt,False,2.980053
375,spider_bak-book_2-0011.txt,False,3.261539
376,spider-voter_2-0016.txt,False,3.178344
377,db2csv-real_estate_properties-0003_dev.txt,False,6.496102
378,spider-tracking_grants_for_research-0037.txt,False,8.660365
379,spider-tracking_grants_for_research-0037.txt,False,7.229538
380,spider-tracking_grants_for_research-0037.txt,False,9.423388
381,spider-tracking_grants_for_research-0037.txt,False,8.483467
382,spider-tracking_grants_for_research-0037.txt,False,7.705591
383,spider-tracking_grants_for_research-0037.txt,False,8.214302
384,spider-tracking_grants_for_research-0037.txt,False,8.737932
385,spider-tracking_grants_for_research-0037.txt,False,10.231743
386,spider-tracking_grants_for_research-0037.txt,False,8.309504
387,spider-tracking_grants_for_research-0037.txt,False,7.447153
388,spider_bak-college_3-0031.txt,False,6.643347
389,spider-hr_1-0042.txt,False,5.415653
390,spider_bak-farm-0019.txt,False,4.222328
391,spider-insurance_and_eClaims-0019.txt,True,5.377953
392,spider-soccer_2-0033.txt,False,3.681816
393,spider-soccer_2-0027.txt,False,3.558574
394,spider-soccer_2-0027.txt,False,4.795479
395,spider_bak-inn_1-0026.txt,False,3.440238
396,spider-products_for_hire-0001.txt,False,6.773184
397,spider-customer_complaints-0019.txt,True,5.756485
398,spider_bak-climbing-0010.txt,False,3.272047
399,spider_bak-climbing-0010.txt,False,3.45547
400,spider_bak-climbing-0010.txt,False,2.879427
401,spider-flight_4-0005.txt,True,3.293792
402,spider-flight_4-0011.txt,True,3.677661
403,spider-customers_card_transactions-0011.txt,False,4.086414
404,spider_bak-customers_card_transactions-0012.txt,True,3.815094
405,spider_bak-party_host-0010.txt,False,3.225142
406,db2csv-dog_kennels-0031_dev.txt,False,5.520629
407,spider-performance_attendance-0002.txt,False,3.532625
408,spider_bak-party_host-0012.txt,False,3.608594
409,spider_bak-manufactory_1-0006.txt,False,2.715029
410,spider_bak-manufactory_1-0006.txt,True,3.117296
411,spider_bak-manufactory_1-0006.txt,False,3.172846
412,spider_bak-manufactory_1-0006.txt,False,2.968044
413,spider_bak-manufactory_1-0006.txt,False,3.199631
414,spider_bak-manufactory_1-0006.txt,True,2.803142
415,spider_bak-manufactory_1-0006.txt,False,3.204561
416,spider_bak-manufactory_1-0006.txt,False,2.958326
417,spider_bak-manufactory_1-0006.txt,False,2.971278
418,spider_bak-manufactory_1-0006.txt,True,2.957506
419,spider_bak-manufactory_1-0006.txt,True,3.972404
420,spider_bak-manufactory_1-0006.txt,True,2.834558
421,spider_bak-manufactory_1-0006.txt,False,3.586807
422,spider_bak-manufactory_1-0006.txt,False,4.424938
423,spider_bak-manufactory_1-0006.txt,False,3.611235
424,db2csv-pets_1-0040_dev.txt,False,3.895183
425,db2csv-pets_1-0040_dev.txt,False,3.622583
426,db2csv-pets_1-0040_dev.txt,False,3.157603
427,spider_bak-journal_committee-0011.txt,False,3.375458
428,spider_bak-journal_committee-0005.txt,False,3.162192
429,spider-manufactory_1-0033.txt,False,2.684069
430,spider_bak-college_1-0048.txt,False,5.131408
431,spider_bak-college_1-0048.txt,False,6.485867
432,spider_bak-college_1-0048.txt,False,5.631399
433,spider_bak-college_1-0048.txt,False,5.917566
434,spider_bak-college_1-0048.txt,False,5.654378
435,spider-soccer_2-0019.txt,False,6.824756
436,spider-soccer_2-0019.txt,False,8.944818
437,spider-soccer_2-0019.txt,False,6.659973
438,spider-soccer_2-0031.txt,False,10.768597
439,spider-soccer_2-0031.txt,False,9.908707
440,spider-city_record-0015.txt,False,0.419967
441,spider-entrepreneur-0002.txt,False,6.493437
442,spider_bak-loan_1-0004.txt,True,9.927498
443,spider_bak-loan_1-0004.txt,True,9.346307
444,spider_bak-loan_1-0004.txt,True,11.747081
445,spider_bak-loan_1-0004.txt,False,9.319533
446,spider_bak-loan_1-0004.txt,True,6.724788
447,spider_bak-loan_1-0004.txt,False,6.612128
448,spider_bak-loan_1-0004.txt,True,7.559791
449,spider_bak-loan_1-0004.txt,False,9.00123
450,spider_bak-loan_1-0004.txt,True,10.292538
451,spider_bak-entrepreneur-0019.txt,True,8.793734
452,spider_bak-entrepreneur-0019.txt,True,8.79025
453,spider_bak-entrepreneur-0019.txt,True,8.578445
454,spider_bak-entrepreneur-0019.txt,False,6.894119
455,spider_bak-entrepreneur-0019.txt,False,4.620512
456,spider_bak-entrepreneur-0019.txt,False,5.472786
457,spider_bak-bike_1-0009.txt,True,6.624195
458,spider-protein_institute-0018.txt,False,6.470918
459,spider_bak-tracking_software_problems-0005.txt,False,21.119735
460,spider_bak-soccer_2-0026.txt,False,6.975293
461,spider_bak-soccer_2-0032.txt,False,6.788823
462,spider_bak-soccer_2-0032.txt,False,6.437585
463,spider_bak-soccer_2-0032.txt,False,7.460215
464,spider_bak-soccer_2-0032.txt,False,8.084365
465,spider_bak-soccer_2-0032.txt,False,12.024443
466,spider_bak-soccer_2-0032.txt,False,12.968385
467,spider_bak-soccer_2-0032.txt,False,8.019332
468,spider_bak-soccer_2-0032.txt,False,10.667976
469,spider_bak-soccer_2-0032.txt,False,7.087086
470,spider_bak-soccer_2-0032.txt,False,6.569645
471,spider_bak-soccer_2-0032.txt,False,5.731437
472,spider_bak-soccer_2-0032.txt,False,10.378873
473,spider_bak-soccer_2-0032.txt,False,9.761983
474,spider_bak-soccer_2-0032.txt,False,8.198511
475,spider_bak-soccer_2-0032.txt,False,7.2016
476,spider_bak-wine_1-0026.txt,False,7.177644
477,spider_bak-wine_1-0026.txt,False,7.593779
478,spider_bak-wine_1-0026.txt,False,7.647084
479,spider_bak-wine_1-0026.txt,False,14.545662
480,spider_bak-wine_1-0026.txt,False,11.023663
481,spider_bak-wine_1-0026.txt,False,12.137775
482,spider-climbing-0011.txt,False,6.583579
483,spider-climbing-0011.txt,False,5.88042
484,spider-climbing-0011.txt,False,8.016443
485,spider_bak-book_2-0007.txt,False,7.139332
486,db2csv-pets_1-0032_dev.txt,False,8.054706
487,spider-railway-0006.txt,False,8.557902
488,spider-mountain_photos-0002.txt,False,6.619537
489,db2csv-battle_death-0011_dev.txt,False,7.611996
490,db2csv-battle_death-0011_dev.txt,False,7.006348
491,db2csv-battle_death-0011_dev.txt,False,7.722383
492,spider-cre_Docs_and_Epenses-0013.txt,False,11.257616
493,spider_bak-mountain_photos-0013.txt,True,15.588659
494,spider_bak-mountain_photos-0013.txt,True,9.414953
495,spider_bak-mountain_photos-0013.txt,False,6.911656
496,spider-theme_gallery-0015.txt,False,9.013868
497,spider_bak-county_public_safety-0007.txt,False,5.303931
498,spider_bak-gas_company-0004.txt,False,7.688133
499,spider_bak-flight_4-0005.txt,True,9.993366
500,spider_bak-flight_4-0011.txt,True,7.743617
501,spider_bak-music_4-0009.txt,False,7.077672
502,spider_bak-book_2-0012.txt,False,5.497904
503,spider_bak-book_2-0012.txt,False,8.779383
504,spider_bak-book_2-0012.txt,False,9.910684
505,spider_bak-book_2-0012.txt,False,8.90576
506,spider_bak-book_2-0012.txt,False,7.999463
507,spider_bak-book_2-0012.txt,False,7.397101
508,spider-climbing-0010.txt,False,7.907688
509,spider-climbing-0010.txt,False,7.354813
510,spider-climbing-0010.txt,False,8.062384
511,spider_bak-soccer_2-0033.txt,False,8.329043
512,spider_bak-soccer_2-0027.txt,False,8.150292
513,spider_bak-soccer_2-0027.txt,False,8.975595
514,spider_bak-company_office-0007.txt,True,7.455379
515,db2csv-poker_player-0016_dev.txt,False,5.993814
516,db2csv-poker_player-0016_dev.txt,False,6.468879
517,spider_bak-entrepreneur-0018.txt,False,5.386719
518,spider_bak-scientist_1-0018.txt,False,5.71337
519,spider_bak-scientist_1-0018.txt,False,8.672908
520,spider_bak-scientist_1-0018.txt,False,10.411387
521,spider_bak-customers_campaigns_ecommerce-0015.txt,False,19.232684
522,spider_bak-customers_campaigns_ecommerce-0015.txt,False,14.47724
523,spider_bak-customers_campaigns_ecommerce-0015.txt,False,12.394637
524,spider_bak-customers_and_invoices-0037.txt,False,23.436099
525,db2csv-course_teach-0003_dev.txt,False,10.74878
526,spider_bak-chinook_1-0024.txt,True,23.489931
527,spider-flight_company-0014.txt,False,7.053113
528,spider-flight_company-0014.txt,False,11.714099
529,db2csv-orchestra-0003_dev.txt,False,9.271278
530,spider_bak-roller_coaster-0012.txt,False,5.701136
531,spider_bak-roller_coaster-0012.txt,False,6.184765
532,spider_bak-roller_coaster-0012.txt,False,7.134975
533,spider-college_2-0010.txt,True,17.362331
534,spider_bak-student_assessment-0019.txt,False,18.025444
535,spider_bak-student_assessment-0019.txt,False,9.745431
536,spider_bak-student_assessment-0019.txt,False,22.192734
537,spider_bak-journal_committee-0004.txt,False,7.582317
538,spider-customers_and_addresses-0026.txt,False,10.975501
539,spider_bak-journal_committee-0010.txt,False,7.16326
540,spider-movie_1-0002.txt,False,7.67447
541,spider_bak-customers_card_transactions-0011.txt,False,7.114835
542,db2csv-employee_hire_evaluation-0003_dev.txt,False,11.90619
543,spider-company_office-0008.txt,False,10.154876
544,spider-election_representative-0009.txt,False,6.994333
545,spider-election_representative-0009.txt,False,7.727117
