ID,?Refuted,Time,Counterexample,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
30,False,,,,,,,,
31,False,,,,,,,,
32,False,32.786156,,1024,0,,,,[]
33,False,,,,,,,,
34,False,,,,,,,,
35,False,,,,,,,,
36,False,0.066088,,4,0,,,,[]
37,False,0.988823,,64,0,,,,[]
38,False,,,,,,,,
39,False,,,,,,,,
40,False,,,,,,,,
41,False,,,,,,,,
42,False,,,,,,,,
43,False,,,,,,,,
44,False,,,,,,,,
45,False,,,,,,,,
46,False,,,,,,,,
47,False,,,,,,,,
48,False,,,,,,,,
49,False,,,,,,,,
50,False,,,,,,,,
51,False,,,,,,,,
52,False,,,,,,,,
53,False,,,,,,,,
54,True,6.509183,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [89, 90, 76, 7253], [91, 92, 84, None], [None, 95, 84, None]], 'department': [['dept_name', 'building', 'budget'], [61, None, 325], [76, 77, 324], [84, 85, 323]], 'instructor': [['id', 'name', 'salary', 'dept_name']], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [63, 64, 65, 321, None, 67], [78, 79, 80, 320, None, 82], [None, 71, 72, 319, None, 74]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id']], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade']], 'student': [['id', 'name', 'dept_name', 'tot_cred']]}",1,0,,,,[]
55,False,,,,,,,,
56,False,,,,,,,,
57,False,,,,,,,,
58,False,,,,,,,,
59,True,0.115879,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [10, None, 12, 4], [None, 6, 10, None]], 'department': [['dept_name', 'building', 'budget'], [10, 10, 10], [10, 10, 10], [10, 10, 10]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [10, 10, 10, 10], [10, 10, 10, 10], [10, 10, 10, 10]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [10, 10, 10, 10, 10], [10, 10, 10, 10, 10], [10, 10, 10, 10, 10]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [10, 10, 10, 10], [10, 10, 10, 10], [10, 10, 10, 10]]}",1,0,,,,[]
60,True,0.075064,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [-319, None, 15, 16]], 'department': [['dept_name', 'building', 'budget']], 'instructor': [['id', 'name', 'salary', 'dept_name']], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [21, -319, 17, 2010, 18, 19], [31, -320, 23, 2010, 24, 25], [21, -319, 26, 2010, 27, 28]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id']], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade']], 'student': [['id', 'name', 'dept_name', 'tot_cred']]}",1,0,,,,[]
61,True,0.083497,"{'course': [['course_id', 'title', 'dept_name', 'credits']], 'department': [['dept_name', 'building', 'budget']], 'instructor': [['id', 'name', 'salary', 'dept_name'], [797, None, None, None]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [-635, None, None, None, None, None], [-463, 22, None, None, None, None]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id']], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade']], 'student': [['id', 'name', 'dept_name', 'tot_cred']]}",1,0,,,,[]
62,False,,,,,,,,
63,False,,,,,,,,
