ID,?Refuted,Time,Counterexample,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
50,False,0.225714,,2,1,0.0,1.0,0.16666666666666666,[0.011453]
51,True,0.333058,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [44, 44, 29, 44], [51, 52, 44, 53], [None, None, 32, None]], 'department': [['dept_name', 'building', 'budget'], [32, None, None], [32, None, None], [44, 54, 55]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [41, 42, 50, 44], [44, 44, 44, 43], [45, 46, 50, 44]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor']], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id']], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade']], 'student': [['id', 'name', 'dept_name', 'tot_cred']]}",3,1,0.0,2.0,0.25,"[0.011422, 0.02739]"
52,False,,,,,,,,
53,False,,,,,,,,
54,True,0.324794,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [50, 51, 103, -999], [52, 53, 101, 1008], [54, 55, 101, 0]], 'department': [['dept_name', 'building', 'budget'], [101, 102, -115], [43, None, -116], [103, 46, -115]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [101, 101, 101, 101], [101, 101, 101, 101], [101, 101, 101, 101]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [101, 101, 101, -121, 101, 101], [31, 32, 33, -119, 34, 35], [None, None, None, -120, None, None]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [101, 101, 101, 101, 101, 101], [101, 101, 101, 101, 101, 101], [101, 101, 101, 101, 101, 101]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [101, 101, 101, 101, 101], [101, 101, 101, 101, 101], [101, 101, 101, 101, 101]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [101, 101, 101, 101], [101, 101, 101, 101], [101, 101, 101, 101]]}",3,1,0.0,2.0,0.25,"[0.012005, 0.037189]"
55,False,,,,,,,,
56,False,,,,,,,,
57,False,,,,,,,,
58,False,,,,,,,,
59,True,0.019559,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [None, 6, 13, 4], [10, None, 14, 4], [10, None, 10, None]], 'department': [['dept_name', 'building', 'budget'], [10, 10, 10], [10, 10, 10], [10, 10, 10]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [10, 10, 10, 10], [10, 10, 10, 10], [10, 10, 10, 10]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [10, 10, 10, 10, 10], [10, 10, 10, 10, 10], [10, 10, 10, 10, 10]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [10, 10, 10, 10], [10, 10, 10, 10], [10, 10, 10, 10]]}",1,0,,,,[0.009491]
60,True,0.152008,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [-669, None, 17, 18], [-669, None, 24, 25], [176, 32, 26, 27]], 'department': [['dept_name', 'building', 'budget'], [-669, -669, -669], [-669, -669, -669], [-669, -669, -669]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [-669, -669, -669, -669], [-669, -669, -669, -669], [-669, -669, -669, -669]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [None, -669, 20, 2010, 21, 22]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [-669, -669, -669, -669, -669, -669], [-669, -669, -669, -669, -669, -669], [-669, -669, -669, -669, -669, -669]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [-669, -669, -669, -669, -669], [-669, -669, -669, -669, -669], [-669, -669, -669, -669, -669]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [-669, -669, -669, -669], [-669, -669, -669, -669], [-669, -669, -669, -669]]}",3,1,0.0,8.0,1.0,"[0.012791, 0.025948]"
61,True,0.150364,"{'course': [['course_id', 'title', 'dept_name', 'credits']], 'department': [['dept_name', 'building', 'budget']], 'instructor': [['id', 'name', 'salary', 'dept_name'], [323, 16, None, None], [-413, 32, None, None]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [-119, None, None, None, None, None], [324, None, None, None, None, None]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id']], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade']], 'student': [['id', 'name', 'dept_name', 'tot_cred']]}",3,1,0.0,7.0,1.0,"[0.011152, 0.027122]"
62,False,,,,,,,,
63,True,0.105784,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [None, 23, 24, -387], [25, None, 32, -388]], 'department': [['dept_name', 'building', 'budget'], [-387, -387, -387], [-387, -387, -387], [-387, -387, -387]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [-387, -387, -387, -387], [-387, -387, -387, -387], [-387, -387, -387, -387]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [-387, -387, -387, -387, -387, -387], [-387, -387, -387, -387, -387, -387], [-387, -387, -387, -387, -387, -387]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [-387, -387, -387, -387, -387, -387], [-387, -387, -387, -387, -387, -387], [-387, -387, -387, -387, -387, -387]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [-387, -387, -387, -387, -387], [-387, -387, -387, -387, -387], [-387, -387, -387, -387, -387]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [-387, -387, -387, -387], [-387, -387, -387, -387], [-387, -387, -387, -387]]}",3,1,0.0,10.0,1.0,"[0.009661, 0.015838]"
