ID,?Refuted,Time,Counterexample,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
45,True,0.133003,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [18, None, '20', 853], [None, None, '23', -715], [853, '853', '24', None]], 'department': [['dept_name', 'building', 'budget'], ['853', 853, 853], ['853', 853, 853], ['853', 853, 853]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [853, '853', 853, '853'], [853, '853', 853, '853'], [853, '853', 853, '853']], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'instructor'], [853, 853, 853, 853, 853], [853, 853, 853, 853, 853], [853, 853, 853, 853, 853]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [853, 853, 853, 853, 853, 853], [853, 853, 853, 853, 853, 853], [853, 853, 853, 853, 853, 853]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [853, 853, 853, 853, 853], [853, 853, 853, 853, 853], [853, 853, 853, 853, 853]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [853, '853', '853', 853], [853, '853', '853', 853], [853, '853', '853', 853]]}",4,2,0.0,4.0,0.4444444444444444,"[0.009502, 0.017634]"
46,False,0.212912,,4,3,0.3333333333333333,2.3333333333333335,0.38888888888888884,[0.010306]
47,False,0.276594,,4,3,0.3333333333333333,2.3333333333333335,0.38888888888888884,[0.010949]
48,False,0.382232,,6,5,0.2,3.6,0.36,[0.014052]
49,False,0.362971,,5,4,0.5,6.25,0.625,[0.012754]
50,False,0.201984,,3,2,0.5,2.5,0.41666666666666663,[0.01178]
51,True,0.584224,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [None, None, 29, None], [37, 38, 45, 39]], 'department': [['dept_name', 'building', 'budget'], [29, 30, 31], [45, 52, 53], [45, None, None]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [None, None, None, 45], [46, 47, 50, 45], [45, 45, 45, 48]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [45, 45, 45, 45, 45, 45], [45, 45, 45, 45, 45, 45], [45, 45, 45, 45, 45, 45]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [45, 45, 45, 45, 45, 45], [45, 45, 45, 45, 45, 45], [45, 45, 45, 45, 45, 45]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [45, 45, 45, 45, 45], [45, 45, 45, 45, 45], [45, 45, 45, 45, 45]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [45, 45, 45, 45], [45, 45, 45, 45], [45, 45, 45, 45]]}",5,3,0.3333333333333333,3.6666666666666665,0.4583333333333333,"[0.012744, 0.035502]"
52,False,0.234152,,3,2,0.5,2.5,0.3125,[0.012487]
53,False,2.336898,,3,2,0.5,4.5,0.45,[0.017681]
54,True,0.52689,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [46, 47, 95, None], [49, 50, 95, None], [None, None, 95, 1527]], 'department': [['dept_name', 'building', 'budget'], [30, None, 910], [40, None, 910], [95, 96, 910]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [95, 95, 95, 95], [95, 95, 95, 95], [95, 95, 95, 95]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [32, 33, 34, 906, 35, 36], [95, 95, 95, 907, 95, 95], [95, 95, 95, 725, 95, 95]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [95, 95, 95, 95, 95, 95], [95, 95, 95, 95, 95, 95], [95, 95, 95, 95, 95, 95]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [95, 95, 95, 95, 95], [95, 95, 95, 95, 95], [95, 95, 95, 95, 95]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [95, 95, 95, 95], [95, 95, 95, 95], [95, 95, 95, 95]]}",4,2,0.5,5.0,0.625,"[0.012746, 0.034126]"
55,False,,,,,,,,
56,False,,,,,,,,
57,False,0.225388,,2,1,1.0,2.0,0.16666666666666666,[0.012477]
58,False,,,,,,,,
59,True,0.023054,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [None, 6, 13, 4], [10, None, 14, 4], [10, None, 10, None]], 'department': [['dept_name', 'building', 'budget'], [10, 10, 10], [10, 10, 10], [10, 10, 10]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [10, 10, 10, 10], [10, 10, 10, 10], [10, 10, 10, 10]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10], [10, 10, 10, 10, 10, 10]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [10, 10, 10, 10, 10], [10, 10, 10, 10, 10], [10, 10, 10, 10, 10]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [10, 10, 10, 10], [10, 10, 10, 10], [10, 10, 10, 10]]}",1,0,,,,[0.01071]
60,True,0.159139,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [-612, None, 26, None], [176, 28, 29, 30]], 'department': [['dept_name', 'building', 'budget'], [-612, -612, -612], [-612, -612, -612], [-612, -612, -612]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [-612, -612, -612, -612], [-612, -612, -612, -612], [-612, -612, -612, -612]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [17, -612, 18, 2010, 19, 20], [21, -612, None, 2010, 23, 24]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [-612, -612, -612, -612, -612, -612], [-612, -612, -612, -612, -612, -612], [-612, -612, -612, -612, -612, -612]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [-612, -612, -612, -612, -612], [-612, -612, -612, -612, -612], [-612, -612, -612, -612, -612]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [-612, -612, -612, -612], [-612, -612, -612, -612], [-612, -612, -612, -612]]}",3,1,0.0,8.0,1.0,"[0.01296, 0.025405]"
61,True,0.170725,"{'course': [['course_id', 'title', 'dept_name', 'credits']], 'department': [['dept_name', 'building', 'budget']], 'instructor': [['id', 'name', 'salary', 'dept_name'], [-385, 16, None, None], [-383, None, None, None]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [-384, None, None, None, None, None], [-384, 26, None, None, None, None]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id']], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade']], 'student': [['id', 'name', 'dept_name', 'tot_cred']]}",3,1,0.0,7.0,1.0,"[0.011394, 0.027756]"
62,False,,,,,,,,
63,True,0.111514,"{'course': [['course_id', 'title', 'dept_name', 'credits'], [None, None, 30, -93], [23, 24, None, -92]], 'department': [['dept_name', 'building', 'budget'], [-92, -92, -92], [-92, -92, -92], [-92, -92, -92]], 'instructor': [['id', 'name', 'salary', 'dept_name'], [-92, -92, -92, -92], [-92, -92, -92, -92], [-92, -92, -92, -92]], 'teaches': [['id', 'course_id', 'sec_id', 'year', 'semester', 'instructor'], [-92, -92, -92, -92, -92, -92], [-92, -92, -92, -92, -92, -92], [-92, -92, -92, -92, -92, -92]], 'section': [['course_id', 'sec_id', 'year', 'building', 'room_number', 'time_slot_id'], [-92, -92, -92, -92, -92, -92], [-92, -92, -92, -92, -92, -92], [-92, -92, -92, -92, -92, -92]], 'takes': [['id', 'course_id', 'sec_id', 'year', 'grade'], [-92, -92, -92, -92, -92], [-92, -92, -92, -92, -92], [-92, -92, -92, -92, -92]], 'student': [['id', 'name', 'dept_name', 'tot_cred'], [-92, -92, -92, -92], [-92, -92, -92, -92], [-92, -92, -92, -92]]}",3,1,0.0,10.0,1.0,"[0.010306, 0.017763]"
