ID,Benchmark,?Solved,Bound,Time
94,spider-news_report-0010.txt,True,2,5.289181
95,db2csv-dog_kennels-0029_dev.txt,True,2,9.529373
96,db2csv-dog_kennels-0029_dev.txt,True,2,12.862705
97,db2csv-dog_kennels-0029_dev.txt,True,2,9.69869
98,spider_bak-county_public_safety-0002.txt,True,2,2.096971
99,spider-gas_company-0022.txt,True,2,1.762381
100,spider_bak-company_office-0002.txt,True,2,2.295622
101,spider_bak-music_4-0018.txt,,1,
102,spider_bak-book_2-0003.txt,True,2,2.931654
103,spider_bak-body_builder-0008.txt,True,2,3.903166
104,spider_bak-body_builder-0008.txt,True,2,5.890532
105,spider_bak-body_builder-0008.txt,True,2,17.609726000000002
106,spider_bak-body_builder-0008.txt,True,2,8.417451
107,spider_bak-body_builder-0008.txt,True,2,8.524143
108,spider_bak-body_builder-0008.txt,True,2,8.408805000000001
109,spider_bak-body_builder-0020.txt,True,2,1.291215
110,spider_bak-body_builder-0020.txt,True,2,2.140611
111,spider_bak-body_builder-0020.txt,True,2,2.160859
112,spider_bak-body_builder-0020.txt,True,2,2.0604050000000003
113,spider_bak-body_builder-0020.txt,True,2,2.604124
114,spider_bak-body_builder-0020.txt,True,2,2.3113930000000003
115,spider_bak-body_builder-0020.txt,True,2,1.870169
116,spider_bak-body_builder-0020.txt,True,3,5.1658100000000005
117,spider_bak-body_builder-0020.txt,True,3,7.866236
118,spider_bak-body_builder-0020.txt,True,3,6.0379629999999995
119,spider-entrepreneur-0006.txt,True,2,7.604407
120,spider-entrepreneur-0006.txt,True,2,4.396487
121,spider-entrepreneur-0006.txt,True,2,7.164643
122,spider-body_builder-0007.txt,True,2,4.203881
123,spider-body_builder-0007.txt,True,2,5.6874
124,spider-body_builder-0007.txt,True,2,10.443238
125,spider-entrepreneur-0012.txt,True,2,3.740356
126,spider-entrepreneur-0012.txt,True,2,4.640624
127,spider-entrepreneur-0012.txt,True,2,8.855803
128,spider-entrepreneur-0012.txt,True,2,3.726973
129,spider-entrepreneur-0012.txt,True,2,4.631347
130,spider-entrepreneur-0012.txt,True,2,4.406838
131,spider-entrepreneur-0012.txt,True,2,4.902925
132,spider-entrepreneur-0012.txt,True,2,10.498923
133,spider-entrepreneur-0012.txt,True,2,15.463156
134,spider-entrepreneur-0012.txt,True,2,12.177045
135,spider-body_builder-0013.txt,True,2,5.753667999999999
136,spider-body_builder-0013.txt,True,2,11.801085
137,spider-body_builder-0013.txt,True,2,5.778656
138,spider-body_builder-0013.txt,True,2,8.009367
139,spider-body_builder-0013.txt,True,2,5.955848
140,spider-body_builder-0013.txt,True,2,4.350872
141,spider-body_builder-0013.txt,True,2,5.36946
142,spider-body_builder-0013.txt,True,2,9.169873
143,spider-body_builder-0013.txt,True,2,9.593321
144,spider-body_builder-0013.txt,True,2,6.4618389999999994
145,spider-tracking_grants_for_research-0031.txt,,1,
146,spider_bak-sports_competition-0014.txt,True,2,3.602261
147,spider_bak-sports_competition-0014.txt,True,2,4.801588
148,spider_bak-sports_competition-0014.txt,True,2,3.712759
149,spider-college_2-0015.txt,,1,
150,spider_bak-climbing-0002.txt,True,2,2.181783
151,spider-soccer_2-0009.txt,True,2,2.072452
152,spider-products_for_hire-0007.txt,True,2,55.422696
153,spider-customer_deliveries-0005.txt,,1,
154,spider-flight_company-0011.txt,True,1,1.342952
155,spider-flight_company-0011.txt,True,1,1.664744
156,spider-flight_company-0011.txt,True,2,11.142208
157,spider-flight_company-0011.txt,True,1,1.590179
158,spider-flight_company-0011.txt,True,1,1.671526
159,spider-flight_company-0011.txt,True,1,1.980254
160,spider-flight_company-0011.txt,True,2,22.579919
161,spider-flight_company-0011.txt,True,1,0.991757
162,spider-flight_company-0011.txt,True,1,1.430477
163,spider-flight_company-0011.txt,True,1,1.118218
164,spider-flight_company-0011.txt,True,1,1.20812
165,spider-flight_company-0011.txt,True,1,1.371518
166,spider-flight_company-0011.txt,True,1,1.7729830000000002
167,spider-flight_company-0011.txt,True,1,1.578978
168,spider-flight_company-0011.txt,True,2,4.894968
169,spider-flight_company-0011.txt,True,1,1.3049849999999998
170,spider-flight_company-0011.txt,True,1,1.569876
171,spider-flight_company-0011.txt,True,1,1.863176
172,spider-flight_company-0011.txt,True,1,1.7211029999999998
173,spider-flight_company-0011.txt,True,1,1.864084
174,spider-flight_company-0011.txt,True,1,2.100374
175,spider-flight_company-0011.txt,True,2,11.066123
176,spider-flight_company-0011.txt,True,1,1.529943
177,spider-flight_company-0011.txt,True,1,1.594534
178,spider-flight_company-0011.txt,True,1,1.904301
179,spider-flight_company-0011.txt,True,2,5.12217
180,spider-flight_company-0011.txt,True,1,1.823101
181,spider-flight_company-0011.txt,True,1,1.719878
182,spider-flight_company-0005.txt,True,1,1.881794
183,spider-flight_company-0005.txt,,1,
184,spider-flight_company-0005.txt,,1,
185,spider_bak-student_assessment-0020.txt,False,2,1.326509
186,spider_bak-student_assessment-0020.txt,True,2,12.306413
187,spider_bak-student_assessment-0020.txt,True,2,25.164422
188,spider_bak-student_assessment-0020.txt,True,2,27.698133999999996
189,spider_bak-student_assessment-0020.txt,True,2,23.072701
190,spider_bak-student_assessment-0020.txt,False,2,1.875385
191,spider_bak-student_assessment-0020.txt,True,2,3.537078
192,spider_bak-student_assessment-0020.txt,True,2,13.064856
193,spider_bak-student_assessment-0020.txt,True,2,11.308805
194,spider_bak-student_assessment-0020.txt,True,2,12.514997
195,spider_bak-student_assessment-0020.txt,True,2,20.020967
196,spider_bak-student_assessment-0020.txt,False,2,1.034802
197,spider_bak-student_assessment-0020.txt,True,2,13.733244
198,spider_bak-student_assessment-0020.txt,True,2,3.676136
199,spider_bak-student_assessment-0020.txt,True,2,10.620017
200,spider_bak-student_assessment-0020.txt,True,2,21.585297
201,spider_bak-student_assessment-0020.txt,True,2,9.717636
202,spider_bak-student_assessment-0020.txt,True,2,24.685136
203,spider_bak-student_assessment-0020.txt,True,2,16.578111999999997
204,spider_bak-student_assessment-0020.txt,True,2,31.953995
205,spider_bak-student_assessment-0020.txt,False,2,1.429502
206,spider_bak-movie_1-0040.txt,True,2,2.797751
207,spider_bak-movie_1-0040.txt,True,2,6.756933
208,spider_bak-movie_1-0040.txt,True,2,3.315874
209,spider_bak-movie_1-0040.txt,True,2,5.645291
210,spider_bak-movie_1-0040.txt,True,2,5.051996
211,spider_bak-movie_1-0040.txt,True,2,3.995759
212,spider-customer_deliveries-0011.txt,,1,
213,spider-customer_deliveries-0011.txt,,1,
214,spider-customer_deliveries-0011.txt,,1,
215,spider_bak-party_host-0002.txt,True,2,1.52914
216,spider-candidate_poll-0009.txt,True,2,2.578584
217,spider_bak-coffee_shop-0004.txt,True,1,0.881731
218,spider-farm-0010.txt,True,2,3.782308
219,spider-farm-0010.txt,True,2,5.766094
220,spider-farm-0010.txt,True,2,4.7888079999999995
221,spider-apartment_rentals-0040.txt,True,2,13.001174
222,spider-epinions_1-0011.txt,True,2,2.753174
223,spider-epinions_1-0011.txt,True,2,10.602034
224,spider-epinions_1-0011.txt,True,2,8.142973
225,spider-farm-0004.txt,True,2,1.580447
226,spider_bak-decoration_competition-0009.txt,True,2,4.365436000000001
227,spider_bak-decoration_competition-0009.txt,True,2,4.931058
228,spider_bak-decoration_competition-0009.txt,True,2,5.785869
229,spider_bak-solvency_ii-0010.txt,True,2,1.92724
230,spider_bak-epinions_1-0008.txt,False,8,53.799099
231,db2csv-singer-0004_dev.txt,True,2,1.495135
232,spider_bak-browser_web-0018.txt,True,2,10.436529
233,spider-manufactory_1-0021.txt,False,2,1.101993
234,spider-manufactory_1-0021.txt,False,2,1.172702
235,spider-manufactory_1-0021.txt,False,2,1.000365
236,spider_bak-department_store-0003.txt,True,2,1.217626
237,spider_bak-journal_committee-0017.txt,True,1,2.004915
238,spider_bak-journal_committee-0017.txt,False,2,1.848102
239,spider_bak-journal_committee-0017.txt,True,1,2.022593
240,spider_bak-manufactory_1-0014.txt,True,2,1.585763
241,spider_bak-small_bank_1-0021.txt,True,2,11.840816
242,spider_bak-shop_membership-0008.txt,True,2,1.190357
243,db2csv-car_1-0051_dev.txt,,1,
244,spider-flight_company-0007.txt,True,2,2.022986
245,spider-flight_company-0007.txt,True,1,0.549582
246,spider-flight_company-0007.txt,True,1,0.528718
247,spider-flight_company-0007.txt,True,1,0.59074
248,spider-flight_company-0007.txt,True,1,0.55478
249,spider-flight_company-0007.txt,True,1,0.6198619999999999
250,spider-flight_company-0007.txt,True,1,0.585936
251,spider-flight_company-0007.txt,True,1,0.557632
252,spider-flight_company-0007.txt,True,1,0.5996859999999999
253,spider-flight_company-0007.txt,True,1,0.604288
254,spider-flight_company-0007.txt,True,1,0.631935
255,spider-flight_company-0007.txt,True,2,1.694594
256,spider-flight_company-0007.txt,True,1,0.590087
257,spider-flight_company-0007.txt,True,1,0.636307
258,spider-flight_company-0007.txt,True,1,0.6908070000000001
259,spider-flight_company-0007.txt,True,1,0.575214
260,spider-flight_company-0007.txt,True,1,0.602492
261,spider-flight_company-0007.txt,True,1,0.646853
262,spider-flight_company-0007.txt,True,2,1.796455
263,spider-flight_company-0007.txt,True,1,0.675939
264,spider-flight_company-0007.txt,True,1,0.6592859999999999
265,spider-college_1-0044.txt,True,2,1.197428
266,spider-tracking_grants_for_research-0027.txt,,1,
267,spider_bak-loan_1-0002.txt,True,2,0.78041
268,spider_bak-gymnast-0003.txt,True,2,1.251691
269,spider_bak-college_2-0009.txt,,1,
270,spider-body_builder-0011.txt,True,2,2.82571
271,spider-body_builder-0011.txt,True,2,4.021309
272,spider-body_builder-0011.txt,True,2,2.8204510000000003
273,spider-body_builder-0011.txt,True,2,5.445219
274,spider-body_builder-0011.txt,True,2,3.717533
275,spider-body_builder-0011.txt,True,2,5.499651999999999
276,spider_bak-scientist_1-0023.txt,True,2,24.692448
277,spider_bak-medicine_enzyme_interaction-0020.txt,True,2,1.308096
278,spider-dorm_1-0035.txt,False,2,1.387795
279,scythe-top_rated_posts-019.txt,True,2,15.798675
280,spider_bak-entertainment_awards-0005.txt,True,2,1.069331
281,spider_bak-soccer_2-0008.txt,False,8,52.534233
282,spider_bak-perpetrator-0002.txt,True,2,1.038806
283,spider-gas_company-0008.txt,True,2,2.046033
284,spider_bak-cre_Docs_and_Epenses-0023.txt,,1,
285,spider-voter_2-0006.txt,True,2,1.171498
286,spider_bak-gas_company-0003.txt,True,1,0.589871
287,spider_bak-gas_company-0003.txt,True,1,0.6415770000000001
288,spider_bak-gas_company-0003.txt,True,1,0.588622
289,spider_bak-gas_company-0003.txt,True,1,0.6187419999999999
290,spider_bak-gas_company-0003.txt,True,1,0.618797
291,spider_bak-gas_company-0003.txt,True,1,0.660909
292,spider_bak-gas_company-0003.txt,True,1,0.645856
293,spider_bak-gas_company-0003.txt,True,1,0.671118
294,spider_bak-gas_company-0003.txt,True,1,0.6519780000000001
295,spider_bak-gas_company-0003.txt,True,1,0.73578
296,spider_bak-gas_company-0003.txt,True,1,0.681294
297,spider_bak-gas_company-0003.txt,True,1,0.711306
298,spider_bak-gas_company-0003.txt,True,1,0.66205
299,spider_bak-gas_company-0003.txt,True,1,0.673296
300,spider_bak-gas_company-0003.txt,True,1,0.661258
301,spider_bak-flight_company-0008.txt,True,2,3.618346
302,spider_bak-flight_company-0008.txt,True,2,7.62562
303,spider_bak-flight_company-0008.txt,True,2,5.5524439999999995
304,spider_bak-flight_company-0008.txt,True,2,5.958959999999999
305,spider_bak-flight_company-0008.txt,True,2,6.234317000000001
306,spider-match_season-0022.txt,True,2,0.928877
307,spider_bak-architecture-0012.txt,True,2,2.159293
308,spider_bak-game_1-0036.txt,True,2,2.854109
309,db2csv-tvshow-0008_dev.txt,True,2,0.9977
310,spider-mountain_photos-0005.txt,True,1,0.8730370000000001
311,spider-mountain_photos-0005.txt,True,1,1.370645
312,spider-mountain_photos-0011.txt,True,2,1.206163
313,spider_bak-architecture-0007.txt,True,2,1.806164
314,spider_bak-architecture-0007.txt,True,1,0.532415
315,spider_bak-architecture-0007.txt,True,1,0.558694
316,spider_bak-architecture-0007.txt,True,1,0.552149
317,spider_bak-architecture-0007.txt,True,1,0.508045
318,spider_bak-architecture-0007.txt,True,1,0.613611
319,spider_bak-architecture-0007.txt,True,1,0.612248
320,spider_bak-architecture-0007.txt,True,1,0.572968
321,spider_bak-architecture-0007.txt,True,1,0.5987870000000001
322,spider_bak-architecture-0007.txt,True,1,0.538568
323,spider_bak-architecture-0007.txt,True,1,0.639109
324,spider_bak-architecture-0007.txt,True,2,1.210318
325,spider_bak-architecture-0007.txt,True,1,0.5777289999999999
326,spider_bak-architecture-0007.txt,True,1,0.581626
327,spider_bak-architecture-0007.txt,True,1,0.6835110000000001
328,spider_bak-architecture-0007.txt,True,1,0.583443
329,spider_bak-architecture-0007.txt,True,1,0.5721170000000001
330,spider_bak-architecture-0007.txt,True,1,0.660825
331,spider_bak-architecture-0007.txt,True,2,1.653534
332,spider_bak-architecture-0007.txt,True,1,0.650161
333,spider_bak-architecture-0007.txt,True,1,0.642185
334,spider_bak-tracking_share_transactions-0016.txt,,1,
335,spider_bak-music_1-0005.txt,True,2,3.180021
336,spider_bak-music_1-0005.txt,True,2,3.0454559999999997
337,spider_bak-music_1-0005.txt,True,2,3.0155019999999997
338,spider-icfp_1-0033.txt,True,2,0.990802
339,spider_bak-gas_company-0002.txt,True,2,1.224421
340,spider-gas_company-0021.txt,True,2,1.219706
341,spider-allergy_1-0002.txt,True,2,1.172304
342,db2csv-dog_kennels-0042_dev.txt,True,2,3.064354
343,spider_bak-entertainment_awards-0010.txt,True,2,10.134852
344,db2csv-dog_kennels-0052_dev.txt,False,8,57.531925
345,spider-climbing-0002.txt,True,2,1.281361
346,spider_bak-soccer_2-0009.txt,True,2,1.307248
347,spider_bak-tracking_software_problems-0016.txt,True,2,1.218301
348,db2csv-student_transcripts_tracking-0014_dev.txt,True,2,1.463044
349,spider_bak-insurance_and_eClaims-0019.txt,,1,
350,spider-products_gen_characteristics-0013.txt,True,2,2.125893
351,spider-products_gen_characteristics-0013.txt,True,2,5.185663
352,spider-products_gen_characteristics-0013.txt,True,2,7.283002
353,spider-manufacturer-0014.txt,True,2,3.051888
354,spider-manufacturer-0014.txt,True,2,4.571091
355,spider-manufacturer-0014.txt,True,2,5.177422
356,spider_bak-candidate_poll-0005.txt,True,2,1.163563
357,spider_bak-candidate_poll-0005.txt,True,2,1.316548
358,spider_bak-candidate_poll-0005.txt,True,2,3.376401
359,spider_bak-farm-0008.txt,True,2,1.484291
360,spider-entrepreneur-0005.txt,True,2,1.915288
361,spider_bak-college_2-0008.txt,,1,
362,spider-tracking_grants_for_research-0026.txt,,1,
363,spider-tracking_grants_for_research-0026.txt,,1,
364,spider-tracking_grants_for_research-0026.txt,,1,
365,spider_bak-loan_1-0003.txt,True,2,2.0758780000000003
366,spider_bak-loan_1-0003.txt,True,1,1.134376
367,spider_bak-loan_1-0003.txt,True,1,1.514502
368,spider_bak-loan_1-0003.txt,True,1,1.588752
369,spider_bak-loan_1-0003.txt,,1,
370,spider_bak-loan_1-0003.txt,,1,
371,spider_bak-loan_1-0003.txt,True,1,1.5430290000000002
372,spider_bak-loan_1-0003.txt,True,1,1.4383279999999998
373,spider_bak-loan_1-0003.txt,True,1,1.4531390000000002
374,spider_bak-loan_1-0003.txt,,1,
375,spider_bak-loan_1-0003.txt,,1,
376,spider_bak-loan_1-0003.txt,True,2,2.1254850000000003
377,spider_bak-loan_1-0003.txt,True,1,1.293373
378,spider_bak-loan_1-0003.txt,,1,
379,spider_bak-loan_1-0003.txt,,1,
380,spider_bak-loan_1-0003.txt,True,1,1.3340299999999998
381,spider_bak-loan_1-0003.txt,,1,
382,spider_bak-loan_1-0003.txt,,1,
383,spider_bak-loan_1-0003.txt,,1,
384,spider_bak-loan_1-0003.txt,,1,
385,spider_bak-loan_1-0003.txt,,1,
386,spider_bak-hospital_1-0050.txt,,1,
387,spider_bak-hospital_1-0050.txt,,1,
388,spider_bak-hospital_1-0050.txt,,1,
389,spider_bak-gymnast-0016.txt,True,2,5.132941
390,spider_bak-gymnast-0016.txt,True,2,5.833603
391,spider_bak-gymnast-0016.txt,True,2,7.783409
392,spider-college_2-0016.txt,,1,
393,db2csv-dog_kennels-0030_dev.txt,True,2,4.281346
394,spider-products_for_hire-0010.txt,True,2,7.997271
395,spider_bak-school_finance-0004.txt,True,2,2.029655
396,spider_bak-school_finance-0004.txt,True,2,2.272155
397,spider_bak-school_finance-0004.txt,True,2,2.177734
398,spider_bak-school_finance-0004.txt,True,2,2.190079
399,spider-browser_web-0006.txt,True,1,0.941814
400,spider-browser_web-0006.txt,True,1,1.039862
401,spider-browser_web-0006.txt,True,1,0.985316
402,spider-browser_web-0006.txt,True,1,0.915247
403,spider-browser_web-0006.txt,True,1,1.145118
404,spider-browser_web-0006.txt,True,1,1.150481
405,spider-browser_web-0006.txt,True,1,1.220663
406,spider-browser_web-0006.txt,True,1,1.083816
407,spider-browser_web-0006.txt,True,1,1.073616
408,spider-browser_web-0006.txt,True,1,1.134046
409,spider_bak-shop_membership-0009.txt,True,2,1.388493
410,spider_bak-shop_membership-0009.txt,True,2,4.010286
411,spider_bak-shop_membership-0009.txt,True,2,2.115995
412,spider-musical-0009.txt,,1,
413,spider-musical-0009.txt,,1,
414,spider-musical-0009.txt,,1,
415,spider-manufactory_1-0020.txt,True,2,3.5995429999999997
416,spider-manufactory_1-0020.txt,True,2,3.101224
417,spider-manufactory_1-0020.txt,True,2,4.114021
418,spider-manufactory_1-0020.txt,True,2,3.638195
419,spider-manufactory_1-0020.txt,True,2,3.24345
420,spider-manufactory_1-0020.txt,True,2,3.793255
421,spider-manufactory_1-0020.txt,True,2,3.124722
422,spider-manufactory_1-0020.txt,True,2,4.069043
423,spider-manufactory_1-0020.txt,True,2,5.730345
424,spider_bak-journal_committee-0002.txt,True,2,2.03368
425,spider-customers_and_addresses-0020.txt,True,1,0.901104
426,spider_bak-small_bank_1-0008.txt,True,2,15.914441
427,spider_bak-coffee_shop-0007.txt,True,2,3.750818
428,spider-farm-0007.txt,True,2,2.464064
429,spider_bak-epinions_1-0021.txt,False,2,1.456549
430,spider_bak-epinions_1-0021.txt,False,2,1.303311
431,spider_bak-epinions_1-0021.txt,False,2,1.694764
432,db2csv-concert_singer-0003_dev.txt,True,2,1.52923
433,spider-farm-0013.txt,True,2,4.598833
434,spider-farm-0013.txt,True,2,10.813111
435,spider-farm-0013.txt,True,2,11.257978
436,spider-farm-0013.txt,True,2,8.241516
437,spider-farm-0013.txt,True,2,8.744562
438,spider-farm-0013.txt,True,2,13.486242
439,spider_bak-coffee_shop-0003.txt,True,2,1.758405
440,spider_bak-coffee_shop-0003.txt,True,1,1.1027
441,spider_bak-coffee_shop-0003.txt,True,1,1.402028
442,spider_bak-coffee_shop-0003.txt,True,1,1.410382
443,spider_bak-coffee_shop-0003.txt,True,1,1.24743
444,spider_bak-coffee_shop-0003.txt,True,2,2.833917
445,spider_bak-epinions_1-0025.txt,False,2,1.45117
446,spider_bak-epinions_1-0025.txt,False,2,1.299995
447,spider_bak-epinions_1-0025.txt,False,2,1.613513
448,spider-farm-0003.txt,True,2,2.245673
449,spider-farm-0003.txt,True,1,1.073276
450,spider-farm-0003.txt,True,1,0.964652
451,spider-farm-0003.txt,True,1,1.099014
452,spider-farm-0003.txt,True,1,0.976847
453,spider-farm-0003.txt,True,1,1.2364780000000002
454,spider-farm-0003.txt,True,1,1.2774679999999998
455,spider-farm-0003.txt,True,1,1.149271
456,spider-farm-0003.txt,True,1,1.124981
457,spider-farm-0003.txt,True,1,0.953095
458,spider-farm-0003.txt,True,1,1.437266
459,spider-farm-0003.txt,True,1,1.05213
460,spider-farm-0003.txt,True,1,1.014429
461,spider-farm-0003.txt,True,2,2.400895
462,spider-farm-0003.txt,True,1,1.053088
463,spider-farm-0003.txt,True,2,2.736383
464,spider-farm-0003.txt,True,1,0.982919
465,spider-farm-0003.txt,True,1,1.082455
466,spider-farm-0003.txt,True,1,0.897787
467,spider-farm-0003.txt,True,1,0.908487
468,spider-farm-0003.txt,True,1,1.016998
469,spider-shop_membership-0009.txt,True,2,1.45513
470,spider-shop_membership-0009.txt,True,2,1.63025
471,spider-shop_membership-0009.txt,True,2,6.6927650000000005
472,spider-manufactory_1-0018.txt,True,2,3.553744
473,spider-manufactory_1-0018.txt,True,2,2.724589
474,spider-manufactory_1-0018.txt,True,2,2.800125
475,spider-manufactory_1-0018.txt,True,2,3.320061
476,spider-manufactory_1-0018.txt,True,2,2.659723
477,spider-manufactory_1-0018.txt,True,2,3.96527
478,spider_bak-climbing-0011.txt,True,2,4.405369
479,spider_bak-climbing-0011.txt,True,2,3.588272
480,spider_bak-climbing-0011.txt,True,2,12.528827
481,spider_bak-climbing-0005.txt,True,2,2.173162
482,db2csv-orchestra-0025_dev.txt,True,2,3.856954
483,db2csv-orchestra-0025_dev.txt,True,2,11.230216
484,db2csv-orchestra-0025_dev.txt,True,2,10.461468
485,db2csv-orchestra-0025_dev.txt,True,2,5.6395230000000005
486,db2csv-orchestra-0025_dev.txt,True,2,9.271482
487,db2csv-orchestra-0025_dev.txt,True,2,10.455069
488,spider-soccer_2-0026.txt,True,2,6.027646
489,spider-soccer_2-0026.txt,True,2,5.8317820000000005
490,spider-soccer_2-0026.txt,True,2,6.122439
491,spider-browser_web-0002.txt,True,2,1.4726089999999998
492,spider-flight_company-0002.txt,True,2,1.877967
493,spider-flight_company-0002.txt,True,2,2.798173
494,spider-flight_company-0002.txt,True,2,3.704681
495,spider_bak-college_1-0077.txt,True,1,1.654274
496,spider_bak-college_1-0077.txt,True,2,7.18127
497,spider_bak-college_1-0077.txt,True,1,1.868871
498,spider_bak-college_1-0077.txt,True,2,25.671605
499,spider_bak-college_1-0077.txt,True,1,1.837878
500,spider_bak-college_1-0077.txt,True,1,2.123692
501,spider_bak-college_1-0077.txt,True,1,1.6820940000000002
502,spider_bak-college_1-0077.txt,True,2,5.828104
503,spider_bak-college_1-0077.txt,True,1,1.827227
504,spider_bak-college_1-0077.txt,True,2,17.174902
505,spider_bak-college_1-0077.txt,True,2,12.29943
506,spider_bak-college_1-0077.txt,True,1,1.937505
507,spider_bak-college_1-0077.txt,True,2,15.446677
508,spider_bak-college_1-0077.txt,True,1,1.822418
509,spider_bak-college_1-0077.txt,True,1,2.352691
510,spider_bak-college_1-0077.txt,True,1,1.6573019999999998
