ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,solving times,AST size,nodes changed
619,39,True,"{'mynumbers': [['num'], [2108], [None], [None]]}",0.051282,False,,2.0,0.0,,[],[],"[0.000786, 0.009438]",8.0,[]
619,40,,,,False,,,,,,,,,
619,41,False,,15.76359,False,,2.0,1.0,1.0,[6],[6],[0.014186],6.0,[]
619,42,False,,19.303838,False,,2.0,1.0,1.0,[6],[6],[0.001318],6.0,[]
619,43,False,,18.274818,False,,2.0,1.0,1.0,[6],[6],[0.007504],6.0,[]
619,44,False,"{'mynumbers': [['num'], [None], [237], [None]]}",0.046721,False,,2.0,0.0,,[],[],"[0.008744, 0.003238]",6.0,[]
619,45,False,,17.607048,False,,2.0,1.0,1.0,[6],[6],[0.001507],6.0,[]
619,46,False,,17.005043,False,,2.0,1.0,1.0,[6],[6],[0.00083],6.0,[]
619,47,,,,False,,,,,,,,,
619,48,,,,False,,,,,,,,,
619,49,,,,False,,,,,,,,,
619,50,False,,13.273714,False,,2.0,1.0,1.0,[6],[6],[0.00679],6.0,[]
619,51,,,,False,,,,,,,,,
619,52,False,"{'mynumbers': [['num'], [None], [-410]]}",0.039899,False,,2.0,0.0,,[],[],"[0.000765, 0.002788]",7.0,[]
619,53,,,,False,,,,,,,,,
619,54,False,,14.883193,False,0.250738,2.0,1.0,1.0,[6],[6],[0.000725],6.0,[]
619,55,False,,12.771842,False,,2.0,1.0,1.0,[6],[6],[0.009472],6.0,[]
619,56,False,,11.805163,False,,2.0,1.0,1.0,[6],[6],[0.000797],6.0,[]
619,57,,,,False,,,,,,,,,
619,58,False,,8.26025,False,,2.0,1.0,1.0,[6],[6],[0.006829],6.0,[]
619,59,False,,7.583616,False,,2.0,1.0,1.0,[6],[6],[0.00739],6.0,[]
619,60,,,,False,,,,,,,,,
619,61,False,,14.901717,False,,2.0,1.0,1.0,[6],[6],[0.007733],6.0,[]
619,62,,,,False,,,,,,,,,
619,63,,,,False,,,,,,,,,
619,64,,,,False,,,,,,,,,
619,65,,,,False,,,,,,,,,
619,66,,,,False,,,,,,,,,
619,67,,,,False,,,,,,,,,
619,68,False,,18.756809,False,,2.0,1.0,1.0,[6],[6],[0.010302],6.0,[]
619,69,False,"{'mynumbers': [['num'], [-411], [-410]]}",0.073503,False,,2.0,0.0,,[],[],"[0.012683, 0.017383]",7.0,[]
619,70,,,,False,,,,,,,,,
619,71,,,,False,,,,,,,,,
619,72,False,,16.572594,False,,2.0,1.0,1.0,[6],[6],[0.000847],6.0,[]
619,73,,,,False,,,,,,,,,
619,74,False,"{'mynumbers': [['num'], [6], [-413], [6]]}",0.061556,False,,2.0,0.0,,[],[],"[0.007218, 0.009438]",6.0,[]
619,75,False,,18.741734,False,,2.0,1.0,1.0,[6],[6],[0.000967],6.0,[]
619,76,True,{'mynumbers': [['num']]},0.068665,False,0.25406,3.0,1.0,0.0,[1],[5],"[0.001162, 0.001653]",5.0,[2]
619,77,True,{'mynumbers': [['num']]},0.066738,False,,3.0,1.0,0.0,[1],[5],"[0.001251, 0.001507]",5.0,[2]
619,78,True,"{'mynumbers': [['num'], [0], [None], [-6813]]}",0.04497,False,,2.0,0.0,,[],[],"[0.001451, 0.002767]",5.0,[]
619,79,True,"{'mynumbers': [['num'], [0], [6], [6]]}",0.053545,False,,2.0,0.0,,[],[],"[0.000793, 0.011931]",6.0,[]
619,80,,,,False,,,,,,,,,
619,81,,,,False,,,,,,,,,
619,82,,,,False,,,,,,,,,
619,83,,,,False,,,,,,,,,
619,84,False,,12.255241,False,,2.0,1.0,1.0,[6],[6],[0.008172],6.0,[]
619,85,False,,15.242248,False,,2.0,1.0,1.0,[6],[6],[0.008774],6.0,[]
619,86,False,,10.537649,False,,2.0,1.0,1.0,[6],[6],[0.000861],6.0,[]
619,87,,,,False,,,,,,,,,
619,88,False,,8.460218,False,,2.0,1.0,1.0,[6],[6],[0.006655],6.0,[]
619,89,False,,8.664891,False,,2.0,1.0,1.0,[6],[6],[0.007522],6.0,[]
619,90,False,,13.757374,False,,2.0,1.0,1.0,[6],[6],[0.009787],6.0,[]
619,91,False,,14.299095,False,,2.0,1.0,1.0,[6],[6],[0.010085],6.0,[]
619,92,,,,False,,,,,,,,,
619,93,,,,False,,,,,,,,,
619,94,False,,15.316961,False,,2.0,1.0,1.0,[6],[6],[0.007984],6.0,[]
619,95,False,,16.474545,False,,2.0,1.0,1.0,[6],[6],[0.00744],6.0,[]
619,96,False,,17.514208,False,,2.0,1.0,1.0,[6],[6],[0.007734],6.0,[]
619,97,False,,20.460543,False,,2.0,1.0,1.0,[6],[6],[0.00148],6.0,[]
619,98,,,,False,,,,,,,,,
619,99,False,,15.259317,False,,2.0,1.0,1.0,[6],[6],[0.006889],6.0,[]
619,100,,,,False,,,,,,,,,
619,101,False,"{'mynumbers': [['num'], [None], [2771], [-2]]}",0.041128,False,,2.0,0.0,,[],[],"[0.006963, 0.011145]",6.0,[]
619,102,,,,False,,,,,,,,,
619,103,False,,18.601088,False,,2.0,1.0,1.0,[6],[6],[0.007481],6.0,[]
619,104,False,,13.624013,False,,2.0,1.0,1.0,[6],[6],[0.000685],6.0,[]
619,105,False,,12.471853,False,,2.0,1.0,1.0,[6],[6],[0.007707],6.0,[]
619,106,False,,11.935921,False,,2.0,1.0,1.0,[6],[6],[0.011338],6.0,[]
619,107,False,,12.146137,False,,2.0,1.0,1.0,[6],[6],[0.007649],6.0,[]
619,108,False,,12.335739,False,,2.0,1.0,1.0,[6],[6],[0.000753],6.0,[]
619,109,False,,11.691057,False,,2.0,1.0,1.0,[6],[6],[0.007015],6.0,[]
619,110,False,,15.021805,False,,2.0,1.0,1.0,[6],[6],[0.006898],6.0,[]
619,111,False,,10.481593,False,,2.0,1.0,1.0,[6],[6],[0.007032],6.0,[]
619,112,False,,7.844661,False,,2.0,1.0,1.0,[6],[6],[0.000749],6.0,[]
619,113,False,,7.606138,False,,2.0,1.0,1.0,[6],[6],[0.006675],6.0,[]
619,114,False,,6.112166,False,,2.0,1.0,1.0,[6],[6],[0.00657],6.0,[]
619,115,,,,False,,,,,,,,,
619,116,False,,4.740076,False,,2.0,1.0,1.0,[6],[6],[0.006386],6.0,[]
619,117,,,,False,,,,,,,,,
619,118,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.106682,False,,2.0,0.0,,[],[],"[0.038375, 0.007708]",6.0,[]
619,119,False,,14.438195,False,0.242317,2.0,1.0,1.0,[6],[6],[0.011463],6.0,[]
619,120,False,,16.524719,False,,2.0,1.0,1.0,[6],[6],[0.006011],6.0,[]
619,121,,,,False,,,,,,,,,
619,122,,,,False,,,,,,,,,
619,123,,,,False,,,,,,,,,
619,124,,,,False,,,,,,,,,
619,125,False,,16.802535,False,,2.0,1.0,1.0,[6],[6],[0.006796],6.0,[]
619,126,False,,18.027982,False,,2.0,1.0,1.0,[6],[6],[0.001134],6.0,[]
619,127,False,,17.360565,False,,2.0,1.0,1.0,[6],[6],[0.000923],6.0,[]
619,128,False,,19.698643,False,,2.0,1.0,1.0,[6],[6],[0.010505],6.0,[]
619,129,False,,15.115338,False,,2.0,1.0,1.0,[6],[6],[0.00677],6.0,[]
619,130,False,,19.486242,False,,2.0,1.0,1.0,[6],[6],[0.000915],6.0,[]
619,131,False,,17.962238,False,,2.0,1.0,1.0,[6],[6],[0.00106],6.0,[]
619,132,False,,16.915685,False,,2.0,1.0,1.0,[6],[6],[0.006435],6.0,[]
619,133,False,,17.069113,False,,2.0,1.0,1.0,[6],[6],[0.00731],6.0,[]
619,134,False,,21.980983,False,,2.0,1.0,1.0,[6],[6],[0.008985],6.0,[]
619,135,False,,17.2668,False,,2.0,1.0,1.0,[6],[6],[0.007167],6.0,[]
619,136,False,,18.414224,False,,2.0,1.0,1.0,[6],[6],[0.010705],6.0,[]
619,137,,,,False,,,,,,,,,
619,138,False,,16.74618,False,,2.0,1.0,1.0,[6],[6],[0.0069],6.0,[]
619,139,,,,False,,,,,,,,,
619,140,False,,13.792295,False,,2.0,1.0,1.0,[6],[6],[0.007356],6.0,[]
619,141,False,,12.51682,False,,2.0,1.0,1.0,[6],[6],[0.001007],6.0,[]
619,142,False,,10.011526,False,,2.0,1.0,1.0,[6],[6],[0.006663],6.0,[]
619,143,False,,7.359997,False,,2.0,1.0,1.0,[6],[6],[0.006823],6.0,[]
619,144,,,,False,,,,,,,,,
619,145,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.138795,False,,2.0,0.0,,[],[],"[0.006956, 0.007815]",6.0,[]
619,146,,,,False,,,,,,,,,
619,147,,,,False,,,,,,,,,
619,148,,,,False,,,,,,,,,
619,149,,,,False,,,,,,,,,
619,150,True,"{'mynumbers': [['num'], [None], [None], [-6529]]}",0.054931,False,,2.0,0.0,,[],[],"[0.007891, 0.015388]",7.0,[]
619,151,False,,20.940684,False,,2.0,1.0,1.0,[6],[6],[0.001264],6.0,[]
619,152,False,,14.981687,False,,2.0,1.0,1.0,[6],[6],[0.006469],6.0,[]
619,153,False,,15.72568,False,,2.0,1.0,1.0,[6],[6],[0.000638],6.0,[]
619,154,False,,24.139952,False,,2.0,1.0,1.0,[6],[6],[0.024471],6.0,[]
619,155,False,,19.771342,False,,2.0,1.0,1.0,[6],[6],[0.000602],6.0,[]
619,156,False,,16.679164,False,,2.0,1.0,1.0,[6],[6],[0.007763],6.0,[]
619,157,False,,17.558051,False,,2.0,1.0,1.0,[6],[6],[0.006821],6.0,[]
619,158,False,"{'mynumbers': [['num'], [6], [237], [6]]}",0.041288,False,,2.0,0.0,,[],[],"[0.000553, 0.002314]",6.0,[]
619,159,False,,21.214491,False,,2.0,1.0,1.0,[6],[6],[0.000737],6.0,[]
619,160,False,,14.361875,False,,2.0,1.0,1.0,[6],[6],[0.000748],6.0,[]
619,161,,,,False,,,,,,,,,
619,162,False,,17.057201,False,,2.0,1.0,1.0,[6],[6],[0.012261],6.0,[]
619,163,False,,22.555652,False,,2.0,1.0,1.0,[6],[6],[0.000993],6.0,[]
619,164,,,,False,,,,,,,,,
619,165,False,,14.274643,False,,2.0,1.0,1.0,[6],[6],[0.018266],6.0,[]
619,166,False,,16.739752,False,,2.0,1.0,1.0,[6],[6],[0.006497],6.0,[]
619,167,False,,14.449576,False,,2.0,1.0,1.0,[6],[6],[0.006659],6.0,[]
619,168,False,,13.730835,False,,2.0,1.0,1.0,[6],[6],[0.006879],6.0,[]
619,169,,,,False,,,,,,,,,
619,170,False,,11.974656,False,,2.0,1.0,1.0,[6],[6],[0.006798],6.0,[]
619,171,,,,False,,,,,,,,,
619,172,,,,False,,,,,,,,,
619,173,,,,False,,,,,,,,,
619,174,False,,5.134425,False,,2.0,1.0,1.0,[6],[6],[0.006936],6.0,[]
619,175,,,,False,,,,,,,,,
619,176,,,,False,,,,,,,,,
619,177,,,,False,,,,,,,,,
619,178,,,,False,,,,,,,,,
619,179,,,,False,,,,,,,,,
619,180,False,,19.672573,False,,2.0,1.0,1.0,[6],[6],[0.010834],6.0,[]
619,181,False,"{'mynumbers': [['num'], [505], [264], [505]]}",0.054298,False,,2.0,0.0,,[],[],"[0.001528, 0.004595]",6.0,[]
619,182,,,,False,,,,,,,,,
619,183,,,,False,,,,,,,,,
619,184,,,,False,,,,,,,,,
619,185,False,,16.542007,False,,2.0,1.0,1.0,[6],[6],[0.007046],6.0,[]
619,186,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.046506,False,,2.0,0.0,,[],[],"[0.008936, 0.002012]",6.0,[]
619,187,False,,16.904593,False,,2.0,1.0,1.0,[6],[6],[0.001171],6.0,[]
619,188,False,,23.833325,False,0.239478,2.0,1.0,1.0,[6],[6],[0.007501],6.0,[]
619,189,False,,17.020811,False,0.247341,2.0,1.0,1.0,[6],[6],[0.001011],6.0,[]
619,190,False,,17.564247,False,0.2390709999999999,2.0,1.0,1.0,[6],[6],[0.006494],6.0,[]
619,191,,,,False,,,,,,,,,
619,192,,,,False,,,,,,,,,
619,193,False,,13.175098,False,0.258645,2.0,1.0,1.0,[6],[6],[0.000765],6.0,[]
619,194,False,,12.818273,False,0.237817,2.0,1.0,1.0,[6],[6],[0.000757],6.0,[]
619,195,False,,15.358749,False,0.239375,2.0,1.0,1.0,[6],[6],[0.007027],6.0,[]
619,196,True,{'mynumbers': [['num']]},0.06282,False,0.251981,3.0,1.0,0.0,[1],[5],"[0.001236, 0.001387]",5.0,[2]
619,197,False,,19.227333,False,0.24369,2.0,1.0,1.0,[6],[6],[0.008065],6.0,[]
619,198,False,,16.880806,False,0.238471,2.0,1.0,1.0,[6],[6],[0.001099],6.0,[]
619,199,False,,12.493672,False,0.2420749999999999,2.0,1.0,1.0,[6],[6],[0.000716],6.0,[]
619,200,False,,11.659638,False,0.240283,2.0,1.0,1.0,[6],[6],[0.000803],6.0,[]
619,201,False,,11.201177,False,0.242237,2.0,1.0,1.0,[6],[6],[0.006275],6.0,[]
619,202,,,,False,,,,,,,,,
619,203,,,,False,,,,,,,,,
619,204,False,,14.100151,False,0.245389,2.0,1.0,1.0,[6],[6],[0.000797],6.0,[]
619,205,False,,13.281041,False,0.244755,2.0,1.0,1.0,[6],[6],[0.00691],6.0,[]
619,206,,,,False,,,,,,,,,
619,207,False,,11.896893,False,0.239839,2.0,1.0,1.0,[6],[6],[0.007238],6.0,[]
619,208,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.038739,False,,2.0,0.0,,[],[],"[0.000722, 0.002466]",6.0,[]
619,209,,,,False,,,,,,,,,
619,210,False,,14.020889,False,0.240452,2.0,1.0,1.0,[6],[6],[0.000994],6.0,[]
619,211,False,,14.174275,False,0.23947,2.0,1.0,1.0,[6],[6],[0.000963],6.0,[]
619,212,False,,13.132394,False,0.2468209999999999,2.0,1.0,1.0,[6],[6],[0.008014],6.0,[]
619,213,False,,24.974461,False,0.246241,2.0,1.0,1.0,[6],[6],[0.000756],6.0,[]
619,214,False,"{'mynumbers': [['num'], [-411], [-410]]}",0.047574,False,,2.0,0.0,,[],[],"[0.007146, 0.001856]",6.0,[]
619,215,False,,19.023248,False,0.251648,2.0,1.0,1.0,[6],[6],[0.000914],6.0,[]
619,216,,,,False,0.248178,,,,,,,,
619,217,False,,17.451616,False,0.253393,2.0,1.0,1.0,[6],[6],[0.001172],6.0,[]
619,218,False,,17.23047,False,0.248183,2.0,1.0,1.0,[6],[6],[0.00076],6.0,[]
619,219,,,,False,0.301954,,,,,,,,
619,220,,,,False,,,,,,,,,
619,221,,,,False,,,,,,,,,
619,222,,,,False,0.255031,,,,,,,,
619,223,False,,16.829503,False,0.259055,2.0,1.0,1.0,[6],[6],[0.000707],6.0,[]
619,224,,,,False,0.244488,,,,,,,,
619,225,False,,16.397976,False,0.245759,2.0,1.0,1.0,[6],[6],[0.008457],6.0,[]
619,226,False,,17.158855,False,0.253482,2.0,1.0,1.0,[6],[6],[0.006467],6.0,[]
619,227,,,,False,0.246805,,,,,,,,
619,228,,,,False,0.252729,,,,,,,,
619,229,,,,False,,,,,,,,,
619,230,False,,12.297907,False,0.235257,2.0,1.0,1.0,[6],[6],[0.008977],6.0,[]
619,231,True,"{'mynumbers': [['num'], [6], [6], [-9245]]}",0.045442,True,0.212792,2.0,0.0,,[],[],"[0.007667, 0.010683]",6.0,[]
619,232,False,,13.478446,False,0.247637,2.0,1.0,1.0,[6],[6],[0.001365],6.0,[]
619,233,False,,15.35108,False,0.243099,2.0,1.0,1.0,[6],[6],[0.000749],6.0,[]
619,234,False,,10.549585,False,0.261246,2.0,1.0,1.0,[6],[6],[0.00688],6.0,[]
619,235,,,,False,,,,,,,,,
619,236,False,"{'mynumbers': [['num'], [None], [5793], [5792]]}",0.063189,False,0.243349,2.0,0.0,,[],[],"[0.012179, 0.017092]",6.0,[]
619,237,False,,17.577894,False,0.240197,2.0,1.0,1.0,[6],[6],[0.010371],6.0,[]
619,238,True,{'mynumbers': [['num']]},0.07552,False,0.235443,3.0,1.0,0.0,[1],[5],"[0.001106, 0.001371]",5.0,[2]
619,239,False,,15.861465,False,0.2364699999999999,2.0,1.0,1.0,[6],[6],[0.001408],6.0,[]
619,240,False,"{'mynumbers': [['num'], [-1429], [None], [-1667]]}",0.045866,False,0.247227,2.0,0.0,,[],[],"[0.000996, 0.003547]",6.0,[]
619,241,,,,False,0.241257,,,,,,,,
619,242,False,,14.966939,False,0.242699,2.0,1.0,1.0,[6],[6],[0.007602],6.0,[]
619,243,,,,False,0.23768,,,,,,,,
619,244,False,,17.373652,False,0.2468179999999999,2.0,1.0,1.0,[6],[6],[0.010749],6.0,[]
619,245,False,,17.109744,False,0.24221,2.0,1.0,1.0,[6],[6],[0.008986],6.0,[]
619,246,False,,21.106448,False,0.238481,2.0,1.0,1.0,[6],[6],[0.006649],6.0,[]
619,247,True,{'mynumbers': [['num']]},0.908895,False,0.238678,3.0,1.0,0.0,[1],[5],"[0.001202, 0.002143]",5.0,[2]
619,248,False,,14.066164,False,0.2320269999999999,2.0,1.0,1.0,[6],[6],[0.000789],6.0,[]
619,249,,,,False,,,,,,,,,
619,250,False,,20.678381,False,0.2366359999999999,2.0,1.0,1.0,[6],[6],[0.008772],6.0,[]
619,251,,,,False,0.238757,,,,,,,,
619,252,False,,21.402013,False,0.241479,2.0,1.0,1.0,[6],[6],[0.000735],6.0,[]
619,253,,,,False,,,,,,,,,
619,254,,,,False,0.239196,,,,,,,,
619,255,False,,12.129792,False,0.244053,2.0,1.0,1.0,[6],[6],[0.007947],6.0,[]
619,256,False,,19.451425,False,0.240222,2.0,1.0,1.0,[6],[6],[0.007685],6.0,[]
619,257,False,,14.62575,False,0.2402119999999999,2.0,1.0,1.0,[6],[6],[0.001418],6.0,[]
619,258,False,,12.329278,False,0.239923,2.0,1.0,1.0,[6],[6],[0.018562],6.0,[]
619,259,,,,False,,,,,,,,,
619,260,False,"{'mynumbers': [['num'], [-160], [-159], [None]]}",0.054561,False,0.631765,2.0,0.0,,[],[],"[0.001399, 0.006478]",9.0,[]
619,261,,,,False,,,,,,,,,
619,262,,,,False,,,,,,,,,
619,263,,,,False,0.254018,,,,,,,,
619,264,,,,False,0.242191,,,,,,,,
619,265,,,,False,0.248232,,,,,,,,
619,266,False,,21.000037,False,0.2412349999999999,2.0,1.0,1.0,[6],[6],[0.008057],6.0,[]
619,267,,,,False,0.2591179999999999,,,,,,,,
619,268,,,,False,,,,,,,,,
619,269,False,,15.182599,False,0.239929,2.0,1.0,1.0,[6],[6],[0.010862],6.0,[]
619,270,False,,17.332563,False,0.239943,2.0,1.0,1.0,[6],[6],[0.007216],6.0,[]
619,271,,,,False,0.348787,,,,,,,,
619,272,True,"{'mynumbers': [['num'], [None], [None], [-6529]]}",0.075357,True,0.247368,2.0,0.0,,[],[],"[0.01134, 0.00373]",7.0,[]
619,273,False,,19.448105,False,0.2419369999999999,2.0,1.0,1.0,[6],[6],[0.001418],6.0,[]
619,274,,,,False,,,,,,,,,
619,275,False,,19.487822,False,0.25416,2.0,1.0,1.0,[6],[6],[0.000682],6.0,[]
619,276,,,,False,0.282337,,,,,,,,
619,277,False,,16.465495,False,0.246993,2.0,1.0,1.0,[6],[6],[0.000787],6.0,[]
619,278,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.061543,False,,2.0,0.0,,[],[],"[0.00758, 0.001995]",6.0,[]
619,279,False,,14.0207,False,0.270398,2.0,1.0,1.0,[6],[6],[0.009953],6.0,[]
619,280,False,,12.117662,False,0.25153,2.0,1.0,1.0,[6],[6],[0.011804],6.0,[]
619,281,True,{'mynumbers': [['num']]},0.067703,False,0.25406,3.0,1.0,0.0,[1],[5],"[0.001076, 0.001316]",5.0,[2]
619,282,False,,15.631636,False,0.260021,2.0,1.0,1.0,[6],[6],[0.00081],6.0,[]
619,283,False,,15.590669,False,0.252659,2.0,1.0,1.0,[6],[6],[0.000798],6.0,[]
619,284,False,,0.080614,False,0.254005,1.0,1.0,1.0,[2],[2],[],6.0,[]
619,285,False,,18.675772,False,0.268041,2.0,1.0,1.0,[6],[6],[0.000687],6.0,[]
619,286,,,,False,,,,,,,,,
619,287,False,,14.121252,False,0.2467559999999999,2.0,1.0,1.0,[6],[6],[0.00073],6.0,[]
619,288,,,,False,0.250754,,,,,,,,
619,289,,,,False,,,,,,,,,
619,290,False,,13.256814,False,0.247082,2.0,1.0,1.0,[6],[6],[0.006572],6.0,[]
619,291,False,,10.085752,False,0.254248,2.0,1.0,1.0,[6],[6],[0.000793],6.0,[]
619,292,,,,False,0.246721,,,,,,,,
619,293,False,"{'mynumbers': [['num'], [4136], [4135]]}",0.05406,False,,2.0,0.0,,[],[],"[0.007178, 0.011133]",7.0,[]
619,294,False,"{'mynumbers': [['num'], [-4187], [None]]}",0.066614,False,,2.0,0.0,,[],[],"[0.016638, 0.011728]",7.0,[]
619,295,False,,16.131162,False,0.250661,2.0,1.0,1.0,[6],[6],[0.001258],6.0,[]
619,296,False,,15.382199,False,0.237819,2.0,1.0,1.0,[6],[6],[0.000702],6.0,[]
619,297,False,,14.507476,False,0.241428,2.0,1.0,1.0,[6],[6],[0.000711],6.0,[]
619,298,False,,25.05574,False,0.24065,2.0,1.0,1.0,[6],[6],[0.00072],6.0,[]
619,299,,,,False,0.325204,,,,,,,,
619,300,False,"{'mynumbers': [['num'], [237], [-413], [-414]]}",0.049837,False,,2.0,0.0,,[],[],"[0.000731, 0.003747]",7.0,[]
619,301,False,,20.924829,False,0.236222,2.0,1.0,1.0,[6],[6],[0.001304],6.0,[]
619,302,False,,14.05907,False,0.2412059999999999,2.0,1.0,1.0,[6],[6],[0.008204],6.0,[]
619,303,,,,False,,,,,,,,,
619,304,,,,False,,,,,,,,,
619,305,False,,15.460842,False,0.246136,2.0,1.0,1.0,[6],[6],[0.000804],6.0,[]
619,306,False,,22.860611,False,0.240431,2.0,1.0,1.0,[6],[6],[0.000886],6.0,[]
619,307,False,,22.834732,False,0.248039,2.0,1.0,1.0,[6],[6],[0.006681],6.0,[]
619,308,False,,14.442362,False,0.244231,2.0,1.0,1.0,[6],[6],[0.091244],6.0,[]
619,309,,,,False,0.240894,,,,,,,,
619,310,False,,18.858759,False,0.244391,2.0,1.0,1.0,[6],[6],[0.007471],6.0,[]
619,311,False,,19.942487,False,0.249719,2.0,1.0,1.0,[6],[6],[0.006282],6.0,[]
619,312,True,"{'mynumbers': [['num'], [-410], [-410], [0]]}",0.052329,True,0.208832,2.0,0.0,,[],[],"[0.007435, 0.015461]",6.0,[]
619,313,False,,17.646255,False,0.251263,2.0,1.0,1.0,[6],[6],[0.001112],6.0,[]
619,314,,,,False,,,,,,,,,
619,315,,,,False,0.241489,,,,,,,,
619,316,False,,15.176489,False,0.24053,2.0,1.0,1.0,[6],[6],[0.007132],6.0,[]
619,317,,,,False,0.247411,,,,,,,,
619,318,False,,13.749158,False,0.255569,2.0,1.0,1.0,[6],[6],[0.007978],6.0,[]
619,319,False,,13.656028,False,0.241916,2.0,1.0,1.0,[6],[6],[0.001768],6.0,[]
619,320,False,,12.237049,False,0.245713,2.0,1.0,1.0,[6],[6],[0.000738],6.0,[]
619,321,False,"{'mynumbers': [['num'], [None], [-410]]}",0.041365,False,,2.0,0.0,,[],[],"[0.007027, 0.001607]",6.0,[]
619,322,False,,15.643525,False,0.241951,2.0,1.0,1.0,[6],[6],[0.006888],6.0,[]
619,323,False,"{'mynumbers': [['num'], [0], [237], [None]]}",0.046329,False,0.246637,2.0,0.0,,[],[],"[0.001449, 0.004782]",6.0,[]
619,324,,,,False,0.242931,,,,,,,,
619,325,False,,0.083778,False,0.2416829999999999,1.0,1.0,1.0,[2],[2],[],6.0,[]
619,326,,,,False,0.236418,,,,,,,,
619,327,,,,False,,,,,,,,,
619,328,,,,False,0.241188,,,,,,,,
619,329,False,,19.891529,False,0.243179,2.0,1.0,1.0,[6],[6],[0.001122],6.0,[]
619,330,False,,17.880786,False,0.24105,2.0,1.0,1.0,[6],[6],[0.010297],6.0,[]
619,331,False,,15.651064,False,0.23776,2.0,1.0,1.0,[6],[6],[0.00076],6.0,[]
619,332,,,,False,0.247428,,,,,,,,
619,333,False,,19.887872,False,0.243858,2.0,1.0,1.0,[6],[6],[0.007276],6.0,[]
619,334,,,,False,,,,,,,,,
619,335,,,,False,,,,,,,,,
619,336,,,,False,0.24735,,,,,,,,
619,337,False,,16.408284,False,0.2425129999999999,2.0,1.0,1.0,[6],[6],[0.00943],6.0,[]
