ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,solving times
619,38,False,"{'mynumbers': [['num'], [None], [-410]]}",0.220135,False,,7.0,5.0,0.6,"[3, 4, 3, 4, 6]","[6, 6, 6, 6, 6]","[0.009116, 0.010759]"
619,39,True,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.12473,False,,5.0,3.0,0.3333333333333333,"[4, 6, 3]","[8, 8, 8]","[0.00802, 0.012182]"
619,40,False,,0.125031,False,,4.0,3.0,0.6666666666666666,"[3, 6, 7]","[7, 7, 7]",[0.008045]
619,41,False,,0.050881,False,,2.0,1.0,1.0,[6],[6],[0.007761]
619,42,False,,0.048436,False,,2.0,1.0,1.0,[6],[6],[0.007675]
619,43,False,,0.048587,False,,2.0,1.0,1.0,[6],[6],[0.007735]
619,44,False,"{'mynumbers': [['num'], [-411], [237], [-410]]}",0.053043,False,,2.0,0.0,,[],[],"[0.008265, 0.015121]"
619,45,False,,0.110811,False,,2.0,1.0,1.0,[6],[6],[0.011447]
619,46,False,,0.103615,False,,2.0,1.0,1.0,[6],[6],[0.008722]
619,47,False,,0.216267,False,,4.0,3.0,0.6666666666666666,"[3, 6, 7]","[7, 7, 7]",[0.01132]
619,48,,,,False,,,,,,,
619,49,,,,False,,,,,,,
619,50,False,,0.082625,False,,2.0,1.0,1.0,[6],[6],[0.010716]
619,51,False,,0.096823,False,,2.0,1.0,1.0,[7],[7],[0.017083]
619,52,False,"{'mynumbers': [['num'], [237]]}",0.146541,False,,4.0,2.0,0.0,"[2, 1]","[7, 7]","[0.009958, 0.013461]"
619,53,,,,False,,,,,,,
619,54,False,,0.113635,False,0.250738,2.0,1.0,1.0,[6],[6],[0.012198]
619,55,False,,0.097158,False,,2.0,1.0,1.0,[6],[6],[0.009423]
619,56,False,,0.098155,False,,2.0,1.0,1.0,[6],[6],[0.01047]
619,57,False,,0.181958,False,,2.0,1.0,1.0,[7],[7],[0.011709]
619,58,False,,0.099511,False,,2.0,1.0,1.0,[6],[6],[0.009179]
619,59,False,,0.0953,False,,2.0,1.0,1.0,[6],[6],[0.008235]
619,60,False,,0.159889,False,,2.0,1.0,1.0,[7],[7],[0.009623]
619,61,False,,0.089258,False,,2.0,1.0,1.0,[6],[6],[0.0094]
619,62,,,,False,,,,,,,
619,63,False,,0.114105,False,,2.0,1.0,1.0,[7],[7],[0.011799]
619,64,False,,0.085162,False,,2.0,1.0,1.0,[7],[7],[0.009111]
619,65,False,,0.505634,False,,2.0,1.0,1.0,[7],[7],[0.010799]
619,66,,,,False,,,,,,,
619,67,False,,0.089396,False,,2.0,1.0,1.0,[7],[7],[0.009802]
619,68,False,,0.434906,False,,2.0,1.0,1.0,[6],[6],[0.009836]
619,69,False,"{'mynumbers': [['num'], [-2280], [-2278], [-2279]]}",0.074403,False,,2.0,0.0,,[],[],"[0.009822, 0.019454]"
619,70,,,,False,,,,,,,
619,71,,,,False,,,,,,,
619,72,False,,0.092796,False,,2.0,1.0,1.0,[6],[6],[0.009367]
619,73,False,,0.088074,False,,2.0,1.0,1.0,[7],[7],[0.009506]
619,74,False,"{'mynumbers': [['num'], [-414], [-413], [-412]]}",0.095007,False,,2.0,0.0,,[],[],"[0.012268, 0.013866]"
619,75,False,,0.116339,False,,2.0,1.0,1.0,[6],[6],[0.009743]
619,76,False,"{'mynumbers': [['num'], [-411], [-412], [-410]]}",0.074344,False,0.25406,2.0,0.0,,[],[],"[0.009723, 0.018109]"
619,77,False,"{'mynumbers': [['num'], [-160], [-161], [-410]]}",0.060895,False,,2.0,0.0,,[],[],"[0.010118, 0.01199]"
619,78,False,"{'mynumbers': [['num'], [-721], [-722], [-723]]}",0.059865,False,,2.0,0.0,,[],[],"[0.011812, 0.014777]"
619,79,True,"{'mynumbers': [['num'], [-412], [-411], [0]]}",0.06265,False,,2.0,0.0,,[],[],"[0.012796, 0.011521]"
619,80,,,,False,,,,,,,
619,81,,,,False,,,,,,,
619,82,,,,False,,,,,,,
619,83,,,,False,,,,,,,
619,84,False,,0.105854,False,,2.0,1.0,1.0,[6],[6],[0.012]
619,85,False,,0.110445,False,,2.0,1.0,1.0,[6],[6],[0.015118]
619,86,False,,0.100983,False,,2.0,1.0,1.0,[6],[6],[0.010621]
619,87,,,,False,,,,,,,
619,88,False,,0.089616,False,,2.0,1.0,1.0,[6],[6],[0.011964]
619,89,False,,0.12513,False,,2.0,1.0,1.0,[6],[6],[0.009927]
619,90,False,,0.46691,False,,2.0,1.0,1.0,[6],[6],[0.012962]
619,91,False,,0.060056,False,,2.0,1.0,1.0,[6],[6],[0.011663]
619,92,False,,0.098888,False,,2.0,1.0,1.0,[7],[7],[0.010125]
619,93,False,,0.087999,False,,2.0,1.0,1.0,[7],[7],[0.008807]
619,94,False,,0.112925,False,,2.0,1.0,1.0,[6],[6],[0.008669]
619,95,False,,0.117162,False,,2.0,1.0,1.0,[6],[6],[0.013838]
619,96,False,,0.099556,False,,2.0,1.0,1.0,[6],[6],[0.00894]
619,97,False,,0.090443,False,,2.0,1.0,1.0,[6],[6],[0.009718]
619,98,,,,False,,,,,,,
619,99,False,,0.130726,False,,2.0,1.0,1.0,[6],[6],[0.010314]
619,100,False,,0.431132,False,,8.0,7.0,0.5714285714285714,"[6, 3, 6, 3, 6, 4, 7]","[7, 7, 7, 7, 7, 7, 7]",[0.009603]
619,101,False,"{'mynumbers': [['num'], [-6019], [-6018], [-6195]]}",0.050849,False,,2.0,0.0,,[],[],"[0.008832, 0.012539]"
619,102,False,,0.080803,False,,2.0,1.0,1.0,[7],[7],[0.00832]
619,103,False,,0.086154,False,,2.0,1.0,1.0,[6],[6],[0.008947]
619,104,False,,0.072356,False,,2.0,1.0,1.0,[6],[6],[0.008203]
619,105,False,,0.059027,False,,2.0,1.0,1.0,[6],[6],[0.00836]
619,106,False,,0.059966,False,,2.0,1.0,1.0,[6],[6],[0.008734]
619,107,False,,0.056642,False,,2.0,1.0,1.0,[6],[6],[0.007795]
619,108,False,,0.06047,False,,2.0,1.0,1.0,[6],[6],[0.008002]
619,109,False,,0.060828,False,,2.0,1.0,1.0,[6],[6],[0.008041]
619,110,False,,0.086772,False,,2.0,1.0,1.0,[6],[6],[0.009665]
619,111,False,,0.106975,False,,2.0,1.0,1.0,[6],[6],[0.010451]
619,112,False,,0.486673,False,,2.0,1.0,1.0,[6],[6],[0.012376]
619,113,False,,0.107414,False,,2.0,1.0,1.0,[6],[6],[0.010878]
619,114,False,,0.088636,False,,2.0,1.0,1.0,[6],[6],[0.011372]
619,115,False,,0.09676,False,,2.0,1.0,1.0,[7],[7],[0.008728]
619,116,False,,0.100453,False,,2.0,1.0,1.0,[6],[6],[0.015554]
619,117,False,,0.10539,False,,2.0,1.0,1.0,[7],[7],[0.009779]
619,118,False,"{'mynumbers': [['num'], [None], [-410]]}",0.327441,False,,7.0,5.0,0.6,"[3, 4, 3, 4, 6]","[6, 6, 6, 6, 6]","[0.014663, 0.011196]"
619,119,False,,0.106222,False,0.242317,2.0,1.0,1.0,[6],[6],[0.019556]
619,120,False,,0.106839,False,,2.0,1.0,1.0,[6],[6],[0.01314]
619,121,,,,False,,,,,,,
619,122,,,,False,,,,,,,
619,123,False,,0.108774,False,,2.0,1.0,1.0,[7],[7],[0.011047]
619,124,False,,0.091412,False,,2.0,1.0,1.0,[7],[7],[0.011551]
619,125,False,,0.098051,False,,2.0,1.0,1.0,[6],[6],[0.008686]
619,126,False,,0.090201,False,,2.0,1.0,1.0,[6],[6],[0.012814]
619,127,False,,0.12814,False,,2.0,1.0,1.0,[6],[6],[0.012316]
619,128,False,,0.090908,False,,2.0,1.0,1.0,[6],[6],[0.011122]
619,129,False,,0.093339,False,,2.0,1.0,1.0,[6],[6],[0.009839]
619,130,False,,0.108464,False,,2.0,1.0,1.0,[6],[6],[0.015279]
619,131,False,,0.109569,False,,2.0,1.0,1.0,[6],[6],[0.01334]
619,132,False,,0.083522,False,,2.0,1.0,1.0,[6],[6],[0.011364]
619,133,False,,0.082205,False,,2.0,1.0,1.0,[6],[6],[0.012375]
619,134,False,,0.279052,False,,2.0,1.0,1.0,[6],[6],[0.011256]
619,135,False,,0.092976,False,,2.0,1.0,1.0,[6],[6],[0.013509]
619,136,False,,0.134187,False,,2.0,1.0,1.0,[6],[6],[0.009498]
619,137,False,,0.095367,False,,2.0,1.0,1.0,[7],[7],[0.009377]
619,138,False,,0.0819,False,,2.0,1.0,1.0,[6],[6],[0.007196]
619,139,False,,0.087116,False,,2.0,1.0,1.0,[7],[7],[0.009578]
619,140,False,,0.107935,False,,2.0,1.0,1.0,[6],[6],[0.009669]
619,141,False,,0.10764,False,,2.0,1.0,1.0,[6],[6],[0.015792]
619,142,False,,0.109448,False,,2.0,1.0,1.0,[6],[6],[0.012312]
619,143,False,,0.096491,False,,2.0,1.0,1.0,[6],[6],[0.010775]
619,144,False,,0.091051,False,,2.0,1.0,1.0,[7],[7],[0.011907]
619,145,False,"{'mynumbers': [['num'], [None], [-410]]}",0.333784,False,,7.0,5.0,0.6,"[3, 4, 3, 4, 6]","[6, 6, 6, 6, 6]","[0.007721, 0.011848]"
619,146,False,,1.31865,False,,19.0,18.0,0.5,"[6, 4, 6, 3, 6, 4, 4, 3, 4, 4, 6, 3, 5, 3, 4, 3, 8, 7]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",[0.011061]
619,147,False,,0.463601,False,,8.0,7.0,0.5714285714285714,"[6, 3, 6, 3, 6, 4, 7]","[7, 7, 7, 7, 7, 7, 7]",[0.010875]
619,148,,,,False,,,,,,,
619,149,False,,0.240219,False,,5.0,4.0,0.5,"[5, 8, 5, 9]","[9, 9, 9, 9]",[0.008943]
619,150,True,"{'mynumbers': [['num'], [None], [-413], [None]]}",0.218655,False,,6.0,4.0,0.5,"[3, 6, 3, 6]","[7, 7, 7, 7]","[0.008372, 0.010889]"
619,151,False,,0.086867,False,,2.0,1.0,1.0,[6],[6],[0.012182]
619,152,False,,0.06883,False,,2.0,1.0,1.0,[6],[6],[0.009051]
619,153,False,,0.061193,False,,2.0,1.0,1.0,[6],[6],[0.008122]
619,154,False,,0.139717,False,,2.0,1.0,1.0,[6],[6],[0.010697]
619,155,False,,0.097001,False,,2.0,1.0,1.0,[6],[6],[0.010686]
619,156,False,,0.124571,False,,2.0,1.0,1.0,[6],[6],[0.011216]
619,157,False,,0.101947,False,,2.0,1.0,1.0,[6],[6],[0.012729]
619,158,False,"{'mynumbers': [['num'], [-160], [None], [None]]}",0.144919,False,,4.0,2.0,0.5,"[3, 6]","[6, 6]","[0.010203, 0.00946]"
619,159,False,,0.10039,False,,2.0,1.0,1.0,[6],[6],[0.011828]
619,160,False,,0.112651,False,,2.0,1.0,1.0,[6],[6],[0.007731]
619,161,False,,0.083102,False,,2.0,1.0,1.0,[7],[7],[0.012222]
619,162,False,,0.115064,False,,2.0,1.0,1.0,[6],[6],[0.010805]
619,163,False,,0.090083,False,,2.0,1.0,1.0,[6],[6],[0.010071]
619,164,False,,0.514284,False,,8.0,7.0,0.5714285714285714,"[6, 3, 6, 3, 6, 4, 7]","[7, 7, 7, 7, 7, 7, 7]",[0.009669]
619,165,False,,0.092569,False,,2.0,1.0,1.0,[6],[6],[0.01163]
619,166,False,,0.089394,False,,2.0,1.0,1.0,[6],[6],[0.01281]
619,167,False,,0.125308,False,,2.0,1.0,1.0,[6],[6],[0.015435]
619,168,False,,0.076895,False,,2.0,1.0,1.0,[6],[6],[0.009761]
619,169,False,,0.101722,False,,2.0,1.0,1.0,[7],[7],[0.010246]
619,170,False,,0.095737,False,,2.0,1.0,1.0,[6],[6],[0.009633]
619,171,,,,False,,,,,,,
619,172,,,,False,,,,,,,
619,173,False,,0.114681,False,,2.0,1.0,1.0,[7],[7],[0.010954]
619,174,False,,0.091527,False,,2.0,1.0,1.0,[6],[6],[0.010938]
619,175,False,,0.119702,False,,2.0,1.0,1.0,[8],[8],[0.009694]
619,176,,,,False,,,,,,,
619,177,False,,0.111179,False,,2.0,1.0,1.0,[7],[7],[0.00901]
619,178,,,,False,,,,,,,
619,179,False,,0.109378,False,,2.0,1.0,1.0,[7],[7],[0.009194]
619,180,False,,0.089786,False,,2.0,1.0,1.0,[6],[6],[0.011037]
619,181,False,"{'mynumbers': [['num'], [262], [264], [263]]}",0.061825,False,,2.0,0.0,,[],[],"[0.011736, 0.017511]"
619,182,False,,0.113645,False,,2.0,1.0,1.0,[7],[7],[0.011422]
619,183,,,,False,,,,,,,
619,184,False,,0.305508,False,,4.0,3.0,0.3333333333333333,"[2, 3, 9]","[9, 9, 9]",[0.00987]
619,185,False,,0.106147,False,,2.0,1.0,1.0,[6],[6],[0.007972]
619,186,False,"{'mynumbers': [['num'], [None], [-410]]}",0.342264,False,,7.0,5.0,0.6,"[3, 4, 3, 4, 6]","[6, 6, 6, 6, 6]","[0.009091, 0.014828]"
619,187,False,,0.62542,False,,2.0,1.0,1.0,[6],[6],[0.012276]
619,188,False,,0.103459,False,0.239478,2.0,1.0,1.0,[6],[6],[0.010897]
619,189,False,,0.117433,False,0.247341,2.0,1.0,1.0,[6],[6],[0.013703]
619,190,False,,0.101795,False,0.2390709999999999,2.0,1.0,1.0,[6],[6],[0.015768]
619,191,,,,False,,,,,,,
619,192,,,,False,,,,,,,
619,193,False,,0.075049,False,0.258645,2.0,1.0,1.0,[6],[6],[0.008051]
619,194,False,,0.087319,False,0.237817,2.0,1.0,1.0,[6],[6],[0.009116]
619,195,False,,0.088901,False,0.239375,2.0,1.0,1.0,[6],[6],[0.008615]
619,196,False,"{'mynumbers': [['num'], [-160], [-161], [-410]]}",0.050252,False,0.251981,2.0,0.0,,[],[],"[0.011524, 0.011872]"
619,197,False,,0.202575,False,0.24369,2.0,1.0,1.0,[6],[6],[0.007759]
619,198,False,,0.100459,False,0.238471,2.0,1.0,1.0,[6],[6],[0.007579]
619,199,False,,0.112358,False,0.2420749999999999,2.0,1.0,1.0,[6],[6],[0.011489]
619,200,False,,0.481689,False,0.240283,2.0,1.0,1.0,[6],[6],[0.010818]
619,201,False,,0.081895,False,0.242237,2.0,1.0,1.0,[6],[6],[0.009651]
619,202,,,,False,,,,,,,
619,203,,,,False,,,,,,,
619,204,False,,0.108175,False,0.245389,2.0,1.0,1.0,[6],[6],[0.008383]
619,205,False,,0.096806,False,0.244755,2.0,1.0,1.0,[6],[6],[0.01098]
619,206,,,,False,,,,,,,
619,207,False,,0.107285,False,0.239839,2.0,1.0,1.0,[6],[6],[0.008448]
619,208,False,"{'mynumbers': [['num'], [None], [-410]]}",0.356586,False,,7.0,5.0,0.6,"[3, 4, 3, 4, 6]","[6, 6, 6, 6, 6]","[0.013164, 0.012814]"
619,209,,,,False,,,,,,,
619,210,False,,0.12802,False,0.240452,2.0,1.0,1.0,[6],[6],[0.010786]
619,211,False,,0.087327,False,0.23947,2.0,1.0,1.0,[6],[6],[0.009188]
619,212,False,,0.094974,False,0.2468209999999999,2.0,1.0,1.0,[6],[6],[0.009875]
619,213,False,,0.090627,False,0.246241,2.0,1.0,1.0,[6],[6],[0.008645]
619,214,False,"{'mynumbers': [['num'], [None], [237], [238]]}",0.205892,False,,5.0,3.0,0.3333333333333333,"[3, 4, 3]","[6, 6, 6]","[0.010976, 0.013774]"
619,215,False,,0.078096,False,0.251648,2.0,1.0,1.0,[6],[6],[0.00907]
619,216,False,,0.075675,False,0.248178,2.0,1.0,1.0,[7],[7],[0.00863]
619,217,False,,0.088679,False,0.253393,2.0,1.0,1.0,[6],[6],[0.014293]
619,218,False,,0.076148,False,0.248183,2.0,1.0,1.0,[6],[6],[0.009221]
619,219,,,,False,0.301954,,,,,,
619,220,,,,False,,,,,,,
619,221,,,,False,,,,,,,
619,222,False,,0.41673,False,0.255031,8.0,7.0,0.5714285714285714,"[6, 3, 6, 3, 6, 4, 7]","[7, 7, 7, 7, 7, 7, 7]",[0.009557]
619,223,False,,0.101185,False,0.259055,2.0,1.0,1.0,[6],[6],[0.010953]
619,224,False,,0.10096,False,0.244488,2.0,1.0,1.0,[7],[7],[0.009522]
619,225,False,,0.090366,False,0.245759,2.0,1.0,1.0,[6],[6],[0.011716]
619,226,False,,0.088999,False,0.253482,2.0,1.0,1.0,[6],[6],[0.010689]
619,227,False,,0.094505,False,0.246805,2.0,1.0,1.0,[7],[7],[0.009462]
619,228,False,,0.097743,False,0.252729,2.0,1.0,1.0,[7],[7],[0.011406]
619,229,,,,False,,,,,,,
619,230,False,,0.097011,False,0.235257,2.0,1.0,1.0,[6],[6],[0.014674]
619,231,True,"{'mynumbers': [['num'], [-6354], [-313], [6667]]}",0.06001,True,0.212792,2.0,0.0,,[],[],"[0.012913, 0.013063]"
619,232,False,,0.135897,False,0.247637,2.0,1.0,1.0,[6],[6],[0.01229]
619,233,False,,0.08114,False,0.243099,2.0,1.0,1.0,[6],[6],[0.009626]
619,234,False,,0.098274,False,0.261246,2.0,1.0,1.0,[6],[6],[0.007986]
619,235,,,,False,,,,,,,
619,236,False,"{'mynumbers': [['num'], [-413], [None]]}",0.15012,False,0.243349,3.0,1.0,1.0,[6],[6],"[0.013399, 0.009639]"
619,237,False,,0.113981,False,0.240197,2.0,1.0,1.0,[6],[6],[0.008833]
619,238,False,"{'mynumbers': [['num'], [-411], [-412], [-410]]}",0.081415,False,0.235443,2.0,0.0,,[],[],"[0.017257, 0.01421]"
619,239,False,,0.091059,False,0.2364699999999999,2.0,1.0,1.0,[6],[6],[0.009941]
619,240,False,"{'mynumbers': [['num'], [237], [235], [236]]}",0.086236,False,0.247227,2.0,0.0,,[],[],"[0.013058, 0.020479]"
619,241,False,,0.104827,False,0.241257,2.0,1.0,1.0,[7],[7],[0.009428]
619,242,False,,0.089154,False,0.242699,2.0,1.0,1.0,[6],[6],[0.012111]
619,243,False,,0.088518,False,0.23768,2.0,1.0,1.0,[7],[7],[0.010771]
619,244,False,,0.505726,False,0.2468179999999999,2.0,1.0,1.0,[6],[6],[0.013742]
619,245,False,,0.099699,False,0.24221,2.0,1.0,1.0,[6],[6],[0.015432]
619,246,False,,0.108297,False,0.238481,2.0,1.0,1.0,[6],[6],[0.009451]
619,247,False,"{'mynumbers': [['num'], [-160], [-161], [-410]]}",0.072357,False,0.238678,2.0,0.0,,[],[],"[0.009792, 0.014245]"
619,248,False,,0.081984,False,0.2320269999999999,2.0,1.0,1.0,[6],[6],[0.010893]
619,249,,,,False,,,,,,,
619,250,False,,0.082639,False,0.2366359999999999,2.0,1.0,1.0,[6],[6],[0.009414]
619,251,False,,0.129353,False,0.238757,2.0,1.0,1.0,[7],[7],[0.015776]
619,252,False,,0.087735,False,0.241479,2.0,1.0,1.0,[6],[6],[0.009154]
619,253,,,,False,,,,,,,
619,254,False,,0.108942,False,0.239196,2.0,1.0,1.0,[7],[7],[0.009738]
619,255,False,,0.099238,False,0.244053,2.0,1.0,1.0,[6],[6],[0.009875]
619,256,False,,0.098228,False,0.240222,2.0,1.0,1.0,[6],[6],[0.015427]
619,257,False,,0.103821,False,0.2402119999999999,2.0,1.0,1.0,[6],[6],[0.008669]
619,258,False,,0.111058,False,0.239923,2.0,1.0,1.0,[6],[6],[0.009682]
619,259,,,,False,,,,,,,
619,260,False,"{'mynumbers': [['num'], [236], [237], [None]]}",0.283062,False,0.631765,5.0,3.0,0.6666666666666666,"[2, 8, 9]","[9, 9, 9]","[0.009203, 0.019974]"
619,261,,,,False,,,,,,,
619,262,,,,False,,,,,,,
619,263,False,,0.114865,False,0.254018,2.0,1.0,1.0,[9],[9],[0.00935]
619,264,False,,0.107106,False,0.242191,2.0,1.0,1.0,[7],[7],[0.00896]
619,265,False,,0.108891,False,0.248232,2.0,1.0,1.0,[8],[8],[0.00987]
619,266,False,,0.596742,False,0.2412349999999999,2.0,1.0,1.0,[6],[6],[0.009555]
619,267,False,,0.390748,False,0.2591179999999999,5.0,4.0,0.5,"[5, 8, 5, 9]","[9, 9, 9, 9]",[0.013541]
619,268,,,,False,,,,,,,
619,269,False,,0.083339,False,0.239929,2.0,1.0,1.0,[6],[6],[0.008593]
619,270,False,,0.120853,False,0.239943,2.0,1.0,1.0,[6],[6],[0.007396]
619,271,False,,0.387386,False,0.348787,4.0,3.0,0.6666666666666666,"[2, 7, 8]","[8, 8, 8]",[0.011174]
619,272,True,"{'mynumbers': [['num'], [None], [-413], [None]]}",0.347088,True,0.247368,6.0,4.0,0.5,"[3, 6, 3, 6]","[7, 7, 7, 7]","[0.009948, 0.010764]"
619,273,False,,0.093081,False,0.2419369999999999,2.0,1.0,1.0,[6],[6],[0.009096]
619,274,,,,False,,,,,,,
619,275,False,,0.108659,False,0.25416,2.0,1.0,1.0,[6],[6],[0.013851]
619,276,,,,False,0.282337,,,,,,
619,277,False,,0.104056,False,0.246993,2.0,1.0,1.0,[6],[6],[0.008756]
619,278,False,"{'mynumbers': [['num'], [None], [-410]]}",0.261958,False,,7.0,5.0,0.6,"[3, 4, 3, 4, 6]","[6, 6, 6, 6, 6]","[0.010105, 0.011209]"
619,279,False,,0.082363,False,0.270398,2.0,1.0,1.0,[6],[6],[0.009469]
619,280,False,,0.068833,False,0.25153,2.0,1.0,1.0,[6],[6],[0.008818]
619,281,False,"{'mynumbers': [['num'], [-411], [-412], [-410]]}",0.043206,False,0.25406,2.0,0.0,,[],[],"[0.008026, 0.00999]"
619,282,False,,0.079277,False,0.260021,2.0,1.0,1.0,[6],[6],[0.009727]
619,283,False,,0.059368,False,0.252659,2.0,1.0,1.0,[6],[6],[0.007913]
619,284,False,,0.031095,False,0.254005,1.0,1.0,1.0,[2],[2],[]
619,285,False,,0.056539,False,0.268041,2.0,1.0,1.0,[6],[6],[0.008178]
619,286,,,,False,,,,,,,
619,287,False,,0.093364,False,0.2467559999999999,2.0,1.0,1.0,[6],[6],[0.010354]
619,288,False,,0.306029,False,0.250754,2.0,1.0,1.0,[7],[7],[0.011911]
619,289,,,,False,,,,,,,
619,290,False,,0.089245,False,0.247082,2.0,1.0,1.0,[6],[6],[0.008904]
619,291,False,,0.108061,False,0.254248,2.0,1.0,1.0,[6],[6],[0.018292]
619,292,False,,0.103924,False,0.246721,2.0,1.0,1.0,[7],[7],[0.010159]
619,293,False,"{'mynumbers': [['num'], [None], [-413]]}",0.305682,False,,7.0,5.0,0.4,"[4, 4, 4, 4, 4]","[7, 7, 7, 7, 7]","[0.0084, 0.01214]"
619,294,False,"{'mynumbers': [['num'], [7014], [6761], [None]]}",0.112894,False,,3.0,1.0,0.0,[2],[7],"[0.009294, 0.012886]"
619,295,False,,0.096346,False,0.250661,2.0,1.0,1.0,[6],[6],[0.008821]
619,296,False,,0.127881,False,0.237819,2.0,1.0,1.0,[6],[6],[0.013822]
619,297,False,,0.08376,False,0.241428,2.0,1.0,1.0,[6],[6],[0.008002]
619,298,False,,0.135246,False,0.24065,2.0,1.0,1.0,[6],[6],[0.010926]
619,299,,,,False,0.325204,,,,,,
619,300,False,"{'mynumbers': [['num'], [519], [106], [520]]}",0.14286,False,,3.0,1.0,0.0,[2],[7],"[0.009639, 0.017527]"
619,301,False,,0.104476,False,0.236222,2.0,1.0,1.0,[6],[6],[0.01063]
619,302,False,,0.105804,False,0.2412059999999999,2.0,1.0,1.0,[6],[6],[0.008818]
619,303,,,,False,,,,,,,
619,304,,,,False,,,,,,,
619,305,False,,0.114626,False,0.246136,2.0,1.0,1.0,[6],[6],[0.010483]
619,306,False,,0.102868,False,0.240431,2.0,1.0,1.0,[6],[6],[0.009741]
619,307,False,,0.110792,False,0.248039,2.0,1.0,1.0,[6],[6],[0.008521]
619,308,False,,0.090647,False,0.244231,2.0,1.0,1.0,[6],[6],[0.015625]
619,309,False,,0.086616,False,0.240894,2.0,1.0,1.0,[7],[7],[0.016475]
619,310,False,,0.386785,False,0.244391,2.0,1.0,1.0,[6],[6],[0.009612]
619,311,False,,0.091761,False,0.249719,2.0,1.0,1.0,[6],[6],[0.01325]
619,312,True,"{'mynumbers': [['num'], [0], [-2], [-1]]}",0.068196,True,0.208832,2.0,0.0,,[],[],"[0.014416, 0.016083]"
619,313,False,,0.095326,False,0.251263,2.0,1.0,1.0,[6],[6],[0.00996]
619,314,,,,False,,,,,,,
619,315,False,,0.083263,False,0.241489,2.0,1.0,1.0,[7],[7],[0.011488]
619,316,False,,0.0948,False,0.24053,2.0,1.0,1.0,[6],[6],[0.009514]
