ID,Benchmark,?Solved,Counterexample,Bound,Time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,AST size,nodes changed
10,spider-body_builder-0006.txt,True,"{'body_builder': [['body_builder_id', 'people_id', 'snatch', 'clean_jerk', 'total'], [357, 354, 360, 360, 360], [356, None, 360, 360, 360]], 'people': [['people_id', 'name', 'height', 'weight', 'birth_date', 'birth_place'], [354, '360', None, 360, '360', '360'], [355, '360', 362, 360, '360', '360']]}",2.0,14.299803,5.0,2.0,0.5,"[1, 174]","[222, 222]",351.0,"[100, 126]"
11,spider_bak-candidate_poll-0007.txt,True,"{'candidate': [['candidate_id', 'people_id', 'poll_source', 'date', 'support_rate', 'consider_rate', 'oppose_rate', 'unsure_rate'], [363, 364, '369', '369', 369, 369, 369, 369], [362, 364, '369', '369', 369, 369, 369, 369]], 'people': [['people_id', 'sex', 'name', 'date_of_birth', 'height', 'weight'], [364, '369', '369', '368', 369, 369], [365, '369', '369', None, 369, 369]]}",2.0,46.334834,9.0,6.0,0.3333333333333333,"[1, 184, 3, 6, 4, 345]","[224, 224, 355, 355, 355, 355]",355.0,"[100, 138, 139, 137, 140, 253]"
12,spider-county_public_safety-0020.txt,True,"{'county_public_safety': [['county_id', 'name', 'population', 'police_officers', 'residents_per_officer', 'case_burden', 'crime_rate', 'police_force', 'location'], [360, '364', None, 364, 364, 364, 364, '364', '364'], [361, '364', 366, 364, 364, 364, 364, '364', '364']], 'city': [['city_id', 'county_id', 'name', 'white', 'black', 'amerindian', 'asian', 'multiracial', 'hispanic'], [359, None, '364', 364, 364, 364, 364, 364, 364], [358, 360, '364', 364, 364, 364, 364, 364, 364]]}",2.0,16.77491,5.0,2.0,0.5,"[1, 176]","[224, 224]",359.0,"[100, 127]"
13,db2csv-pets_1-0033_dev.txt,True,"{'student': [['stuid', 'lname', 'fname', 'age', 'sex', 'major', 'advisor', 'city_code'], [739, 'smith', 'smith744', 745, 'smith746', 747, 748, 'smith749']], 'has_pet': [['stuid', 'petid'], [739, None], [739, None]], 'pets': [['petid', 'pettype', 'pet_age', 'weight'], [738, 'smith739', 739, 739], [737, 'smith739', 739, 739]]}",2.0,12.193334,4.0,1.0,0.0,[1],[282],453.0,[100]
14,db2csv-pets_1-0033_dev.txt,True,"{'student': [['stuid', 'lname', 'fname', 'age', 'sex', 'major', 'advisor', 'city_code'], [710, None, 'smith725', 725, 'smith725', 725, 725, 'smith725'], [725, 'smith', 'smith718', 719, 'smith720', None, 722, 'smith723']], 'has_pet': [['stuid', 'petid'], [725, None], [725, None]], 'pets': [['petid', 'pettype', 'pet_age', 'weight'], [711, 'smith725', 725, 725], [712, 'smith725', 725, 725]]}",2.0,45.546711,10.0,7.0,0.4285714285714285,"[1, 211, 203, 8, 4, 3, 238]","[285, 285, 285, 285, 285, 285, 285]",455.0,"[100, 211, 140, 181, 9, 5, 211]"
15,spider-medicine_enzyme_interaction-0020.txt,True,"{'medicine': [['id', 'name', 'trade_name', 'fda_approved']], 'enzyme': [['id', 'name', 'location', 'product', 'chromosome', 'omim', 'porphyria']], 'medicine_enzyme_interaction': [['enzyme_id', 'medicine_id', 'interaction_type']]}",2.0,8.633698,4.0,1.0,0.0,[2],[255],398.0,[101]
16,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [945, '944', '944', '944', None, 944], [944, '961', '962', '963', 964, 965]], 'artwork': [['artwork_id', 'type', 'name'], [947, None, None], [946, '955', None]], 'nomination': [['artwork_id', 'festival_id', 'result'], [946, 944, '952'], [947, 944, None]]}",2.0,28.388378,6.0,3.0,0.3333333333333333,"[2, 3, 227]","[275, 275, 275]",467.0,"[101, 4, 227]"
17,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [908, '919', '920', '921', 922, 923]], 'artwork': [['artwork_id', 'type', 'name'], [924, None, '926'], [925, '915', '926']], 'nomination': [['artwork_id', 'festival_id', 'result'], [925, 908, '913'], [924, 908, None]]}",2.0,12.628391,4.0,1.0,0.0,[1],[278],473.0,[100]
18,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [901, '921', '921', '921', 912, 921], [921, '913', '914', '915', 916, 917]], 'artwork': [['artwork_id', 'type', 'name'], [918, None, '920'], [919, '908', '920']], 'nomination': [['artwork_id', 'festival_id', 'result'], [919, 921, '906'], [918, 921, '909']]}",2.0,47.557509,6.0,3.0,0.3333333333333333,"[1, 2, 230]","[278, 278, 278]",472.0,"[100, 2, 204]"
19,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [894, '906', None, None, 909, 910], [893, '911', '912', '913', None, 915]], 'artwork': [['artwork_id', 'type', 'name'], [891, '892', None], [892, None, '902']], 'nomination': [['artwork_id', 'festival_id', 'result'], [892, 894, '899'], [892, 893, '903']]}",2.0,43.250736,8.0,5.0,0.2,"[1, 2, 7, 226, 4]","[274, 274, 274, 274, 274]",468.0,"[100, 2, 8, 198, 198]"
20,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [1016, None, None, None, 1017, None], [1018, '1012', '1013', None, 1019, None]], 'artwork': [['artwork_id', 'type', 'name'], [995, None, None], [996, '995', None]], 'nomination': [['artwork_id', 'festival_id', 'result'], [995, 1018, None], [995, 1016, '1006']]}",2.0,46.187298,5.0,2.0,0.5,"[1, 287]","[335, 335]",548.0,"[100, 261]"
21,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [990, '1001', None, '1003', None, 1005], [989, '1006', '1007', '1008', 1009, None]], 'artwork': [['artwork_id', 'type', 'name'], [988, '999', '1000']], 'nomination': [['artwork_id', 'festival_id', 'result'], [988, 989, None], [988, 990, '998']]}",2.0,44.439587,4.0,1.0,0.0,[1],[335],547.0,[100]
22,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [978, '994', None, '996', 997, None], [979, None, None, None, None, None]], 'artwork': [['artwork_id', 'type', 'name'], [981, '988', None], [980, None, None]], 'nomination': [['artwork_id', 'festival_id', 'result'], [981, 978, None], [980, 979, None]]}",2.0,36.001819,4.0,1.0,0.0,[1],[331],543.0,[100]
23,spider_bak-entertainment_awards-0012.txt,False,,3.0,54.098509,,,,,,,
24,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [944, None, '959', '960', 948, None], [945, '962', None, None, 948, 965]], 'artwork': [['artwork_id', 'type', 'name'], [942, '953', '954'], [943, '957', '954']], 'nomination': [['artwork_id', 'festival_id', 'result'], [943, 945, '955'], [942, 944, None]]}",2.0,32.885669,5.0,2.0,0.0,"[1, 2]","[331, 331]",549.0,"[100, 2]"
25,spider_bak-entertainment_awards-0012.txt,True,"{'festival_detail': [['festival_id', 'festival_name', 'chair_name', 'location', 'year', 'num_of_audience'], [936, None, '949', None, None, None], [935, None, None, '955', 956, 957]], 'artwork': [['artwork_id', 'type', 'name'], [937, None, '947']], 'nomination': [['artwork_id', 'festival_id', 'result'], [937, 936, '944'], [937, 935, '945']]}",2.0,15.702765,4.0,1.0,0.0,[1],[331],548.0,[100]
26,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [428, 'usa442', 'usa442', 442, 442, 'usa442'], [429, 'usa442', 'usa442', 442, 442, 'usa442']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [426, None, 'usa443', 'usa432', 433, 434, 435, 'usa436'], [427, None, 'usa445', 'usa437', 438, 439, 440, 'usa441']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [428, 427, 442]]}",2.0,12.761346,4.0,1.0,0.0,[1],[267],426.0,[100]
27,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [474, 'usa', 'usa', 6805651973374185119, 6805651973374185119, 'usa'], [473, 'usa', 'usa', 6805651973374185119, 6805651973374185119, 'usa']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [472, 'usa', 'usa477', None, None, None, 481, None], [471, None, 'usa483', None, None, 486, 487, 'usa488']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2.0,5.674893,4.0,1.0,0.0,[1],[282],460.0,[100]
28,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [449, 'usa462', 'usa462', 462, 462, 'usa462'], [448, 'usa462', 'usa462', 462, 462, 'usa462']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [447, 'usa462', 'usa462', None, 453, 454, 455, None], [446, 'usa462', 'usa462', None, 458, 459, 460, None]], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [448, 446, 462]]}",2.0,13.681045,5.0,2.0,0.5,"[1, 220]","[272, 272]",440.0,"[100, 171]"
29,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [446, 'usa460', 'usa460', 460, 460, 'usa460'], [447, 'usa460', 'usa460', 460, 460, 'usa460']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [445, 'usa460', 'usa461', 'usa450', 451, 452, 453, 'usa454'], [444, 'usa', 'usa462', None, 456, 457, None, None]], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [447, 444, 460], [447, 445, 460]]}",2.0,13.482171,4.0,1.0,0.0,[1],[272],441.0,[100]
30,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [487, 'usa492', 'usa492', 492, 492, 'usa492']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [485, None, 'usa491', 'usa493', 494, 495, 496, 'usa497'], [486, None, None, 'usa492', 492, 492, 492, 'usa492']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2.0,33.281898,8.0,5.0,0.4,"[1, 245, 5, 386, 9]","[288, 288, 480, 480, 480]",480.0,"[100, 195, 198, 376, 373]"
31,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [444, 'usa462', 'usa462', 462, 462, 'usa462'], [445, 'usa462', 'usa462', 462, 462, 'usa462']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [447, 'usa462', 'usa450', 'usa451', 452, 453, 454, 'usa455'], [446, 'usa462', 'usa456', 'usa457', 458, 459, 460, 'usa461']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [444, 446, 462]]}",2.0,12.571615,4.0,1.0,0.0,[1],[275],442.0,[100]
32,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [420, 'usa436', 'usa436', 436, 436, 'usa436'], [419, 'usa436', 'usa436', 436, 436, 'usa436']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [422, 'usa436', 'usa435', 'usa425', 426, 427, 428, 'usa429'], [421, 'usa436', 'usa436', 'usa430', None, None, None, 'usa434']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [420, 422, 436]]}",2.0,8.977265,4.0,1.0,0.0,[1],[265],422.0,[100]
33,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [419, 'usa434', 'usa434', 434, 434, 'usa434'], [420, 'usa434', 'usa434', 434, 434, 'usa434']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [417, 'usa', 'usa433', None, None, 425, None, None], [418, 'usa434', 'usa435', 'usa428', 429, 430, 431, 'usa432']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [420, 417, 434], [419, 417, 434]]}",2.0,9.857826,4.0,1.0,0.0,[1],[265],423.0,[100]
34,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [459, 'usa464', 'usa464', 464, 464, 'usa464'], [458, 'usa464', 'usa464', 464, 464, 'usa464']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [461, 'usa464', 'usa464', 'usa465', None, 467, None, None], [460, 'usa464', 'usa475', 'usa470', 471, 472, 473, 'usa474']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [458, 461, 464], [459, 460, 464]]}",2.0,13.954722,4.0,1.0,0.0,[1],[281],462.0,[100]
35,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [464, 'usa483', 'usa483', 483, 483, 'usa483'], [465, 'usa483', 'usa483', 483, 483, 'usa483']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [466, None, 'usa482', 'usa471', None, None, 474, 'usa475'], [467, 'usa483', 'usa483', 'usa476', 477, 478, 479, 'usa480']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [464, 467, 483]]}",2.0,9.279554,4.0,1.0,0.0,[1],[284],456.0,[100]
36,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [464, 'usa478', 'usa478', 478, 478, 'usa478'], [465, 'usa478', 'usa478', 478, 478, 'usa478']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [463, 'usa478', 'usa479', 'usa468', 469, 470, 471, 'usa472'], [462, 'usa478', 'usa480', 'usa473', 474, 475, 476, 'usa477']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [465, 462, 478], [464, 463, 478]]}",2.0,27.290618,5.0,2.0,0.5,"[1, 236]","[284, 284]",457.0,"[100, 186]"
37,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [504, 'usa', 'usa', 6805651973374185119, 6805651973374185119, 'usa'], [505, 'usa', 'usa', 6805651973374185119, 6805651973374185119, 'usa']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [507, 'usa', 'usa523', 'usa511', 512, 513, 514, 'usa515'], [506, None, 'usa516', 'usa518', 519, 520, None, 'usa522']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2.0,11.920069,4.0,1.0,0.0,[1],[300],496.0,[100]
38,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [439, 'usa454', 'usa454', 454, 454, 'usa454'], [440, 'usa454', 'usa454', 454, 454, 'usa454']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [438, 'usa', 'usa453', None, None, None, None, None], [437, 'usa454', 'usa455', 'usa448', 449, 450, 451, 'usa452']], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [440, 438, 454]]}",2.0,10.139685,4.0,1.0,0.0,[1],[276],437.0,[100]
39,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [481, 'usa496', 'usa496', 496, 496, 'usa496'], [480, 'usa496', 'usa496', 496, 496, 'usa496']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [479, 'usa496', 'usa494', 'usa484', 485, 486, 487, 'usa488'], [478, 'usa496', 'usa495', 'usa489', 490, 491, 492, 'usa493']], 'office_locations': [['building_id', 'company_id', 'move_in_year']]}",2.0,10.847036,4.0,1.0,0.0,[1],[292],476.0,[100]
40,spider_bak-company_office-0003.txt,True,"{'buildings': [['id', 'name', 'city', 'height', 'stories', 'status'], [476, 'usa482', 'usa482', 482, 482, 'usa482'], [477, 'usa482', 'usa482', 482, 482, 'usa482']], 'companies': [['id', 'name', 'headquarters', 'industry', 'sales_billion', 'profits_billion', 'assets_billion', 'market_value_billion'], [478, 'usa482', 'usa482', None, 484, 485, 486, None], [479, 'usa', 'usa493', 'usa488', 489, 490, 491, None]], 'office_locations': [['building_id', 'company_id', 'move_in_year'], [476, 478, 482], [477, 479, 482]]}",2.0,7.037489,4.0,1.0,0.0,[1],[292],477.0,[100]
41,spider_bak-customers_and_addresses-0020.txt,True,"{'addresses': [['address_id', 'address_content', 'city', 'zip_postcode', 'state_province_county', 'country', 'other_address_details'], [384, '388', '388', '388', '388', '388', '388'], [383, '388', '388', '388', '388', None, '388']], 'products': [['product_id', 'product_details'], [381, '388'], [380, '388']], 'customers': [['customer_id', 'payment_method', 'customer_name', 'date_became_customer', 'other_customer_details'], [382, '388', '388', 388, '388']], 'customer_addresses': [['customer_id', 'address_id', 'date_address_from', 'address_type', 'date_address_to'], [382, 384, 388, '388', 388], [None, None, 388, '388', 388]], 'customer_contact_channels': [['customer_id', 'channel_code', 'active_from_date', 'active_to_date', 'contact_number'], [382, '388', 388, 388, '388'], [None, '388', 388, 388, '388']], 'customer_orders': [['order_id', 'customer_id', 'order_status', 'order_date', 'order_details'], [388, 382, '388', 388, '388']], 'order_items': [['order_id', 'product_id', 'order_quantity'], [None, 381, '388'], [None, 380, '388']]}",2.0,12.010556,4.0,1.0,0.0,[1],[249],374.0,[100]
42,spider_bak-ship_1-0008.txt,True,"{'captain': [['captain_id', 'ship_id', 'name', 'age', 'class', 'rank'], [413, 415, 'lieutenant419', 'midshipman418', 'midshipman420', 'midshipman'], [412, 414, 'lieutenant419', 'lieutenant421', 'midshipman422', 'lieutenant']], 'ship': [['ship_id', 'name', 'type', 'built_year', 'class', 'flag'], [414, 'lieutenant419', 'lieutenant419', 419, 'lieutenant419', 'lieutenant419'], [415, 'lieutenant419', 'lieutenant419', 419, 'lieutenant419', 'lieutenant419']]}",2.0,29.583315,5.0,2.0,0.5,"[1, 205]","[253, 253]",398.0,"[100, 162]"
43,spider-scientist_1-0003.txt,True,"{'scientists': [['ssn', 'name'], [382, '2'], [385, '2']], 'projects': [['code', 'name', 'hours'], ['384', '2', 2], ['383', '2', 2]], 'assignedto': [['scientist', 'project'], [385, '383'], [385, '384']]}",2.0,3.365838,4.0,1.0,0.0,[2],[222],343.0,[101]
44,spider-scientist_1-0003.txt,True,"{'scientists': [['ssn', 'name']], 'projects': [['code', 'name', 'hours']], 'assignedto': [['scientist', 'project']]}",2.0,3.877649,4.0,1.0,0.0,[2],[256],419.0,[101]
45,spider-scientist_1-0003.txt,True,"{'scientists': [['ssn', 'name']], 'projects': [['code', 'name', 'hours']], 'assignedto': [['scientist', 'project']]}",2.0,3.652282,4.0,1.0,0.0,[2],[258],412.0,[101]
46,spider-mountain_photos-0013.txt,True,"{'mountain': [['id', 'name', 'height', 'prominence', 'range', 'country'], [844, None, 732, 733, None, None], [846, 'ethiopia739', None, None, 'ethiopia742', None]], 'camera_lens': [['id', 'brand', 'name', 'focal_length_mm', 'max_aperture'], [724, 'ethiopia844', 'ethiopia844', 844, 844], [845, 'ethiopia844', 'ethiopia844', 844, 844]], 'photos': [['id', 'mountain_id', 'camera_lens_id', 'color', 'name'], [726, 844, None, 'ethiopia735', 'ethiopia736'], [725, 846, 845, 'ethiopia737', 'ethiopia738']]}",2.0,33.914501,5.0,2.0,0.5,"[1, 265]","[292, 292]",469.0,"[100, 238]"
47,spider-mountain_photos-0013.txt,True,"{'mountain': [['id', 'name', 'height', 'prominence', 'range', 'country'], [731, 'ethiopia0', 0, 0, 'ethiopia0', 'ethiopia740'], [730, 'ethiopia0', 0, 0, 'ethiopia0', 'ethiopia741']], 'camera_lens': [['id', 'brand', 'name', 'focal_length_mm', 'max_aperture']], 'photos': [['id', 'mountain_id', 'camera_lens_id', 'color', 'name'], [0, None, None, 'ethiopia0', 'ethiopia0']]}",2.0,11.627814,4.0,1.0,0.0,[2],[294],475.0,[101]
48,spider-mountain_photos-0013.txt,True,"{'mountain': [['id', 'name', 'height', 'prominence', 'range', 'country'], [726, 'ethiopia725', 725, 725, 'ethiopia725', 'ethiopia734'], [725, 'ethiopia737', None, 739, 'ethiopia740', 'ethiopia']], 'camera_lens': [['id', 'brand', 'name', 'focal_length_mm', 'max_aperture'], [727, 'ethiopia725', 'ethiopia725', 725, 725], [728, 'ethiopia725', 'ethiopia725', 725, 725]], 'photos': [['id', 'mountain_id', 'camera_lens_id', 'color', 'name'], [724, 725, 727, 'ethiopia735', 'ethiopia736'], [723, 725, None, 'ethiopia741', None]]}",2.0,18.740963,4.0,1.0,0.0,[1],[318],518.0,[100]
